,Player,Tm,G,3P,3P%,2P,2P%,FT%,ORB,DRB,AST,STL,BLK,TOV,PTS,ORB%,DRB%,AST%,STL%,BLK%,USG%,PG%,SG%,SF%,PF%,C%,PGA,Blkd,Dist.,%2PFGA,0-3%FGA,3-10%FGA,10-16%FGA,16-3P%FGA,%3PFGA,0-3FG%,3-10FG%,10-16FG%,16-3PFG%,2P%A,3P%A,Dunk%FGA,C3%3PA,C33P%,Season,TruePos
3380,James Ennis III,TOT,22.0,1.2,0.448,1.3,0.509,0.735,1.0,1.0,1.0,0.7,0.2,0.9,7.2,6.9,7.4,10.1,2.4,1.3,19.8,2.0,67.0,29.0,2.0,0.0,42.0,5.0,14.3,0.487,0.372,0.044,0.009,0.062,0.513,0.595,0.2,0.0,0.286,0.714,0.885,0.097,0.276,0.563,,2.31
3381,Tyler Ennis,MIL,46.0,0.3,0.333,1.5,0.48,0.735,0.3,1.3,2.1,0.5,0.0,1.0,4.5,2.3,10.7,21.9,1.9,0.1,17.1,100.0,0.0,0.0,0.0,0.0,214.0,18.0,10.5,0.791,0.38,0.144,0.187,0.08,0.209,0.563,0.296,0.486,0.4,0.338,1.0,0.0,0.179,0.714,,1.0
3382,Jeremy Evans,DAL,30.0,0.1,0.25,0.7,0.688,0.714,0.4,1.4,0.1,0.2,0.3,0.2,2.4,4.8,18.8,1.2,1.2,3.0,11.7,0.0,2.0,53.0,43.0,3.0,4.0,2.0,10.3,0.667,0.521,0.063,0.021,0.063,0.333,0.76,0.333,0.0,0.667,0.864,1.0,0.271,0.438,0.143,,3.5
3383,Tyreke Evans,NOP,25.0,1.3,0.388,4.1,0.45,0.796,0.8,4.4,6.6,1.3,0.3,2.9,15.2,2.8,16.4,34.6,2.1,0.9,24.7,1.0,60.0,39.0,1.0,0.0,390.0,23.0,10.3,0.729,0.513,0.07,0.016,0.127,0.271,0.509,0.227,0.0,0.4,0.204,0.545,0.003,0.059,0.0,,2.42
3384,Festus Ezeli,GSW,46.0,0.0,,2.7,0.548,0.53,2.0,3.6,0.7,0.4,1.1,0.8,7.0,13.5,21.9,5.8,1.1,4.8,18.2,0.0,0.0,0.0,0.0,100.0,80.0,20.0,2.9,1.0,0.649,0.272,0.061,0.018,0.0,0.682,0.339,0.143,0.25,0.816,,0.342,,,,5.0
3385,Kenneth Faried,DEN,67.0,0.0,0.5,5.2,0.558,0.613,3.5,5.2,1.2,0.5,0.9,1.4,12.5,15.1,23.0,8.1,0.9,2.9,21.0,0.0,0.0,1.0,80.0,20.0,188.0,59.0,3.5,0.997,0.645,0.251,0.045,0.056,0.003,0.634,0.452,0.321,0.343,0.684,1.0,0.166,0.5,1.0,,4.23
3386,Jordan Farmar,MEM,12.0,1.3,0.356,2.2,0.473,1.0,0.3,1.8,3.1,1.3,0.2,1.5,9.2,1.5,8.6,20.6,2.7,0.6,18.9,100.0,0.0,0.0,0.0,0.0,83.0,7.0,15.8,0.55,0.2,0.1,0.09,0.16,0.45,0.55,0.3,0.333,0.563,0.192,0.438,0.0,0.244,0.364,,1.0
3387,Derrick Favors,UTA,62.0,0.0,0.0,6.7,0.518,0.709,2.7,5.4,1.5,1.2,1.5,1.7,16.4,10.0,19.6,8.9,2.0,3.9,23.9,0.0,0.0,0.0,46.0,54.0,231.0,63.0,7.7,0.995,0.38,0.21,0.249,0.157,0.005,0.714,0.453,0.391,0.331,0.646,,0.107,0.0,,,4.54
3388,Cristiano Felício,CHI,31.0,0.0,0.0,1.3,0.588,0.714,1.0,2.3,0.8,0.2,0.4,0.4,3.4,10.0,23.1,12.1,0.9,3.0,13.7,0.0,0.0,0.0,0.0,100.0,64.0,5.0,7.0,0.944,0.583,0.097,0.028,0.236,0.056,0.619,0.571,0.5,0.529,0.8,,0.139,0.0,,,5.0
3389,Raymond Felton,DAL,80.0,0.8,0.282,2.7,0.463,0.847,0.5,2.8,3.6,0.9,0.2,1.5,9.5,1.8,11.1,20.3,1.6,0.6,18.4,69.0,31.0,0.0,0.0,0.0,690.0,32.0,13.8,0.688,0.217,0.198,0.073,0.199,0.312,0.635,0.4,0.38,0.368,0.207,0.733,0.0,0.178,0.263,,1.31
3390,Evan Fournier,ORL,79.0,2.0,0.4,3.5,0.506,0.836,0.4,2.4,2.7,1.2,0.0,1.7,15.4,1.4,8.4,12.8,1.9,0.1,20.1,1.0,51.0,47.0,1.0,0.0,468.0,70.0,14.1,0.58,0.3,0.125,0.053,0.103,0.42,0.634,0.405,0.388,0.313,0.473,0.865,0.011,0.2,0.397,,2.48
3391,Randy Foye,TOT,81.0,0.9,0.3,1.2,0.405,0.824,0.3,1.6,2.0,0.5,0.4,1.1,5.9,1.6,8.8,14.1,1.2,1.4,15.9,15.0,70.0,15.0,0.0,0.0,372.0,26.0,17.3,0.481,0.195,0.079,0.029,0.178,0.519,0.553,0.289,0.286,0.314,0.255,0.693,0.002,0.264,0.303,,2.0
3392,Tim Frazier,TOT,51.0,0.3,0.333,1.6,0.442,0.716,0.5,1.6,3.2,0.6,0.0,1.3,5.1,3.8,12.8,33.3,2.2,0.2,19.4,100.0,0.0,0.0,0.0,0.0,372.0,22.0,12.3,0.79,0.284,0.144,0.148,0.218,0.21,0.569,0.364,0.294,0.42,0.288,0.563,0.004,0.042,0.0,,1.0
3393,Enes Freedom,OKC,82.0,0.1,0.476,4.9,0.579,0.797,3.0,5.1,0.4,0.3,0.4,1.4,12.7,16.7,24.9,3.1,0.7,1.5,23.4,0.0,0.0,0.0,7.0,93.0,82.0,79.0,4.9,0.971,0.62,0.159,0.12,0.072,0.029,0.65,0.447,0.512,0.365,0.594,1.0,0.065,0.762,0.5,,4.93
3394,Channing Frye,TOT,70.0,1.3,0.387,0.9,0.545,0.857,0.5,2.8,1.0,0.4,0.4,0.6,6.1,3.2,18.6,8.7,1.2,1.9,15.1,0.0,0.0,0.0,67.0,33.0,164.0,6.0,19.4,0.323,0.112,0.069,0.037,0.098,0.677,0.641,0.5,0.462,0.5,0.738,0.989,0.035,0.221,0.365,,4.33
3395,Danilo Gallinari,DEN,53.0,1.6,0.364,3.8,0.434,0.868,1.0,4.3,2.5,0.8,0.4,1.5,19.5,3.1,14.0,11.8,1.1,0.8,23.0,0.0,0.0,67.0,32.0,1.0,301.0,49.0,14.5,0.659,0.297,0.071,0.061,0.226,0.341,0.538,0.24,0.302,0.399,0.46,0.885,0.061,0.121,0.345,,3.34
3396,Langston Galloway,NYK,82.0,0.9,0.344,1.9,0.423,0.754,0.5,3.0,2.5,0.9,0.3,0.7,7.6,2.3,13.0,15.7,1.9,0.8,15.6,100.0,0.0,0.0,0.0,0.0,480.0,22.0,15.4,0.619,0.235,0.097,0.06,0.228,0.381,0.58,0.421,0.371,0.276,0.468,0.844,0.003,0.263,0.475,,1.0
3397,Kevin Garnett*,MIN,38.0,0.0,0.0,1.4,0.474,0.667,0.4,3.6,1.6,0.7,0.3,0.4,3.2,3.2,27.9,16.4,2.5,1.5,11.3,0.0,0.0,0.0,99.0,1.0,135.0,2.0,13.6,0.991,0.157,0.122,0.139,0.574,0.009,0.667,0.5,0.313,0.455,0.944,,0.017,1.0,0.0,,4.01
3398,Marc Gasol,MEM,52.0,0.0,0.667,6.3,0.463,0.829,1.1,5.8,3.8,1.0,1.3,2.3,16.6,3.5,20.2,18.9,1.4,3.6,23.4,0.0,0.0,0.0,0.0,100.0,449.0,25.0,10.2,0.996,0.164,0.328,0.24,0.263,0.004,0.595,0.448,0.424,0.435,0.69,1.0,0.031,0.333,0.0,,5.0
3399,Pau Gasol*,CHI,72.0,0.3,0.348,6.2,0.478,0.792,2.2,8.9,4.1,0.6,2.0,2.3,16.5,7.3,28.7,21.7,0.9,4.7,24.6,0.0,0.0,0.0,0.0,100.0,669.0,59.0,11.1,0.931,0.245,0.192,0.167,0.327,0.069,0.566,0.435,0.452,0.452,0.668,0.958,0.025,0.362,0.32,,5.0
3400,Rudy Gay,SAC,70.0,1.1,0.344,5.6,0.495,0.78,1.5,5.0,1.7,1.4,0.7,2.0,17.2,4.7,15.9,8.0,2.0,1.7,22.4,0.0,1.0,76.0,24.0,0.0,281.0,60.0,11.1,0.786,0.267,0.248,0.135,0.136,0.214,0.651,0.384,0.471,0.416,0.528,0.824,0.088,0.279,0.4,,3.26
3401,Alonzo Gee,NOP,73.0,0.2,0.283,1.6,0.59,0.667,0.8,2.5,1.0,0.9,0.2,0.8,4.5,3.9,13.0,6.2,1.9,0.7,9.2,0.0,14.0,83.0,3.0,0.0,174.0,23.0,8.2,0.765,0.561,0.082,0.035,0.078,0.235,0.699,0.286,0.111,0.35,0.687,1.0,0.282,0.9,0.296,,2.89
3402,Paul George,IND,81.0,2.6,0.371,4.9,0.447,0.86,1.0,6.0,4.1,1.9,0.4,3.3,23.1,3.1,18.7,20.3,2.7,0.8,30.4,0.0,0.0,61.0,39.0,1.0,730.0,77.0,16.2,0.609,0.168,0.081,0.118,0.242,0.391,0.602,0.415,0.351,0.397,0.319,0.71,0.024,0.239,0.415,,3.44
3403,Taj Gibson,CHI,73.0,0.0,0.0,3.6,0.529,0.692,2.8,4.1,1.5,0.6,1.1,1.1,8.6,11.4,15.9,8.3,1.2,2.9,14.6,0.0,0.0,11.0,87.0,2.0,244.0,54.0,5.8,0.994,0.524,0.188,0.16,0.124,0.006,0.63,0.447,0.388,0.403,0.643,,0.152,0.0,,,3.91
3404,Manu Ginóbili*,SAS,58.0,1.2,0.391,2.2,0.496,0.813,0.4,2.1,3.1,1.1,0.2,1.7,9.6,2.7,11.7,23.6,3.0,0.8,23.6,1.0,86.0,13.0,0.0,0.0,396.0,22.0,13.9,0.589,0.278,0.138,0.087,0.085,0.411,0.537,0.45,0.395,0.541,0.543,0.914,0.005,0.128,0.522,,2.12
3405,Rudy Gobert,UTA,61.0,0.0,,3.2,0.559,0.569,3.4,7.5,1.5,0.7,2.2,1.9,9.1,12.6,27.7,7.4,1.2,5.9,14.2,0.0,0.0,0.0,0.0,100.0,211.0,42.0,1.8,1.0,0.802,0.175,0.006,0.017,0.0,0.641,0.226,0.0,0.333,0.626,,0.297,,,,5.0
3406,Drew Gooden,WAS,30.0,0.2,0.171,0.9,0.419,0.643,0.9,1.9,0.4,0.3,0.4,0.4,2.7,10.1,21.3,6.0,1.3,2.9,17.5,0.0,0.0,0.0,70.0,30.0,31.0,6.0,15.3,0.602,0.243,0.087,0.107,0.175,0.398,0.48,0.333,0.364,0.389,0.423,1.0,0.019,0.146,0.333,,4.3
3407,Archie Goodwin,PHO,57.0,0.4,0.232,2.7,0.474,0.674,0.5,2.0,2.1,0.5,0.2,1.8,8.9,2.6,11.5,17.2,1.2,1.0,23.2,67.0,32.0,1.0,0.0,0.0,275.0,45.0,8.9,0.765,0.526,0.13,0.021,0.088,0.235,0.577,0.145,0.444,0.351,0.346,0.696,0.064,0.162,0.125,,1.34
3408,Aaron Gordon,ORL,78.0,0.5,0.296,3.0,0.531,0.668,2.0,4.5,1.6,0.8,0.7,0.8,9.2,9.0,21.3,10.3,1.6,2.4,17.3,0.0,0.0,19.0,80.0,1.0,277.0,34.0,10.3,0.755,0.454,0.105,0.086,0.112,0.245,0.654,0.344,0.34,0.338,0.517,0.976,0.131,0.38,0.315,,3.82
3409,Eric Gordon,NOP,45.0,2.5,0.384,2.6,0.457,0.888,0.2,2.0,2.7,1.0,0.3,1.6,15.2,0.7,6.9,12.7,1.4,0.8,20.3,21.0,64.0,15.0,0.0,0.0,271.0,30.0,16.3,0.467,0.225,0.096,0.033,0.116,0.533,0.524,0.358,0.5,0.391,0.441,0.85,0.022,0.153,0.289,,1.94
3410,Marcin Gortat,WAS,75.0,0.0,0.0,5.8,0.567,0.705,3.0,6.9,1.4,0.6,1.3,1.6,13.5,10.8,26.3,7.5,1.0,3.4,18.9,0.0,0.0,0.0,0.0,100.0,245.0,50.0,5.3,0.999,0.452,0.313,0.195,0.039,0.001,0.704,0.49,0.403,0.433,0.794,,0.067,0.0,,,5.0
3411,Jerami Grant,PHI,77.0,0.5,0.24,2.8,0.477,0.658,1.3,3.4,1.8,0.7,1.6,1.4,9.7,5.0,14.3,10.4,1.3,4.7,18.0,0.0,0.0,14.0,82.0,4.0,331.0,76.0,8.4,0.756,0.491,0.184,0.047,0.035,0.244,0.619,0.209,0.179,0.286,0.685,1.0,0.137,0.5,0.288,,3.9
3412,Jerian Grant,NYK,76.0,0.3,0.22,1.7,0.454,0.78,0.3,1.6,2.3,0.7,0.1,1.1,5.6,2.0,10.2,21.8,2.0,0.6,19.0,25.0,75.0,1.0,0.0,0.0,418.0,29.0,11.3,0.744,0.368,0.138,0.107,0.13,0.256,0.521,0.426,0.381,0.353,0.333,0.727,0.015,0.11,0.455,,1.78
3413,Danny Green,SAS,79.0,1.5,0.332,1.2,0.448,0.739,0.6,3.2,1.8,1.0,0.8,0.9,7.2,2.7,13.6,9.3,2.0,2.4,14.6,0.0,82.0,18.0,0.0,0.0,315.0,21.0,18.3,0.378,0.166,0.05,0.064,0.094,0.622,0.602,0.25,0.361,0.34,0.716,0.966,0.018,0.312,0.294,,2.18
3414,Draymond Green,GSW,81.0,1.2,0.388,3.7,0.537,0.696,1.7,7.8,7.4,1.5,1.4,3.2,14.0,5.5,23.0,29.0,2.0,3.0,18.8,0.0,0.0,0.0,80.0,20.0,1402.0,55.0,10.0,0.685,0.488,0.144,0.023,0.029,0.315,0.618,0.339,0.368,0.292,0.618,0.96,0.061,0.093,0.417,,4.2
3415,Gerald Green,MIA,69.0,1.2,0.323,2.1,0.446,0.783,0.4,2.0,0.8,0.6,0.3,0.7,8.9,1.9,9.7,5.6,1.3,0.9,19.8,1.0,42.0,57.0,0.0,0.0,124.0,19.0,16.8,0.557,0.148,0.075,0.135,0.199,0.443,0.586,0.318,0.494,0.359,0.527,0.929,0.046,0.335,0.333,,2.56
3416,JaMychal Green,MEM,78.0,0.2,0.333,2.8,0.478,0.752,1.8,3.0,0.9,0.6,0.4,1.1,7.4,10.5,19.3,7.7,1.6,2.1,19.8,0.0,0.0,1.0,83.0,16.0,151.0,48.0,8.6,0.909,0.481,0.137,0.067,0.224,0.091,0.563,0.353,0.455,0.378,0.665,1.0,0.133,0.644,0.379,,4.15
3417,Jeff Green,TOT,80.0,0.8,0.315,3.6,0.47,0.745,0.9,3.2,1.7,0.7,0.5,1.2,11.7,3.6,13.3,10.0,1.3,1.5,20.2,0.0,0.0,40.0,59.0,1.0,328.0,56.0,11.3,0.742,0.308,0.218,0.09,0.125,0.258,0.602,0.344,0.486,0.35,0.401,0.896,0.063,0.343,0.329,,3.61
3418,Blake Griffin,LAC,35.0,0.2,0.333,8.4,0.504,0.727,1.5,6.9,4.9,0.8,0.5,2.4,21.4,4.8,22.3,27.2,1.2,1.1,29.8,0.0,0.0,0.0,85.0,15.0,411.0,12.0,11.2,0.97,0.292,0.151,0.07,0.458,0.03,0.739,0.484,0.357,0.384,0.641,0.667,0.061,0.167,0.0,,4.15
3419,Jorge Gutiérrez,CHO,12.0,0.0,0.0,0.5,0.667,0.909,0.0,0.6,1.4,0.3,0.0,0.5,1.8,0.0,12.3,40.3,2.4,0.0,15.6,100.0,0.0,0.0,0.0,0.0,42.0,0.0,12.5,0.818,0.273,0.091,0.091,0.364,0.182,1.0,1.0,0.0,0.5,0.167,,0.0,0.5,0.0,,1.0
3420,P.J. Hairston,TOT,66.0,1.1,0.29,1.1,0.449,0.781,0.4,2.3,0.6,0.5,0.2,0.6,6.2,2.1,12.8,4.4,1.2,0.7,16.4,0.0,56.0,40.0,4.0,0.0,92.0,16.0,17.2,0.409,0.218,0.069,0.042,0.081,0.591,0.596,0.286,0.235,0.303,0.613,0.971,0.02,0.257,0.306,,2.48
3421,Jordan Hamilton,NOP,11.0,1.2,0.289,3.3,0.507,0.667,1.1,4.5,2.3,0.7,0.3,1.5,11.4,4.2,18.9,12.9,1.3,0.8,20.7,0.0,24.0,66.0,10.0,0.0,59.0,5.0,14.0,0.612,0.293,0.121,0.086,0.112,0.388,0.647,0.357,0.3,0.462,0.389,0.769,0.017,0.156,0.143,,2.86
3422,Tyler Hansbrough,CHO,44.0,0.0,0.667,0.7,0.441,0.585,0.9,1.1,0.2,0.3,0.2,0.3,2.4,12.6,15.8,3.5,1.8,1.7,14.7,0.0,0.0,0.0,86.0,14.0,20.0,13.0,3.5,0.958,0.606,0.31,0.028,0.014,0.042,0.581,0.182,0.5,0.0,0.567,1.0,0.141,0.0,,,4.14
3423,Tim Hardaway Jr.,ATL,51.0,0.9,0.338,1.3,0.537,0.893,0.1,1.5,1.0,0.4,0.1,0.5,6.4,0.9,9.8,8.9,1.2,0.6,16.2,1.0,90.0,9.0,0.0,0.0,121.0,15.0,17.0,0.464,0.226,0.057,0.042,0.14,0.536,0.7,0.333,0.455,0.378,0.697,0.938,0.034,0.296,0.357,,2.08
3424,James Harden,HOU,82.0,2.9,0.359,5.8,0.494,0.86,0.8,5.3,7.5,1.7,0.6,4.6,29.0,2.2,15.6,35.4,2.2,1.4,32.5,2.0,77.0,21.0,1.0,0.0,1458.0,95.0,14.4,0.594,0.246,0.124,0.105,0.12,0.406,0.65,0.328,0.426,0.402,0.181,0.521,0.011,0.094,0.274,,2.23
3425,Maurice Harkless,POR,78.0,0.5,0.279,2.0,0.576,0.622,1.3,2.3,0.9,0.6,0.4,0.8,6.4,7.5,13.3,6.9,1.7,1.9,15.6,0.0,2.0,70.0,28.0,0.0,161.0,29.0,9.7,0.659,0.501,0.117,0.012,0.029,0.341,0.66,0.292,0.4,0.333,0.558,0.949,0.17,0.486,0.265,,3.26
3426,Montrezl Harrell,HOU,39.0,0.0,0.0,1.5,0.652,0.522,0.6,1.0,0.4,0.3,0.3,0.4,3.6,7.2,11.7,7.2,1.4,2.4,14.5,0.0,0.0,6.0,78.0,16.0,43.0,8.0,3.4,0.989,0.667,0.233,0.022,0.067,0.011,0.75,0.524,0.0,0.333,0.638,,0.311,0.0,,,4.1
3427,Devin Harris,DAL,64.0,0.8,0.329,1.8,0.532,0.721,0.3,1.9,1.8,0.9,0.2,1.0,7.6,1.5,10.3,14.5,2.4,0.8,17.9,15.0,69.0,16.0,0.0,0.0,268.0,17.0,14.3,0.578,0.316,0.104,0.051,0.107,0.422,0.653,0.333,0.474,0.4,0.47,0.923,0.0,0.392,0.419,,2.01
3428,Gary Harris,DEN,76.0,1.4,0.354,3.3,0.543,0.82,0.7,2.2,1.9,1.3,0.2,1.3,12.3,2.4,7.7,9.5,2.0,0.6,16.5,9.0,86.0,6.0,0.0,0.0,334.0,46.0,13.1,0.612,0.358,0.08,0.075,0.099,0.388,0.613,0.41,0.456,0.461,0.622,0.943,0.058,0.343,0.343,,1.99
3429,Tobias Harris,TOT,76.0,1.1,0.335,4.4,0.518,0.831,1.3,5.4,2.2,0.9,0.5,1.4,14.7,4.1,18.6,10.6,1.3,1.3,19.3,0.0,0.0,49.0,50.0,0.0,408.0,71.0,10.5,0.731,0.375,0.187,0.076,0.094,0.269,0.631,0.41,0.353,0.417,0.561,0.938,0.057,0.351,0.31,,3.47
3430,Aaron Harrison,CHO,21.0,0.1,0.3,0.1,0.222,0.417,0.2,0.5,0.1,0.3,0.0,0.2,0.9,4.7,13.1,3.0,3.2,0.0,13.7,0.0,3.0,97.0,0.0,0.0,4.0,0.0,17.2,0.474,0.211,0.053,0.0,0.211,0.526,0.5,0.0,,0.0,1.0,0.667,0.0,0.4,0.25,,2.97
3431,Udonis Haslem,MIA,37.0,0.0,0.111,0.6,0.423,0.75,0.3,1.8,0.4,0.1,0.1,0.1,1.6,4.5,27.4,7.6,1.0,0.6,12.8,0.0,0.0,4.0,83.0,14.0,31.0,1.0,13.1,0.852,0.197,0.115,0.213,0.328,0.148,0.667,0.571,0.385,0.25,0.909,1.0,0.016,0.667,0.167,,4.14
3432,Spencer Hawes,CHO,57.0,0.7,0.373,1.5,0.422,0.831,0.9,3.4,1.9,0.4,0.5,1.0,6.0,5.3,20.6,16.3,1.1,2.1,17.1,0.0,0.0,0.0,73.0,27.0,253.0,13.0,12.6,0.667,0.281,0.173,0.134,0.078,0.333,0.558,0.358,0.317,0.25,0.616,1.0,0.033,0.255,0.423,,4.27
3433,Gordon Hayward,UTA,80.0,1.8,0.349,4.7,0.477,0.824,0.8,4.2,3.7,1.2,0.3,2.5,19.7,2.5,13.5,18.2,1.7,0.8,25.7,0.0,12.0,86.0,3.0,0.0,704.0,57.0,13.6,0.659,0.209,0.182,0.128,0.14,0.341,0.622,0.438,0.409,0.375,0.32,0.797,0.051,0.234,0.385,,2.94
3434,Gerald Henderson,POR,72.0,0.7,0.353,2.6,0.468,0.767,0.4,2.5,1.0,0.5,0.3,0.9,8.7,2.3,13.7,8.2,1.4,1.0,20.2,0.0,17.0,81.0,3.0,0.0,181.0,18.0,14.9,0.743,0.157,0.096,0.183,0.304,0.257,0.747,0.314,0.412,0.41,0.5,0.958,0.043,0.529,0.444,,2.89
3435,John Henson,MIL,57.0,0.0,0.0,2.9,0.566,0.59,1.5,2.4,0.9,0.3,1.9,1.1,7.0,10.4,15.8,9.0,1.0,9.7,19.1,0.0,0.0,0.0,23.0,77.0,118.0,12.0,3.3,0.997,0.536,0.405,0.041,0.014,0.003,0.647,0.475,0.583,0.0,0.756,,0.12,0.0,,,4.77
3436,Mario Hezonja,ORL,79.0,0.8,0.349,1.4,0.504,0.907,0.4,1.9,1.4,0.5,0.2,1.2,6.1,2.2,11.8,11.2,1.4,1.0,16.9,0.0,22.0,72.0,6.0,0.0,237.0,15.0,16.9,0.541,0.203,0.081,0.05,0.206,0.459,0.659,0.412,0.476,0.395,0.526,0.836,0.053,0.182,0.429,,2.84
3437,Roy Hibbert,LAL,81.0,0.0,0.0,2.2,0.445,0.807,1.6,3.3,1.2,0.4,1.4,0.9,5.9,7.3,15.8,8.0,0.9,4.6,12.9,0.0,0.0,0.0,0.0,100.0,216.0,30.0,8.3,0.995,0.297,0.299,0.146,0.253,0.005,0.623,0.341,0.383,0.394,0.61,,0.085,0.0,,,5.0
3438,J.J. Hickson,TOT,35.0,0.0,0.0,2.3,0.519,0.447,1.1,2.7,0.7,0.4,0.4,0.7,5.9,9.8,24.1,8.7,1.7,2.6,22.6,0.0,0.0,0.0,4.0,96.0,54.0,15.0,5.0,0.994,0.561,0.213,0.135,0.084,0.006,0.69,0.303,0.286,0.308,0.713,,0.187,0.0,,,4.96
3439,Nenê,WAS,57.0,0.0,0.0,3.7,0.549,0.578,0.9,3.6,1.7,0.9,0.5,1.3,9.2,5.2,21.6,14.1,2.4,1.9,21.6,0.0,0.0,0.0,11.0,89.0,214.0,22.0,6.9,0.992,0.474,0.18,0.125,0.214,0.008,0.698,0.449,0.396,0.39,0.641,,0.112,0.667,0.0,,4.89
3440,George Hill,IND,74.0,1.7,0.408,2.7,0.466,0.76,0.8,3.2,3.5,1.1,0.2,1.4,12.1,2.5,10.3,15.5,1.6,0.5,15.8,98.0,2.0,0.0,0.0,0.0,596.0,32.0,15.3,0.575,0.222,0.099,0.103,0.153,0.425,0.622,0.397,0.342,0.363,0.338,0.82,0.016,0.379,0.445,,1.02
3441,Jordan Hill,IND,73.0,0.0,0.0,3.8,0.507,0.712,2.1,4.0,1.2,0.5,0.5,1.3,8.8,11.3,21.2,9.5,1.2,2.0,20.3,0.0,0.0,0.0,26.0,74.0,204.0,31.0,8.0,0.998,0.332,0.281,0.148,0.237,0.002,0.659,0.474,0.506,0.338,0.561,,0.067,1.0,0.0,,4.74
3442,Solomon Hill,IND,59.0,0.4,0.324,1.2,0.515,0.857,0.7,2.2,1.0,0.6,0.2,0.6,4.2,4.9,15.9,9.6,2.1,1.0,13.2,0.0,11.0,64.0,25.0,0.0,130.0,13.0,12.1,0.644,0.341,0.163,0.091,0.053,0.356,0.648,0.353,0.368,0.364,0.493,1.0,0.063,0.365,0.444,,3.14
3443,Darrun Hilliard,DET,38.0,0.5,0.38,0.9,0.407,0.725,0.1,1.1,0.7,0.2,0.0,0.5,4.0,1.4,11.9,10.9,1.2,0.2,19.1,0.0,94.0,6.0,0.0,0.0,63.0,4.0,15.9,0.618,0.214,0.099,0.076,0.237,0.382,0.571,0.077,0.4,0.387,0.424,0.895,0.015,0.4,0.35,,2.06
3444,Kirk Hinrich,TOT,46.0,0.5,0.387,0.5,0.373,0.938,0.2,1.3,1.6,0.3,0.0,0.7,3.0,1.4,10.2,16.0,1.2,0.2,11.6,67.0,33.0,0.0,0.0,0.0,171.0,6.0,16.2,0.519,0.194,0.109,0.07,0.147,0.481,0.48,0.286,0.0,0.474,0.44,0.708,0.0,0.258,0.438,,1.33
3445,Jrue Holiday,NOP,65.0,1.3,0.336,5.0,0.478,0.843,0.4,2.6,6.0,1.4,0.3,2.6,16.8,1.6,10.5,37.3,2.4,1.0,28.9,32.0,65.0,3.0,0.0,0.0,901.0,49.0,12.3,0.723,0.29,0.164,0.149,0.121,0.277,0.576,0.418,0.446,0.363,0.207,0.517,0.011,0.127,0.212,,1.71
3446,Justin Holiday,TOT,53.0,0.7,0.343,1.0,0.423,0.73,0.2,1.5,1.1,0.6,0.4,0.7,4.5,1.7,10.5,10.7,2.1,1.8,16.2,10.0,87.0,3.0,0.0,0.0,126.0,20.0,14.9,0.539,0.263,0.088,0.061,0.127,0.461,0.483,0.25,0.214,0.517,0.692,0.972,0.053,0.362,0.368,,1.93
3447,Ryan Hollins,TOT,37.0,0.0,,1.3,0.62,0.619,1.3,1.4,0.3,0.2,0.6,0.6,3.4,11.2,13.2,3.3,0.7,4.2,11.8,0.0,0.0,0.0,0.0,100.0,22.0,13.0,2.8,1.0,0.633,0.304,0.038,0.025,0.0,0.7,0.458,1.0,0.0,0.714,,0.354,,,,5.0
3448,Rondae Hollis-Jefferson,BRK,29.0,0.1,0.286,2.0,0.476,0.712,1.3,4.0,1.5,1.3,0.6,0.9,5.8,7.0,21.4,10.1,3.2,2.1,13.5,0.0,62.0,28.0,10.0,0.0,93.0,8.0,9.2,0.899,0.449,0.138,0.08,0.232,0.101,0.581,0.158,0.636,0.406,0.576,0.75,0.065,0.357,0.2,,2.48
3449,Richaun Holmes,PHI,51.0,0.2,0.182,2.1,0.596,0.689,1.2,1.4,0.6,0.4,0.8,0.6,5.6,9.3,11.7,8.0,1.3,4.3,17.9,0.0,0.0,0.0,32.0,68.0,78.0,19.0,7.7,0.802,0.572,0.126,0.072,0.032,0.198,0.724,0.214,0.375,0.286,0.717,1.0,0.212,0.091,0.25,,4.68
3450,Rodney Hood,UTA,79.0,2.0,0.359,3.1,0.472,0.86,0.5,2.9,2.7,0.9,0.2,1.6,14.5,1.8,10.5,14.4,1.5,0.5,21.5,4.0,89.0,7.0,0.0,0.0,505.0,39.0,16.0,0.538,0.111,0.2,0.13,0.098,0.462,0.611,0.448,0.421,0.432,0.206,0.752,0.012,0.218,0.367,,2.03
3451,Al Horford,ATL,82.0,1.1,0.344,5.4,0.557,0.798,1.8,5.5,3.2,0.8,1.5,1.3,15.2,6.3,18.2,16.7,1.3,3.6,20.6,0.0,0.0,0.0,10.0,90.0,627.0,35.0,12.3,0.756,0.3,0.136,0.089,0.231,0.244,0.745,0.385,0.355,0.492,0.776,1.0,0.084,0.227,0.259,,4.9
3452,Dwight Howard,HOU,71.0,0.0,0.0,5.2,0.626,0.489,3.4,8.4,1.4,1.0,1.6,2.3,13.7,11.4,29.1,7.0,1.5,4.1,18.4,0.0,0.0,0.0,0.0,100.0,233.0,48.0,2.6,0.99,0.658,0.322,0.008,0.003,0.01,0.752,0.378,0.4,0.0,0.71,,0.318,0.0,,,5.0
