Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999,Season
291,Saben Lee,PG,21,DET,48,7,16.3,2.1,4.4,0.471,0.2,0.5,0.348,1.9,3.9,0.487,0.49,1.3,1.9,0.685,0.4,1.6,2,3.6,0.7,0.3,1.1,1.6,5.6,leesa01,291,Saben Lee,PG,21,DET,48,7,781,6.2,13.2,0.471,0.5,1.4,0.348,5.7,11.7,0.487,3.8,5.6,0.685,1.3,4.8,6.1,10.9,2,0.8,3.5,4.8,16.8,,112,113,leesa01,291,Saben Lee,PG,21,DET,48,781,13.8,0.536,0.11,0.424,2.8,11.1,6.9,33.2,2,1.5,18.1,17,,0.7,0.8,1.5,0.091,,-2.1,0.2,-2,0,leesa01,291,Saben Lee,PG,21,DET,48,781,100%,,,,,-5.4,-1.1,39,13,36,0,40,11,422,8,25,leesa01,291,Saben Lee,PG,21,DET,48,781,0.471,6.9,,0.89,0.386,0.429,0.062,0.014,0.11,,0.487,0.617,0.378,0.462,0.333,0.348,,0.352,1,,0.043,5,,0.348,0.625,,0,0,leesa01,2021
292,Alex Len,C,27,TOT,64,42,15.3,2.7,4.3,0.615,0.1,0.4,0.32,2.5,4,0.644,0.629,1.1,1.8,0.629,1.2,2.8,4.1,0.8,0.3,1,0.9,2,6.6,lenal01,292,Alex Len,C,27,TOT,64,42,979,8.1,13.1,0.615,0.4,1.2,0.32,7.7,12,0.644,3.5,5.5,0.629,3.7,8.6,12.3,2.3,0.9,3,2.6,6,20,,119,110,lenal01,292,Alex Len,C,27,TOT,64,979,16.4,0.643,0.09,0.417,8.5,19.7,14.1,7,0.9,5.6,14.3,16.3,,1.5,1.3,2.7,0.133,,-1.2,1,-0.1,0.5,lenal01,292,Alex Len,C,27,TOT,64,979,,,,,100%,-4.8,-3.7,15,17,81,17,62,1,123,10,20,lenal01,292,Alex Len,C,27,TOT,64,979,0.615,5.6,,0.91,0.432,0.432,0.047,0,0.09,,0.644,0.792,0.55,0.154,,0.32,,0.755,1,,0.281,75,,0.64,0.313,,0,0,lenal01,2021
292,Alex Len,C,27,TOR,7,2,10.9,0.7,1.4,0.5,0.4,0.9,0.5,0.3,0.6,0.5,0.65,0.4,0.9,0.5,0,1.6,1.6,0.4,0.1,0.9,1.1,1.4,2.3,lenal01,292,Alex Len,C,27,TOR,7,2,76,3.2,6.4,0.5,1.9,3.8,0.5,1.3,2.5,0.5,1.9,3.8,0.5,0,7,7,1.9,0.6,3.8,5.1,6.4,10.2,,77,111,lenal01,292,Alex Len,C,27,TOR,7,76,4.3,0.633,0.6,0.6,0,16.5,8,5.2,0.6,7.9,38.8,11.7,,-0.1,0.1,-0.1,-0.033,,-6.5,2.5,-4,0,lenal01,292,Alex Len,C,27,TOR,7,76,,,,,100%,-14.7,-14.3,1,2,6,3,3,0,9,0,1,lenal01,292,Alex Len,C,27,TOR,7,76,0.5,14.8,,0.4,0.3,0.1,0,0,0.6,,0.5,0.667,0,,,0.5,,1,1,,0.2,1,,0.667,0.5,,0,0,lenal01,2021
292,Alex Len,C,27,WAS,57,40,15.8,2.9,4.7,0.619,0.1,0.3,0.263,2.8,4.4,0.647,0.629,1.2,1.9,0.636,1.4,3,4.4,0.8,0.3,1,0.8,2.1,7.1,lenal01,292,Alex Len,C,27,WAS,57,40,903,8.5,13.7,0.619,0.3,1,0.263,8.2,12.7,0.647,3.6,5.6,0.636,4,8.7,12.7,2.3,1,3,2.4,6,20.8,,122,110,lenal01,292,Alex Len,C,27,WAS,57,903,17.5,0.643,0.071,0.41,9.2,20,14.6,7.2,1,5.4,12.9,16.7,,1.6,1.2,2.8,0.147,,-0.7,0.9,0.2,0.5,lenal01,292,Alex Len,C,27,WAS,57,903,,,,,100%,-3.9,-2.8,14,15,75,14,59,1,114,10,19,lenal01,292,Alex Len,C,27,WAS,57,903,0.619,5.3,,0.929,0.437,0.444,0.049,0,0.071,,0.647,0.795,0.555,0.154,,0.263,,0.752,1,,0.284,74,,0.632,0.25,,0,0,lenal01,2021
293,Kawhi Leonard,SF,29,LAC,52,52,34.1,8.9,17.5,0.512,1.9,4.9,0.398,7,12.6,0.557,0.568,5,5.7,0.885,1.1,5.4,6.5,5.2,1.6,0.4,2,1.6,24.8,leonaka01,293,Kawhi Leonard,SF,29,LAC,52,52,1773,13,25.4,0.512,2.8,7.1,0.398,10.2,18.3,0.557,7.3,8.2,0.885,1.5,7.9,9.4,7.5,2.3,0.6,2.9,2.3,36.1,,126,110,leonaka01,293,Kawhi Leonard,SF,29,LAC,52,1773,26,0.622,0.28,0.325,3.6,17.4,10.7,24.9,2.3,1.1,9.2,28.6,,6.4,2.4,8.8,0.238,,6,1.3,7.3,4.2,leonaka01,293,Kawhi Leonard,SF,29,LAC,52,1773,1%,59%,38%,3%,,12.8,12.8,39,38,30,14,117,4,695,28,28,leonaka01,293,Kawhi Leonard,SF,29,LAC,52,1773,0.512,13.9,,0.72,0.186,0.188,0.215,0.131,0.28,,0.557,0.775,0.52,0.467,0.445,0.398,,0.286,0.713,,0.069,60,,0.169,0.512,,1,0,leonaka01,2021
294,Meyers Leonard,C,28,MIA,3,2,9.7,1,2.3,0.429,1,2.3,0.429,0,0,,0.643,0.3,0.7,0.5,0,2.3,2.3,0.7,0,0,0.7,1.7,3.3,leoname01,294,Meyers Leonard,C,28,MIA,3,2,29,5.1,12,0.429,5.1,12,0.429,0,0,,1.7,3.4,0.5,0,12,12,3.4,0,0,3.4,8.6,17.1,,101,113,leoname01,294,Meyers Leonard,C,28,MIA,3,29,6.6,0.635,1,0.286,0,27.1,13.8,9.7,0,0,20.2,15.4,,0,0,0,0.038,,-3.3,-0.4,-3.7,0,leoname01,294,Meyers Leonard,C,28,MIA,3,29,,,,,100%,-6.8,-6.9,2,0,5,0,0,0,6,0,0,leoname01,294,Meyers Leonard,C,28,MIA,3,29,0.429,27.3,,0,0,0,0,0,1,,,,,,,0.429,,,1,,0,0,,0,,,0,0,leoname01,2021
295,Caris LeVert,SG,26,TOT,47,39,31.6,7.6,17.3,0.441,1.8,5.5,0.326,5.9,11.8,0.495,0.493,3.1,3.8,0.811,0.7,3.9,4.6,5.2,1.4,0.6,2.2,2.2,20.2,leverca01,295,Caris LeVert,SG,26,TOT,47,39,1486,11.5,26,0.441,2.7,8.2,0.326,8.8,17.8,0.495,4.7,5.8,0.811,1.1,5.8,6.8,7.8,2.1,1,3.3,3.4,30.3,,107,113,leverca01,295,Caris LeVert,SG,26,TOT,47,1486,17.8,0.531,0.317,0.221,2.5,13.1,7.8,25.4,2.1,1.7,10.2,28.7,,0.9,1.5,2.4,0.077,,0.9,-0.5,0.4,0.9,leverca01,295,Caris LeVert,SG,26,TOT,47,1486,6%,28%,42%,24%,,-0.3,-2.3,56,30,50,3,90,6,582,23,37,leverca01,295,Caris LeVert,SG,26,TOT,47,1486,0.441,13.4,,0.683,0.224,0.206,0.189,0.064,0.317,,0.495,0.659,0.345,0.513,0.346,0.326,,0.375,0.56,,0.021,17,,0.143,0.297,,1,0,leverca01,2021
295,Caris LeVert,SG,26,BRK,12,4,27.8,7.3,16.7,0.435,1.8,5.3,0.349,5.4,11.4,0.474,0.49,2.2,2.8,0.765,0.8,3.5,4.3,6,1.1,0.5,2.2,1.7,18.5,leverca01,295,Caris LeVert,SG,26,BRK,12,4,334,12.6,28.9,0.435,3.2,9.1,0.349,9.4,19.8,0.474,3.8,4.9,0.765,1.4,6.1,7.5,10.4,1.9,0.9,3.8,2.9,32.1,,108,114,leverca01,295,Caris LeVert,SG,26,BRK,12,334,19.1,0.516,0.315,0.17,3.5,13.2,8.6,34.1,1.9,1.6,10.8,31.5,,0.3,0.3,0.6,0.084,,2.1,-0.6,1.5,0.3,leverca01,295,Caris LeVert,SG,26,BRK,12,334,25%,62%,13%,,,6.9,2.2,10,9,7,2,20,1,179,6,7,leverca01,295,Caris LeVert,SG,26,BRK,12,334,0.435,13.2,,0.685,0.235,0.21,0.17,0.07,0.315,,0.474,0.66,0.381,0.441,0.214,0.349,,0.369,0.318,,0.03,6,,0.127,0.25,,0,0,leverca01,2021
295,Caris LeVert,SG,26,IND,35,35,32.9,7.8,17.5,0.443,1.8,5.6,0.318,6,12,0.501,0.493,3.4,4.2,0.822,0.7,4,4.6,4.9,1.5,0.7,2.2,2.4,20.7,leverca01,295,Caris LeVert,SG,26,IND,35,35,1152,11.2,25.2,0.443,2.5,8,0.318,8.6,17.2,0.501,4.9,6,0.822,0.9,5.7,6.6,7.1,2.2,1,3.1,3.5,29.8,,107,112,leverca01,295,Caris LeVert,SG,26,IND,35,1152,17.4,0.535,0.318,0.238,2.2,13,7.6,22.9,2.2,1.7,10.1,27.9,,0.6,1.2,1.8,0.075,,0.5,-0.5,0,0.6,leverca01,295,Caris LeVert,SG,26,IND,35,1152,,18%,50%,31%,,-2.4,-3.6,46,21,43,1,70,5,403,17,30,leverca01,295,Caris LeVert,SG,26,IND,35,1152,0.443,13.5,,0.682,0.22,0.205,0.195,0.062,0.318,,0.501,0.659,0.333,0.533,0.395,0.318,,0.376,0.645,,0.018,11,,0.149,0.31,,1,0,leverca01,2021
296,Kira Lewis Jr.,PG,19,NOP,54,0,16.7,2.4,6.2,0.386,0.7,2.2,0.333,1.7,4,0.415,0.445,0.8,0.9,0.843,0.2,1.1,1.3,2.3,0.7,0.2,0.6,1.6,6.4,lewiski01,296,Kira Lewis Jr.,PG,19,NOP,54,0,904,6.9,17.9,0.386,2.1,6.4,0.333,4.8,11.5,0.415,2.3,2.7,0.843,0.6,3.1,3.8,6.6,2,0.5,1.8,4.7,18.2,,106,115,lewiski01,296,Kira Lewis Jr.,PG,19,NOP,54,904,10.3,0.477,0.356,0.151,1.4,7.1,4.3,18.7,2,1,8.6,18.3,,0.2,0.6,0.9,0.045,,-3.2,-0.2,-3.4,-0.3,lewiski01,296,Kira Lewis Jr.,PG,19,NOP,54,904,100%,,,,,0.7,1.8,21,3,56,1,20,12,292,2,26,lewiski01,296,Kira Lewis Jr.,PG,19,NOP,54,904,0.386,12.7,,0.644,0.267,0.252,0.089,0.036,0.356,,0.415,0.611,0.318,0.2,0.167,0.333,,0.378,0.8,,0.012,4,,0.183,0.273,,1,0,lewiski01,2021
297,Damian Lillard,PG,30,POR,67,67,35.8,9,19.9,0.451,4.1,10.5,0.391,4.9,9.4,0.519,0.554,6.7,7.2,0.928,0.5,3.7,4.2,7.5,0.9,0.3,3,1.5,28.8,lillada01,297,Damian Lillard,PG,30,POR,67,67,2398,12.2,27.1,0.451,5.6,14.3,0.391,6.7,12.8,0.519,9.1,9.8,0.928,0.7,5.1,5.8,10.3,1.3,0.3,4.1,2.1,39.2,,125,118,lillada01,297,Damian Lillard,PG,30,POR,67,2398,25.6,0.623,0.528,0.363,1.4,11.5,6.3,34.6,1.3,0.6,11.6,31.4,,9.6,0.8,10.4,0.209,,7.5,-1.3,6.3,5,lillada01,297,Damian Lillard,PG,30,POR,67,2398,100%,,,,,3.9,6.6,143,38,42,15,176,26,1256,32,67,lillada01,297,Damian Lillard,PG,30,POR,67,2398,0.451,17.9,,0.472,0.238,0.096,0.044,0.094,0.528,,0.519,0.631,0.359,0.441,0.437,0.391,,0.177,0.393,,0.015,19,,0.038,0.185,,4,0,lillada01,2021
298,Nassir Little,PF,20,POR,48,2,13.3,1.6,3.5,0.467,0.6,1.7,0.35,1,1.8,0.575,0.551,0.8,0.9,0.8,0.7,2,2.7,0.5,0.1,0.3,0.4,1.1,4.6,littlna01,298,Nassir Little,PF,20,POR,48,2,640,5.9,12.7,0.467,2.1,6.1,0.35,3.8,6.6,0.575,2.7,3.4,0.8,2.4,7.3,9.8,1.8,0.4,1,1.4,3.9,16.8,,121,118,littlna01,298,Nassir Little,PF,20,POR,48,640,11.6,0.589,0.479,0.269,5.2,16.5,10.7,4.9,0.4,1.8,8.8,13.8,,0.9,0.2,1.1,0.082,,-1.1,-1.6,-2.7,-0.1,littlna01,298,Nassir Little,PF,20,POR,48,640,,2%,82%,15%,1%,-2.8,-5.8,5,8,31,2,21,2,61,6,8,littlna01,298,Nassir Little,PF,20,POR,48,640,0.467,15.6,,0.521,0.269,0.114,0.054,0.084,0.479,,0.575,0.689,0.526,0.444,0.357,0.35,,0.56,0.821,,0.09,13,,0.163,0.385,,0,0,littlna01,2021
299,Kevon Looney,C,24,GSW,61,34,19,1.8,3.2,0.548,0.1,0.3,0.235,1.7,3,0.578,0.558,0.5,0.8,0.646,1.9,3.4,5.3,2,0.3,0.4,0.6,2.2,4.1,looneke01,299,Kevon Looney,C,24,GSW,61,34,1161,4.4,8,0.548,0.2,0.7,0.235,4.2,7.3,0.578,1.3,1.9,0.646,4.7,8.3,13,4.8,0.8,0.9,1.5,5.5,10.2,,130,111,looneke01,299,Kevon Looney,C,24,GSW,61,1161,11.9,0.575,0.086,0.244,10.9,18.6,14.8,13.4,0.8,1.7,14.5,9.4,,2,1.4,3.4,0.139,,-1.8,1,-0.9,0.3,looneke01,299,Kevon Looney,C,24,GSW,61,1161,,,,,100%,6.5,8.4,11,8,77,12,20,4,296,4,14,looneke01,299,Kevon Looney,C,24,GSW,61,1161,0.548,6.3,,0.914,0.548,0.223,0.086,0.056,0.086,,0.578,0.722,0.364,0.353,0.364,0.235,,0.635,1,,0.137,26,,0.353,0.167,,0,0,looneke01,2021
300,Brook Lopez,C,32,MIL,70,70,27.2,4.6,9.1,0.503,1.4,4,0.338,3.2,5.1,0.632,0.577,1.7,2,0.845,1.5,3.5,5,0.7,0.6,1.5,0.9,2.1,12.3,lopezbr01,300,Brook Lopez,C,32,MIL,70,70,1902,8,15.8,0.503,2.3,6.9,0.338,5.6,8.9,0.632,3,3.5,0.845,2.6,6,8.6,1.2,1,2.5,1.6,3.7,21.2,,121,111,lopezbr01,300,Brook Lopez,C,32,MIL,70,1902,15.4,0.611,0.439,0.222,6,13,9.6,3.5,1,4.8,8.3,16.9,,3.1,2.2,5.3,0.133,,0,0,0,0.9,lopezbr01,300,Brook Lopez,C,32,MIL,70,1902,,,,,100%,6.8,2.8,19,19,86,16,71,4,125,17,18,lopezbr01,300,Brook Lopez,C,32,MIL,70,1902,0.503,14.2,,0.561,0.263,0.211,0.064,0.023,0.439,,0.632,0.774,0.511,0.488,0.533,0.338,,0.692,0.958,,0.111,66,,0.27,0.408,,0,0,lopezbr01,2021
301,Robin Lopez,C,32,WAS,71,9,19.1,3.8,6,0.633,0.1,0.3,0.278,3.7,5.7,0.649,0.639,1.4,1.9,0.723,2,1.8,3.8,0.8,0.2,0.6,1.1,1.5,9,lopezro01,301,Robin Lopez,C,32,WAS,71,9,1354,9.2,14.5,0.633,0.2,0.6,0.278,9,13.9,0.649,3.4,4.7,0.723,4.8,4.5,9.3,1.9,0.5,1.5,2.6,3.7,21.9,,124,116,lopezro01,301,Robin Lopez,C,32,WAS,71,1354,16.7,0.661,0.042,0.322,11.1,10.2,10.6,5.9,0.5,2.7,13.4,17.1,,2.8,0.9,3.7,0.131,,0.2,-1.2,-1,0.4,lopezro01,301,Robin Lopez,C,32,WAS,71,1354,,,,,100%,-1.8,0,13,20,62,24,57,8,135,17,26,lopezro01,301,Robin Lopez,C,32,WAS,71,1354,0.633,5.4,,0.958,0.318,0.595,0.042,0,0.042,,0.649,0.696,0.648,0.333,,0.278,,0.617,1,,0.08,32,,0.722,0.154,,0,0,lopezro01,2021
302,Didi Louzada,SF,21,NOP,3,0,18.7,1,4.3,0.231,0.7,2.7,0.25,0.3,1.7,0.2,0.308,0,0,,0.3,0.7,1,1,0.7,0,1,1.7,2.7,louzama01,302,Didi Louzada,SF,21,NOP,3,0,56,2.6,11.1,0.231,1.7,6.9,0.25,0.9,4.3,0.2,0,0,,0.9,1.7,2.6,2.6,1.7,0,2.6,4.3,6.9,,66,117,louzama01,302,Didi Louzada,SF,21,NOP,3,56,-0.9,0.308,0.615,0,1.9,3.9,2.9,6.5,1.7,0,18.8,12,,-0.1,0,-0.1,-0.099,,-7.8,-1.8,-9.6,-0.1,louzama01,302,Didi Louzada,SF,21,NOP,3,56,,58%,42%,,,-11.9,-11.5,1,0,2,0,0,0,7,0,1,louzama01,302,Didi Louzada,SF,21,NOP,3,56,0.231,17.6,,0.385,0.154,0.154,0.077,0,0.615,,0.2,0.5,0,0,,0.25,,0,1,,0,0,,0.375,0.333,,0,0,louzama01,2021
303,Kevin Love,PF,32,CLE,25,25,24.9,4.1,10.1,0.409,2.3,6.2,0.365,1.8,3.8,0.479,0.522,1.7,2,0.824,0.7,6.8,7.4,2.5,0.6,0.1,1.5,1,12.2,loveke01,303,Kevin Love,PF,32,CLE,25,25,622,8.2,20,0.409,4.5,12.4,0.365,3.6,7.6,0.479,3.3,4,0.824,1.3,13.4,14.7,5,1.3,0.2,3,2.1,24.2,,108,113,loveke01,303,Kevin Love,PF,32,CLE,25,622,15.1,0.556,0.619,0.202,3,31.2,16.7,16,1.3,0.3,12.2,21.9,,0.3,0.6,0.9,0.073,,0.9,-0.9,-0.1,0.3,loveke01,303,Kevin Love,PF,32,CLE,25,622,,,,79%,22%,-5,4.1,26,11,14,0,19,1,146,4,12,loveke01,303,Kevin Love,PF,32,CLE,25,622,0.409,19.4,,0.381,0.115,0.123,0.079,0.063,0.619,,0.479,0.621,0.484,0.4,0.313,0.365,,0.609,0.895,,0,0,,0.103,0.438,,0,0,loveke01,2021
304,Kyle Lowry,PG,34,TOR,46,46,34.8,5.7,13,0.436,2.8,7.2,0.396,2.8,5.8,0.487,0.546,3,3.5,0.875,0.8,4.6,5.4,7.3,1,0.3,2.7,3.1,17.2,lowryky01,304,Kyle Lowry,PG,34,TOR,46,46,1601,7.9,18,0.436,4,10,0.396,3.9,8,0.487,4.2,4.8,0.875,1.1,6.4,7.5,10.2,1.4,0.4,3.8,4.3,23.9,,117,115,lowryky01,304,Kyle Lowry,PG,34,TOR,46,1601,16.5,0.593,0.555,0.268,2.3,15.1,8.5,31.8,1.4,0.9,15.9,21.4,,2.9,1.3,4.1,0.124,,2,-0.4,1.6,1.5,lowryky01,304,Kyle Lowry,PG,34,TOR,46,1601,92%,8%,,,,-1.2,-0.8,81,21,50,15,62,39,816,13,25,lowryky01,304,Kyle Lowry,PG,34,TOR,46,1601,0.436,18.5,,0.445,0.149,0.129,0.074,0.092,0.555,,0.487,0.685,0.364,0.409,0.4,0.396,,0.349,0.687,,0,0,,0.082,0.481,,1,0,lowryky01,2021
305,Timothé Luwawu-Cabarrot,SF,25,BRK,58,7,18.1,2.2,6.1,0.365,1.3,4.1,0.314,0.9,2,0.47,0.471,0.6,0.7,0.814,0.5,1.7,2.2,1.2,0.6,0.1,0.7,1.7,6.4,luwawti01,305,Timothé Luwawu-Cabarrot,SF,25,BRK,58,7,1050,6,16.4,0.365,3.4,11,0.314,2.5,5.4,0.47,1.6,2,0.814,1.3,4.6,5.9,3.2,1.5,0.3,2,4.5,17,,100,116,luwawti01,305,Timothé Luwawu-Cabarrot,SF,25,BRK,58,1050,7.8,0.493,0.671,0.121,3.1,10.1,6.8,8.6,1.5,0.5,10.3,17.4,,-0.3,0.7,0.3,0.015,,-3.2,-1.2,-4.4,-0.6,luwawti01,305,Timothé Luwawu-Cabarrot,SF,25,BRK,58,1050,,6%,59%,34%,,-0.4,-7.7,22,14,56,3,20,6,167,4,15,luwawti01,305,Timothé Luwawu-Cabarrot,SF,25,BRK,58,1050,0.365,18.2,,0.329,0.208,0.062,0.028,0.031,0.671,,0.47,0.568,0.318,0.1,0.455,0.314,,0.691,0.987,,0.014,3,,0.351,0.31,,0,0,luwawti01,2021
306,Trey Lyles,PF,25,SAS,23,9,15.6,1.9,3.9,0.478,0.6,1.7,0.35,1.3,2.2,0.58,0.556,0.7,1,0.652,0.4,3.3,3.7,0.6,0.3,0,0.3,0.6,5,lylestr01,306,Trey Lyles,PF,25,SAS,23,9,358,5.8,12.2,0.478,1.9,5.4,0.35,3.9,6.8,0.58,2,3.1,0.652,1.2,10.4,11.7,1.9,0.8,0.1,0.8,1.8,15.6,,116,114,lylestr01,306,Trey Lyles,PF,25,SAS,23,358,11.4,0.574,0.444,0.256,2.6,23.3,12.8,5.3,0.8,0.2,5.7,12.9,,0.3,0.3,0.6,0.085,,-1.3,-0.5,-1.8,0,lylestr01,306,Trey Lyles,PF,25,SAS,23,358,,,12%,77%,12%,-14.7,-14.4,3,1,10,1,12,0,31,1,0,lylestr01,306,Trey Lyles,PF,25,SAS,23,358,0.478,14.5,,0.556,0.311,0.1,0.111,0.033,0.444,,0.58,0.75,0.556,0.3,0,0.35,,0.69,1,,0.022,2,,0.175,0.714,,0,0,lylestr01,2021
307,Will Magnay,C,22,NOP,1,0,3,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,1,1,0,magnawi01,307,Will Magnay,C,22,NOP,1,0,3,0,16,0,0,16,0,0,0,,0,0,,0,0,0,0,0,0,16,16,0,,0,122,magnawi01,307,Will Magnay,C,22,NOP,1,3,-35.1,0,1,0,0,0,0,0,0,0,50,28,,0,0,0,-0.787,,-30.7,-8.6,-39.3,0,magnawi01,307,Will Magnay,C,22,NOP,1,3,,,,,100%,-142.9,-142.4,0,1,0,0,0,0,0,0,0,magnawi01,307,Will Magnay,C,22,NOP,1,3,0,26.7,,0,0,0,0,0,1,,,,,,,0,,,,,0,0,,0,,,0,0,magnawi01,2021
308,Thon Maker,C,23,CLE,8,0,9.5,1.3,2.3,0.556,0,0.3,0,1.3,2,0.625,0.556,1.3,1.4,0.909,1,1.3,2.3,0.5,0.3,0.5,0.4,0.9,3.8,makerth01,308,Thon Maker,C,23,CLE,8,0,76,6.5,11.7,0.556,0,1.3,0,6.5,10.4,0.625,6.5,7.1,0.909,5.2,6.5,11.7,2.6,1.3,2.6,1.9,4.5,19.5,,133,113,makerth01,308,Thon Maker,C,23,CLE,8,76,18.6,0.657,0.111,0.611,11.5,15.1,13.3,7.9,1.3,4.7,11.6,14.8,,0.2,0.1,0.3,0.174,,-0.3,1.1,0.7,0.1,makerth01,308,Thon Maker,C,23,CLE,8,76,,,7%,44%,49%,-9.4,-1,1,0,3,2,5,0,9,1,1,makerth01,308,Thon Maker,C,23,CLE,8,76,0.556,7.1,,0.889,0.389,0.333,0.111,0.056,0.111,,0.625,0.714,0.667,0,1,0,,0.4,,,0.056,1,,0.5,0,,0,0,makerth01,2021
309,Théo Maledon,PG,19,OKC,65,49,27.4,3.5,9.4,0.368,1.6,4.8,0.335,1.9,4.6,0.402,0.454,1.6,2.1,0.748,0.4,2.9,3.2,3.5,0.9,0.2,2.2,1.9,10.1,maledth01,309,Théo Maledon,PG,19,OKC,65,49,1778,6,16.4,0.368,2.8,8.4,0.335,3.2,8,0.402,2.7,3.6,0.748,0.7,5,5.6,6.1,1.5,0.3,3.8,3.4,17.6,,94,116,maledth01,309,Théo Maledon,PG,19,OKC,65,1778,8.2,0.489,0.51,0.22,1.4,11,6.2,18.8,1.5,0.5,17.3,19.4,,-1.9,1.1,-0.8,-0.021,,-4,-1,-5,-1.3,maledth01,309,Théo Maledon,PG,19,OKC,65,1778,99%,1%,,,,-17.1,-12.8,76,33,54,6,61,4,560,14,19,maledth01,309,Théo Maledon,PG,19,OKC,65,1778,0.368,16.8,,0.49,0.171,0.164,0.107,0.047,0.51,,0.402,0.419,0.376,0.424,0.379,0.335,,0.331,0.781,,0.003,1,,0.128,0.375,,3,0,maledth01,2021
310,Karim Mané,PG,20,ORL,10,0,8.8,0.3,1.3,0.231,0.1,0.2,0.5,0.2,1.1,0.182,0.269,0.4,0.5,0.8,0.1,1.3,1.4,0.4,0,0.2,0.3,1,1.1,maneka01,310,Karim Mané,PG,20,ORL,10,0,88,1.7,7.2,0.231,0.6,1.1,0.5,1.1,6.1,0.182,2.2,2.8,0.8,0.6,7.2,7.7,2.2,0,1.1,1.7,5.5,6.1,,77,117,maneka01,310,Karim Mané,PG,20,ORL,10,88,1.3,0.362,0.154,0.385,1.1,15.9,8.3,6,0,2.1,16.5,8.9,,-0.1,0,-0.1,-0.045,,-9.1,-0.8,-9.9,-0.2,maneka01,310,Karim Mané,PG,20,ORL,10,88,16%,53%,31%,,,-12.4,-3.6,1,1,6,0,3,0,10,1,7,maneka01,310,Karim Mané,PG,20,ORL,10,88,0.231,7.3,,0.846,0.385,0.385,0.077,0,0.154,,0.182,0.4,0,0,,0.5,,0,1,,0.077,0,,0,,,0,0,maneka01,2021
311,Terance Mann,SG,24,LAC,67,10,18.9,2.7,5.2,0.509,0.6,1.4,0.418,2.1,3.9,0.541,0.563,1.2,1.4,0.83,0.8,2.8,3.6,1.6,0.4,0.2,0.6,1.9,7,mannte01,311,Terance Mann,SG,24,LAC,67,10,1263,7,13.7,0.509,1.5,3.6,0.418,5.5,10.2,0.541,3.1,3.7,0.83,2.2,7.3,9.5,4.1,1.1,0.5,1.6,4.9,18.5,,125,112,mannte01,311,Terance Mann,SG,24,LAC,67,1263,13.8,0.603,0.26,0.269,5.1,16.1,10.8,11.3,1.1,0.9,9.3,15.1,,2.4,1.3,3.7,0.141,,-0.5,0.3,-0.2,0.6,mannte01,311,Terance Mann,SG,24,LAC,67,1263,5%,65%,28%,2%,,3.4,-5,10,13,52,8,39,7,262,8,34,mannte01,311,Terance Mann,SG,24,LAC,67,1263,0.509,10.4,,0.74,0.371,0.209,0.109,0.051,0.26,,0.541,0.708,0.397,0.342,0.333,0.418,,0.507,0.842,,0.111,32,,0.571,0.442,,1,0,mannte01,2021
312,Nico Mannion,PG,19,GSW,30,1,12.1,1.3,3.8,0.342,0.7,2,0.367,0.6,1.8,0.315,0.439,0.8,0.9,0.821,0.2,1.3,1.5,2.3,0.5,0,1,1,4.1,mannini01,312,Nico Mannion,PG,19,GSW,30,1,364,5,14.7,0.342,2.8,7.7,0.367,2.2,7,0.315,3,3.6,0.821,0.8,5.2,5.9,9,2.1,0.1,4,3.7,15.9,,99,111,mannini01,312,Nico Mannion,PG,19,GSW,30,364,9.3,0.487,0.526,0.246,1.8,11.5,6.7,25.6,2.1,0.2,19.7,18.5,,-0.2,0.4,0.2,0.029,,-3.4,-0.5,-3.9,-0.2,mannini01,312,Nico Mannion,PG,19,GSW,30,364,98%,2%,,,,-9.3,-11.3,18,5,19,1,12,5,168,2,7,mannini01,312,Nico Mannion,PG,19,GSW,30,364,0.342,18.2,,0.474,0.114,0.184,0.096,0.079,0.526,,0.315,0.769,0.286,0.091,0,0.367,,0.353,0.727,,0.009,0,,0.083,0.6,,0,0,mannini01,2021
