Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TMP,ORtg,DRtg,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,ShootFC,OffFC,ShootFD,OffFD,PGA,And1,Blkd,Dist.,%2PFGA,0-3%FGA,3-10%FGA,10-16%FGA,16-3P%FGA,%3PFGA,0-3FG%,3-10FG%,10-16FG%,16-3PFG%,2P%A,3P%A,Dunk%FGA,Dunks,C3%3PA,C33P%,Season 
Kevin Porter Jr.,PG,22,HOU,59,59,34.3,6.6,15,0.442,2.4,6.5,0.366,4.2,8.5,0.501,0.522,3.5,4.5,0.784,1.3,4,5.3,5.7,1.4,0.3,3.2,2.6,19.2,2024,112,120,16.2,0.565,0.299,4.1,13.1,8.5,25.7,2,0.8,15.8,24.3,1.9,1,2.9,0.068,1.4,-0.8,0.6,1.3,99%,1%,,,,-8.8,-1.1,113,51,58,12,117,12,809,31,62,15.7,0.564,0.153,0.221,0.115,0.076,0.436,0.711,0.385,0.461,0.478,0.18,0.525,0.054,41,0.117,0.489,2023
Michael Porter Jr.,SF,24,DEN,62,62,29,6.4,13.2,0.487,3,7.3,0.414,3.4,5.9,0.579,0.602,1.5,1.9,0.8,1,4.5,5.5,1,0.6,0.5,1.1,1.9,17.4,1798,118,115,16.8,0.621,0.147,4.2,17.2,10.9,5.3,1,1.4,7.3,22.7,2.6,1.8,4.3,0.116,2,-1.8,0.2,1,,,96%,4%,,10.1,12.7,26,20,78,8,58,0,156,15,29,18,0.444,0.168,0.103,0.062,0.111,0.556,0.803,0.429,0.431,0.462,0.767,0.926,0.053,40,0.187,0.518,2023
Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,3.8,0.5,0.8,2.1,0.353,1.1,1.6,0.692,0.6,1,1,1,0.8,1.6,2.4,1,1.4,0,0.5,0.9,5.5,146,132,112,14,0.656,0.267,4.3,10.9,7.4,7.2,3.7,0,10.7,11,0.2,0.2,0.4,0.142,-1.3,2,0.7,0.1,10%,75%,14%,,,-9.8,-11.4,2,1,3,0,4,3,18,2,0,18.8,0.433,0.133,0.1,0.033,0.167,0.567,1,1,0,0.4,0.556,1,0,0,0.235,0.25,2023
Bobby Portis,PF,27,MIL,70,22,26,5.7,11.5,0.496,1.4,3.7,0.37,4.3,7.8,0.555,0.555,1.4,1.8,0.768,2.2,7.4,9.6,1.5,0.4,0.2,1.2,1.6,14.1,1818,117,110,17.8,0.575,0.156,9.2,28.6,19.3,8.7,0.8,0.7,8.6,21.7,2.5,2.8,5.3,0.139,1.2,-0.6,0.7,1.2,,,6%,81%,12%,0.4,-5.9,22,24,55,15,51,1,275,11,34,13.3,0.68,0.23,0.202,0.172,0.076,0.32,0.643,0.549,0.471,0.492,0.597,1,0.025,17,0.35,0.278,2023
Kristaps Porziņģis,C,27,WAS,65,65,32.6,7.8,15.7,0.498,2.1,5.5,0.385,5.7,10.2,0.559,0.565,5.4,6.4,0.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3,23.2,2120,121,113,23.1,0.627,0.409,6.2,21.8,14.3,12.9,1.3,4,10.2,27.4,5,2.7,7.7,0.174,3.8,0.5,4.3,3.4,,,,,100%,1.6,6.2,52,40,112,31,175,8,419,51,57,15.1,0.65,0.166,0.228,0.162,0.094,0.35,0.74,0.534,0.491,0.417,0.622,0.949,0.095,83,0.053,0.526,2023
Micah Potter,PF,24,UTA,7,0,7.4,1.4,2.1,0.667,0.6,1,0.571,0.9,1.1,0.75,0.8,0,0,,0.4,1.9,2.3,0.6,0.1,0,0.3,0.7,3.4,52,145,116,18.6,0.8,0,6.3,26.7,16.6,11.2,0.9,0,11.8,13.7,0.2,0,0.2,0.186,2.4,1.2,3.5,0.1,,,,97%,3%,-1.7,-0.7,1,1,4,0,0,1,9,0,0,14.3,0.533,0.2,0.333,0,0,0.467,1,0.6,,,0.667,1,0.133,2,0.143,1,2023
Dwight Powell,C,31,DAL,76,64,19.2,2.6,3.5,0.732,0,0.1,0,2.6,3.5,0.746,0.732,1.5,2.2,0.667,2,2.2,4.1,0.9,0.6,0.3,0.9,2.8,6.7,1458,140,116,15.5,0.738,0.625,11.8,13.3,12.5,6.9,1.6,1.6,15.9,12.6,3.8,1.3,5.1,0.168,-1.2,0,-1.2,0.3,,,,,100%,6.2,9.3,15,14,138,28,69,16,169,16,17,2.5,0.981,0.799,0.167,0.004,0.011,0.019,0.791,0.578,0,0.333,0.787,,0.316,76,0.4,0,2023
Norman Powell,SG,29,LAC,60,8,26.1,5.7,11.8,0.479,1.9,4.8,0.397,3.8,7.1,0.534,0.559,3.8,4.6,0.812,0.4,2.5,2.9,1.8,0.8,0.3,1.7,2.1,17,1567,115,116,17.1,0.612,0.39,1.7,10.7,6.3,11,1.6,1,10.8,26,2.1,1.4,3.5,0.107,0.9,-0.7,0.3,0.9,25%,67%,7%,,,-3.3,-6.5,35,40,54,15,120,10,271,19,39,14.1,0.596,0.241,0.207,0.087,0.061,0.404,0.684,0.456,0.419,0.372,0.527,0.877,0.025,16,0.317,0.484,2023
Jason Preston,PG,23,LAC,14,0,8.9,1.3,2.9,0.439,0.4,1.3,0.278,0.9,1.6,0.565,0.5,0,0.1,0,0.1,1.4,1.6,1.9,0.1,0,0.7,0.5,2.9,124,102,117,10.3,0.489,0.049,1.8,17.9,9.9,30.9,0.8,0,19.3,18.3,0,0.1,0.1,0.021,-2.1,-0.5,-2.6,0,100%,,,,,-5.6,-6.5,5,4,6,0,0,1,61,0,0,17.1,0.561,0.122,0.293,0.122,0.024,0.439,0.8,0.417,0.6,1,0.308,0.6,0,0,0.222,0.5,2023
Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,0.346,0.8,3,0.25,1.5,3.5,0.429,0.404,1.8,2.3,0.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2,7,93,90,122,6.1,0.467,0.346,2.3,13.4,7.6,24.4,0.5,1.8,26.9,18.2,-0.2,0,-0.1,-0.073,-4.7,-1.6,-6.3,-0.1,2%,60%,39%,,,-0.4,9.9,6,3,6,0,5,5,45,1,4,17,0.538,0.038,0.308,0.115,0.077,0.462,1,0.375,0.333,0.5,0.333,0.667,0.077,1,0.25,0.333,2023
Taurean Prince,PF,28,MIN,54,4,22.1,3.3,7,0.467,1.4,3.6,0.381,1.9,3.4,0.557,0.565,1.2,1.4,0.844,0.3,2.2,2.4,1.6,0.5,0.3,1.3,2.3,9.1,1192,108,117,10,0.597,0.203,1.4,10.8,6.2,9.6,1.1,1.1,14.3,17.3,0.3,1,1.3,0.052,-2.6,-0.6,-3.3,-0.4,,2%,45%,52%,,1.3,2.2,33,15,69,8,38,23,196,13,14,15.7,0.488,0.216,0.172,0.047,0.053,0.512,0.671,0.462,0.667,0.3,0.748,0.946,0.013,4,0.418,0.432,2023
Payton Pritchard,PG,25,BOS,48,3,13.4,2.1,5.1,0.412,1.2,3.2,0.364,0.9,1.9,0.495,0.527,0.3,0.3,0.75,0.5,1.3,1.8,1.3,0.3,0,0.8,0.8,5.6,643,105,115,10.3,0.536,0.065,4.3,10.5,7.5,14,1.1,0.1,13.7,19.8,-0.1,0.7,0.6,0.045,-2.1,-1.2,-3.4,-0.2,100%,,,,,1,-6.6,21,9,16,0,7,2,162,1,9,19.2,0.371,0.167,0.118,0.033,0.053,0.629,0.61,0.414,0.375,0.385,0.444,0.875,0.004,0,0.195,0.3,2023
Trevelin Queen,SG,25,IND,7,0,10,1,4.1,0.241,0.3,2.1,0.133,0.7,2,0.357,0.276,0.7,0.7,1,1.1,1.3,2.4,0.9,0.3,0.7,1,0.6,3,70,78,116,6,0.337,0.172,12.7,14.2,13.5,11.1,1.4,6.1,18.3,22.9,-0.3,0.1,-0.2,-0.133,-5.6,-1.5,-7.2,-0.1,40%,60%,,,,7.4,11,2,4,3,0,1,2,14,0,1,15.6,0.483,0.31,0.138,0,0.034,0.517,0.556,0,,0,0.6,1,0.034,0,0.133,0.5,2023
Neemias Queta,C,23,SAC,5,0,5.8,1.2,1.8,0.667,0,0,,1.2,1.8,0.667,0.667,0,0.4,0,1,1.2,2.2,0.2,0,0.4,0.2,1.4,2.4,29,127,114,17,0.607,0.222,19.8,23.5,21.7,5,0,6,9.2,16.1,0.1,0,0.1,0.149,-2.6,-0.8,-3.4,0,,,,,100%,-36,-38.6,0,1,5,0,1,1,2,0,0,3,1,0.444,0.556,0,0,0,0.75,0.6,,,0.833,,0.444,4,,,2023
Immanuel Quickley,SG,23,NYK,81,21,28.9,5.2,11.6,0.448,2.1,5.6,0.37,3.1,6,0.521,0.537,2.5,3.1,0.819,0.7,3.4,4.2,3.4,1,0.2,1.2,2,14.9,2344,122,115,16.3,0.578,0.265,2.7,13.1,7.9,17.4,1.7,0.6,8.7,20.9,4.4,2.3,6.7,0.137,1.3,0.4,1.7,2.1,26%,73%,1%,,,6.7,8.6,49,18,77,7,118,10,688,34,31,16.5,0.515,0.127,0.205,0.127,0.056,0.485,0.681,0.5,0.471,0.346,0.263,0.72,0.009,8,0.271,0.366,2023
Lester Quinones,SG,22,GSW,4,0,4.5,0.5,1.3,0.4,0.5,1,0.5,0,0.3,0,0.6,1,1.5,0.667,0.3,0.5,0.8,0.5,0.3,0,1.3,0,2.5,18,87,114,8.6,0.654,1.2,6.2,12,9.2,14.2,2.6,0,39.6,29.4,-0.1,0,0,-0.103,-6.4,-3.7,-10.2,0,50%,50%,,,,17.9,16.2,2,1,0,0,3,0,4,0,0,22.3,0.2,0,0.2,0,0,0.8,,0,,,,0.5,0,0,0.25,0,2023
Julius Randle,PF,28,NYK,77,77,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,0.536,5.2,6.9,0.757,1.8,8.1,10,4.1,0.6,0.3,2.8,3,25.1,2737,117,114,20.3,0.581,0.371,5.6,25.2,15.4,18.5,0.9,0.7,11.5,29.5,5,3.1,8.1,0.142,3.9,-0.2,3.7,3.9,,,,96%,4%,3,-0.5,72,75,87,43,246,9,812,81,57,15.3,0.556,0.22,0.149,0.123,0.064,0.444,0.679,0.519,0.443,0.407,0.382,0.752,0.051,62,0.142,0.333,2023
Austin Reaves,SG,24,LAL,64,22,28.8,4,7.7,0.529,1.3,3.4,0.398,2.7,4.3,0.631,0.616,3.6,4.1,0.864,0.5,2.5,3,3.4,0.5,0.3,1.5,1.7,13,1843,129,117,14.9,0.687,0.541,2,9,5.6,15.7,0.8,0.9,14,16.2,4.1,1.4,5.4,0.142,0.6,0.1,0.7,1.2,,44%,48%,8%,,5.2,8.7,49,27,70,8,117,44,520,38,19,15.4,0.559,0.184,0.194,0.129,0.053,0.441,0.833,0.558,0.54,0.423,0.405,0.86,0.016,8,0.264,0.368,2023
Cam Reddish,SF,23,TOT,40,20,24.8,3.5,7.8,0.446,1.1,3.6,0.313,2.4,4.2,0.56,0.518,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1,0.4,1.2,1.8,9.7,990,109,118,10.6,0.561,0.24,2,8.1,5,8.1,1.9,1.3,12,17.1,0.3,0.7,0.9,0.046,-2.6,-0.8,-3.4,-0.4,,1%,84%,16%,,-9,-9.7,17,25,46,1,41,5,136,11,20,14,0.538,0.272,0.196,0.054,0.016,0.462,0.659,0.492,0.412,0.2,0.723,0.867,0.038,12,0.34,0.367,2023
Cam Reddish,SF,23,NYK,20,8,21.9,3.1,6.8,0.449,0.9,2.8,0.304,2.2,4,0.55,0.511,1.5,1.7,0.879,0.4,1.2,1.6,1,0.8,0.4,0.8,1.6,8.4,438,113,117,10.6,0.558,0.243,1.7,6,3.9,6.3,1.7,1.7,9.1,16.2,0.3,0.4,0.7,0.071,-2.2,0,-2.3,0,,,99%,2%,,-1.9,-5.7,3,10,20,0,19,3,44,5,9,12.8,0.588,0.316,0.206,0.044,0.022,0.412,0.651,0.464,0.333,0.333,0.75,0.941,0.059,8,0.339,0.368,2023
Cam Reddish,SF,23,POR,20,12,27.6,3.9,8.8,0.443,1.4,4.4,0.318,2.5,4.4,0.568,0.523,1.8,2.1,0.833,0.6,2.3,2.9,1.9,1.2,0.3,1.6,2,11,552,105,119,10.6,0.563,0.239,2.3,9.6,5.9,9.6,2.1,1,14.1,17.8,0,0.3,0.3,0.025,-3,-1.4,-4.3,-0.3,,1%,72%,27%,,-14.7,-12.9,14,15,26,1,22,2,92,6,11,15,0.5,0.239,0.188,0.063,0.011,0.5,0.667,0.515,0.455,0,0.7,0.821,0.023,4,0.341,0.367,2023
Davon Reed,SG,27,TOT,43,1,8,0.7,2,0.333,0.4,1.1,0.37,0.3,0.9,0.289,0.435,0.4,0.6,0.667,0.2,1.1,1.4,0.5,0.3,0.1,0.5,0.9,2.1,342,93,113,6.2,0.471,0.286,3.4,16,9.9,8.2,2.1,1,17.5,14.5,-0.4,0.4,0.1,0.008,-5.4,0,-5.3,-0.3,9%,65%,24%,2%,,-12.6,-17,9,3,24,2,9,1,56,0,6,18.6,0.452,0.095,0.131,0.095,0.131,0.548,0.375,0.182,0.125,0.455,0.455,0.941,0.024,1,0.304,0.357,2023
Davon Reed,SG,27,DEN,35,1,9,0.7,2.3,0.313,0.5,1.3,0.364,0.3,1,0.25,0.413,0.4,0.6,0.75,0.3,1.3,1.6,0.5,0.4,0.1,0.6,1,2.3,315,89,113,5.2,0.456,0.25,3.4,16.3,10,7.3,2,1.1,18.4,15,-0.4,0.4,-0.1,-0.009,-5.8,-0.3,-6.1,-0.3,10%,69%,21%,,,-12.8,-17.5,9,3,21,2,7,1,47,0,6,18.6,0.45,0.088,0.138,0.1,0.125,0.55,0.286,0.182,0.125,0.4,0.333,0.938,0.025,1,0.318,0.357,2023
Davon Reed,SG,27,LAL,8,0,3.4,0.4,0.5,0.75,0.1,0.3,0.5,0.3,0.3,1,0.875,0.1,0.5,0.25,0.1,0.4,0.5,0.5,0.3,0,0,0.4,1,27,155,111,16.7,0.694,1,4.1,11.5,7.9,19.2,3.5,0,0,9,0.1,0,0.1,0.208,-0.1,4.4,4.3,0,,26%,50%,25%,,-10.7,-11.4,0,0,3,0,2,0,9,0,0,18.5,0.5,0.25,0,0,0.25,0.5,1,,,1,1,1,0,0,0,,2023
Paul Reed,C,23,PHI,69,2,10.9,1.8,3,0.593,0,0.1,0.167,1.8,2.9,0.606,0.596,0.6,0.7,0.745,1.6,2.2,3.8,0.4,0.7,0.7,0.7,1.8,4.2,755,122,105,19.2,0.62,0.244,17.8,23.1,20.5,5.3,3,6.3,16.3,16.4,1.2,1.6,2.8,0.18,-1.6,1.5,-0.1,0.4,,,,1%,99%,0.8,-4.9,10,14,81,10,27,3,65,7,17,4,0.971,0.665,0.22,0.057,0.029,0.029,0.712,0.37,0.333,0.5,0.691,1,0.153,27,0.167,0,2023
Naz Reid,C,23,MIN,68,11,18.4,4.6,8.5,0.537,1.1,3.2,0.346,3.5,5.3,0.653,0.602,1.3,1.9,0.677,1.1,3.8,4.9,1.1,0.6,0.8,1.4,2.6,11.5,1251,112,110,18.5,0.617,0.22,6.6,22.8,14.9,9.6,1.6,3.7,12.7,24.8,1.1,1.9,3,0.114,0.3,0.8,1,1,,,,21%,79%,-4.6,-6.6,34,21,120,17,61,9,186,19,33,11.8,0.624,0.341,0.256,0.023,0.003,0.376,0.812,0.466,0.385,0.5,0.655,1,0.066,33,0.175,0.263,2023
Jared Rhoden,SG,23,DET,14,0,14.1,1.2,3.1,0.386,0.4,1.4,0.25,0.9,1.7,0.5,0.443,0.4,0.4,1,0.8,1.9,2.6,0.3,0.3,0.1,0.2,1.6,3.2,198,108,121,6.5,0.482,0.136,6,15,10.4,2.8,1,0.4,6,10.7,0,0.1,0.1,0.027,-5,-1.1,-6.1,-0.2,,6%,62%,32%,,1.3,10.2,1,0,11,2,2,0,9,0,5,14.8,0.545,0.205,0.205,0.091,0.045,0.455,0.667,0.333,0.75,0,0.583,1,0.045,2,0.4,0.375,2023
Nick Richards,C,25,CHO,65,9,18.7,3,4.8,0.629,0,0,1,3,4.8,0.628,0.631,2.1,2.8,0.749,2.3,4.1,6.4,0.6,0.2,1.1,0.9,2.4,8.2,1217,130,113,18.3,0.676,0.585,12.6,24,18.2,4.5,0.4,5.1,13,15.6,2.7,1.5,4.2,0.165,-1,-0.2,-1.3,0.2,,,,,100%,-3.8,2.9,10,12,73,33,99,5,89,34,38,2.6,0.997,0.741,0.227,0.019,0.01,0.003,0.741,0.282,0.5,0.333,0.638,1,0.3,82,0,,2023
Josh Richardson,SG,29,TOT,65,10,23.5,3.7,8.5,0.431,1.6,4.5,0.365,2,4,0.506,0.528,1.1,1.2,0.852,0.6,2.1,2.7,2.7,1.1,0.3,1.3,1.8,10.1,1530,110,118,12.3,0.555,0.146,2.9,9.9,6.3,15.8,2.2,1.2,12.7,18.4,0.6,1.1,1.8,0.055,-1,-0.1,-1.2,0.3,23%,70%,6%,1%,,-5.1,1.2,48,14,62,9,27,12,411,9,9,18.8,0.471,0.09,0.108,0.164,0.108,0.529,0.66,0.467,0.429,0.533,0.432,0.916,0.011,5,0.16,0.447,2023
Josh Richardson,SG,29,SAS,42,6,23.7,4.2,9.7,0.436,1.8,4.9,0.357,2.5,4.7,0.518,0.527,1.3,1.4,0.883,0.7,2.1,2.8,3.3,1,0.3,1.5,1.7,11.5,997,111,120,13.6,0.556,0.148,3.2,10.1,6.5,19.3,1.9,0.9,12.7,20.5,0.6,0.4,1,0.047,-0.1,-1,-1.1,0.2,34%,61%,5%,,,-7,4.2,36,9,33,8,17,6,324,6,7,18.7,0.49,0.089,0.101,0.187,0.113,0.51,0.639,0.585,0.395,0.565,0.417,0.878,0.012,5,0.13,0.481,2023
Josh Richardson,SG,29,NOP,23,4,23.2,2.7,6.4,0.419,1.4,3.7,0.384,1.3,2.7,0.468,0.53,0.7,0.9,0.762,0.5,2,2.4,1.6,1.3,0.4,1,2,7.5,533,107,112,9.9,0.55,0.142,2.3,9.6,6,9.2,2.6,1.6,12.8,14.5,0.1,0.7,0.8,0.071,-2.9,1.6,-1.3,0.1,4%,86%,9%,2%,,-1.7,-4.4,12,5,29,1,10,6,87,3,2,19,0.419,0.095,0.128,0.101,0.095,0.581,0.714,0.211,0.6,0.429,0.483,1,0.007,0,0.233,0.4,2023
Austin Rivers,SG,30,MIN,52,10,19.5,1.8,4,0.435,0.8,2.4,0.35,0.9,1.7,0.558,0.538,0.6,0.8,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9,1016,115,117,7.4,0.564,0.187,0.6,8.4,4.6,9.3,1.3,0.3,9.2,10.5,0.5,0.8,1.3,0.061,-3.3,0.5,-2.8,-0.2,35%,63%,2%,,,-5.8,-7.6,10,6,49,1,20,16,184,5,13,15.7,0.411,0.201,0.191,0.019,0,0.589,0.786,0.35,0.25,,0.354,0.907,0.019,3,0.659,0.42,2023
Duncan Robinson,SF,28,MIA,42,1,16.5,2.1,5.6,0.371,1.5,4.6,0.328,0.6,1.1,0.556,0.504,0.7,0.8,0.906,0.2,1.5,1.6,1.1,0.3,0,0.7,1.8,6.4,691,105,117,7.8,0.534,0.135,1.3,10.7,5.9,9.7,1,0,10,17.9,-0.1,0.6,0.5,0.035,-3.5,-1.5,-5,-0.5,1%,6%,55%,38%,,-4.5,-5.2,20,1,49,4,11,7,106,4,5,22.3,0.19,0.055,0.089,0.034,0.013,0.81,0.769,0.476,0.5,0.333,0.92,1,0,0,0.188,0.306,2023
Mitchell Robinson,C,24,NYK,59,58,27,3.2,4.7,0.671,0,0,,3.2,4.7,0.671,0.671,1,2.1,0.484,4.5,4.9,9.4,0.9,0.9,1.8,0.7,2.7,7.4,1591,142,110,18.9,0.652,0.436,18.4,20,19.2,4.5,1.7,6.5,10.9,10.1,4,2.6,6.5,0.197,1,1.4,2.4,1.7,,,,,100%,6.5,5.4,11,12,115,9,58,3,133,8,27,1.2,1,0.918,0.075,0.004,0.004,0,0.7,0.333,1,0,0.574,,0.521,130,,,2023
Orlando Robinson,C,22,MIA,31,1,13.7,1.5,2.9,0.528,0,0.2,0,1.5,2.7,0.566,0.528,0.7,1,0.71,1.5,2.5,4.1,0.8,0.4,0.4,0.5,1.7,3.7,425,122,111,13.4,0.565,0.348,12.8,22.3,17.4,8.4,1.4,2.9,13.5,12.4,0.5,0.6,1.1,0.129,-2.7,0.7,-2.1,0,,,,4%,96%,4,4.7,4,5,24,6,14,3,63,3,8,5.3,0.933,0.416,0.472,0.034,0.011,0.067,0.757,0.452,0,0,0.574,,0.09,6,0.5,0,2023
Jeremiah Robinson-Earl,PF,22,OKC,43,20,18.9,2.6,5.8,0.444,0.9,2.6,0.333,1.7,3.2,0.533,0.518,0.8,1,0.833,1.7,2.5,4.2,1,0.6,0.3,0.4,1.7,6.8,814,121,115,13,0.548,0.169,9.2,14.7,11.9,7,1.4,1.2,6.7,14.6,1.1,0.8,1.9,0.111,-0.8,-0.7,-1.5,0.1,,,10%,42%,47%,0.1,-1.4,6,5,46,2,22,2,104,2,13,12.9,0.552,0.395,0.101,0.02,0.036,0.448,0.612,0.32,0.6,0.222,0.795,1,0.085,18,0.351,0.333,2023
Isaiah Roby,PF,24,SAS,42,2,11.3,1.6,3.7,0.432,0.4,1.4,0.3,1.2,2.3,0.516,0.49,0.5,1,0.488,0.5,2,2.5,0.9,0.4,0.2,0.7,1.3,4.1,474,97,118,9.3,0.497,0.265,4.7,20.6,12.3,10.7,1.8,1.2,15.2,17.8,-0.4,0.3,-0.1,-0.011,-4,-0.6,-4.6,-0.3,,,19%,67%,14%,-11.7,-1.9,13,10,33,3,21,3,87,6,7,13.1,0.613,0.265,0.277,0.026,0.045,0.387,0.707,0.395,0.25,0.286,0.612,1,0.084,12,0.183,0.364,2023
David Roddy,PF,21,MEM,70,4,18,2.6,6,0.429,0.9,3,0.307,1.6,3,0.553,0.506,0.6,0.9,0.631,0.7,2,2.8,0.8,0.4,0.3,0.8,1.5,6.7,1258,103,114,8.8,0.519,0.155,4.2,12,8.1,6.1,1.1,1.4,11.3,16.7,-0.3,1.4,1.1,0.043,-3.2,-0.7,-3.9,-0.6,,3%,60%,36%,1%,-2,-8.2,21,15,65,9,32,8,140,7,24,14.5,0.495,0.271,0.183,0.026,0.014,0.505,0.711,0.351,0.545,0.167,0.609,0.969,0.057,22,0.415,0.341,2023
Ryan Rollins,PG,20,GSW,12,0,5.2,0.6,1.7,0.35,0.3,0.8,0.333,0.3,0.9,0.364,0.425,0.5,0.5,1,0.3,0.8,1,0.5,0.1,0.1,1.3,0.8,1.9,62,70,116,-1.4,0.508,0.3,5.4,15.7,10.6,12.4,0.8,1.4,41.4,26.1,-0.3,0.1,-0.3,-0.218,-11.3,-3.7,-15,-0.2,100%,,,,,-37.3,-39.8,7,5,3,1,0,0,14,0,2,13.1,0.55,0.35,0.15,0.05,0,0.45,0.429,0.333,0,,0.25,0.667,0,0,0.556,0.2,2023
Derrick Rose,PG,34,NYK,27,0,12.5,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.443,0.4,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6,338,99,117,10.1,0.463,0.075,2.6,10.4,6.5,19.9,1,1.4,11.8,23.6,-0.3,0.3,0,-0.001,-2.2,-1.5,-3.7,-0.1,91%,9%,,,,-2.9,-6.6,12,5,10,2,6,2,106,1,13,14.2,0.604,0.189,0.258,0.094,0.063,0.396,0.567,0.366,0.467,0.3,0.333,0.737,0,0,0.19,0.333,2023
Terrence Ross,SG,31,TOT,63,9,21.1,3.2,7.4,0.43,1.5,4.1,0.368,1.7,3.3,0.507,0.532,0.4,0.5,0.794,0.3,2.1,2.4,1.5,0.6,0.2,0.7,1.5,8.3,1330,110,116,10.2,0.544,0.073,1.8,11.2,6.5,10.2,1.3,0.7,8.2,16.8,0.5,1.2,1.6,0.059,-1.8,-0.3,-2.1,0,10%,52%,33%,5%,,-3.4,-2.2,23,8,58,3,16,8,228,5,16,19.7,0.445,0.037,0.08,0.178,0.151,0.555,0.706,0.514,0.398,0.586,0.629,0.937,0.019,6,0.264,0.441,2023
Terrence Ross,SG,31,ORL,42,9,22.5,3.1,7.1,0.431,1.5,3.8,0.381,1.6,3.3,0.489,0.533,0.4,0.5,0.75,0.2,1.8,2,1.3,0.6,0.2,0.9,1.3,8,944,104,117,8.6,0.543,0.067,1.2,9,5.1,8.1,1.3,0.8,10.7,15.7,-0.1,0.7,0.6,0.032,-2.7,-0.4,-3.1,-0.3,14%,66%,19%,,,-3.1,-0.4,21,6,26,3,10,5,131,4,9,19.2,0.465,0.043,0.107,0.174,0.14,0.535,0.692,0.5,0.385,0.548,0.588,0.918,0.023,5,0.231,0.459,2023
Terrence Ross,SG,31,PHO,21,0,18.4,3.4,7.9,0.428,1.6,4.7,0.347,1.8,3.2,0.544,0.53,0.6,0.7,0.857,0.6,2.7,3.3,2,0.5,0.1,0.3,2.1,9,386,120,114,14.2,0.546,0.084,3.4,16.7,9.9,15.4,1.3,0.5,3.4,19.7,0.6,0.4,1,0.127,0.3,0.2,0.5,0.2,,18%,67%,15%,,-4,-6.4,2,2,32,0,6,3,97,1,7,20.6,0.41,0.024,0.03,0.187,0.169,0.59,0.75,0.6,0.419,0.643,0.703,0.971,0.012,1,0.316,0.419,2023
Terry Rozier,SG,28,CHO,63,63,35.3,7.8,18.9,0.415,2.6,8,0.327,5.2,10.8,0.48,0.484,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1,2221,106,117,14.7,0.517,0.185,2.4,10.2,6.2,22.7,1.6,0.6,9.4,26.9,0.1,1.6,1.7,0.037,0.6,-1.1,-0.6,0.8,32%,65%,3%,,,-6.3,-1.1,56,40,52,15,93,38,756,23,64,15.1,0.575,0.194,0.199,0.101,0.081,0.425,0.622,0.376,0.467,0.417,0.326,0.655,0.003,3,0.289,0.301,2023
Ricky Rubio,PG,32,CLE,33,2,17.2,1.8,5.4,0.343,0.6,2.5,0.256,1.2,2.9,0.417,0.402,0.8,1.1,0.8,0.3,1.8,2.1,3.5,0.8,0.2,0.9,1.5,5.2,566,103,110,10.4,0.442,0.197,1.9,12.7,7.3,27.1,2.3,1,13.8,17.7,-0.2,0.9,0.7,0.062,-3.8,1.1,-2.8,-0.1,60%,40%,,,,3.3,-2.7,25,3,22,0,14,15,281,2,12,16.4,0.539,0.157,0.09,0.242,0.051,0.461,0.429,0.188,0.488,0.444,0.375,0.952,0,0,0.439,0.306,2023
D'Angelo Russell,PG,26,TOT,71,71,32.5,6.3,13.4,0.469,2.7,6.9,0.396,3.5,6.5,0.548,0.572,2.5,3,0.829,0.5,2.5,3,6.2,1,0.4,2.6,2,17.8,2304,116,116,16.3,0.605,0.228,1.7,8.5,5.2,27.4,1.4,1.1,15.1,22.7,3.1,1.9,5.1,0.106,2.1,-0.7,1.5,2,91%,9%,,,,1.4,0.5,131,34,56,8,79,18,1012,16,23,17.6,0.483,0.129,0.137,0.133,0.084,0.517,0.721,0.492,0.484,0.475,0.315,0.68,0,0,0.102,0.4,2023
