,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Player-additional.1,ORtg,DRtg,Player-additional.2,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.3,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1
448,345,J.J. Redick,SG,23,ORL,34,0,8.1,1.4,3.2,0.444,0.5,1.3,0.395,0.9,1.9,0.477,0.523,0.8,1.0,0.794,0.0,0.6,0.7,0.5,0.1,0.0,0.4,0.9,4.1,redicjj01,345,J.J. Redick,SG,23,ORL,34,0,276,6.3,14.1,0.444,2.2,5.6,0.395,4.0,8.5,0.477,3.5,4.4,0.794,0.1,2.9,3.0,2.1,0.5,0.0,2.0,3.8,18.3,redicjj01,108.0,110.0,redicjj01,345,J.J. Redick,SG,23,ORL,34,276,12.7,0.569,0.398,0.315,0.4,8.8,4.8,9.7,0.7,0.0,10.9,22.9,,0.3,0.2,0.5,0.091,,-1.0,-1.4,-2.4,0.0,redicjj01,345,J.J. Redick,SG,23,ORL,34,276,1%,95%,4%,,,-1.5,-8.0,7,4,17,2,10,1,37,0,7,redicjj01,345,J.J. Redick,SG,23,ORL,34,276,0.444,17.6,,0.602,0.12,0.083,0.12,0.278,0.398,,0.477,0.615,0.333,0.538,0.433,0.395,,0.613,0.824,,0.0,0,,0.233,0.6,,0,0,redicjj01
449,346,Chris Richard,C,23,MIN,52,3,10.7,0.8,1.7,0.471,0.0,0.0,,0.8,1.7,0.471,0.471,0.3,0.5,0.593,1.0,1.6,2.6,0.3,0.2,0.2,0.5,1.6,1.9,richach01,346,Chris Richard,C,23,MIN,52,3,556,2.7,5.6,0.471,0.0,0.0,,2.7,5.6,0.471,1.0,1.7,0.593,3.4,5.4,8.7,1.2,0.6,0.8,1.6,5.4,6.3,richach01,102.0,111.0,richach01,346,Chris Richard,C,23,MIN,52,556,7.9,0.496,0.0,0.31,10.5,17.9,14.1,4.6,0.9,1.7,19.5,10.0,,0.1,0.3,0.4,0.037,,-4.6,-1.1,-5.7,-0.5,richach01,346,Chris Richard,C,23,MIN,52,556,,,,31%,69%,-2.5,5.8,7,2,50,11,13,3,40,3,17,richach01,346,Chris Richard,C,23,MIN,52,556,0.471,2.4,,1.0,0.724,0.184,0.092,0.0,0.0,,0.471,0.571,0.25,0.125,,,,0.561,,,0.172,10,,,,,0,0,richach01
450,347,Jason Richardson,SF,27,CHA,82,82,38.4,7.9,17.9,0.441,3.0,7.3,0.406,4.9,10.6,0.466,0.524,3.0,4.0,0.752,1.0,4.4,5.4,3.1,1.4,0.7,2.0,2.9,21.8,richaja01,347,Jason Richardson,SF,27,CHA,82,82,3149,7.4,16.8,0.441,2.8,6.8,0.406,4.6,9.9,0.466,2.8,3.8,0.752,0.9,4.1,5.0,2.9,1.3,0.7,1.9,2.8,20.4,richaja01,109.0,109.0,richaja01,347,Jason Richardson,SF,27,CHA,82,3149,18.4,0.554,0.408,0.225,2.9,13.3,8.0,15.2,1.9,1.4,9.3,25.9,,4.8,2.6,7.4,0.113,,3.3,-0.3,3.0,4.0,richaja01,347,Jason Richardson,SF,27,CHA,82,3149,,30%,67%,2%,,-4.2,3.8,73,53,119,23,149,19,572,34,65,richaja01,347,Jason Richardson,SF,27,CHA,82,3149,0.441,15.3,,0.592,0.272,0.058,0.063,0.198,0.408,,0.466,0.565,0.4,0.323,0.395,0.406,,0.484,0.881,,0.046,60,,0.367,0.382,,1,0,richaja01
451,348,Jeremy Richardson,SF-SG,23,TOT,27,1,4.9,0.6,1.6,0.364,0.3,0.7,0.368,0.3,0.9,0.36,0.443,0.1,0.1,1.0,0.0,0.3,0.3,0.1,0.1,0.0,0.2,0.5,1.5,richaje01,348,Jeremy Richardson,SF-SG,23,TOT,27,1,132,4.4,12.0,0.364,1.9,5.2,0.368,2.5,6.8,0.36,0.5,0.5,1.0,0.3,2.2,2.5,0.5,0.8,0.0,1.6,3.5,11.2,richaje01,84.0,112.0,richaje01,348,Jeremy Richardson,SF-SG,23,TOT,27,132,4.2,0.457,0.432,0.045,0.9,7.0,4.0,2.2,1.2,0.0,11.8,17.6,,-0.2,0.1,-0.1,-0.041,,-5.5,-2.3,-7.8,-0.2,richaje01,348,Jeremy Richardson,SF-SG,23,TOT,27,132,,46%,47%,7%,,-25.2,-24.5,1,4,8,1,1,0,5,0,1,richaje01,348,Jeremy Richardson,SF-SG,23,TOT,27,132,0.364,19.3,,0.568,0.091,0.045,0.023,0.409,0.432,,0.36,0.5,0.0,0.0,0.389,0.368,,0.556,1.0,,0.0,0,,0.474,0.444,,0,0,richaje01
455,349,Quentin Richardson,SF,27,NYK,65,65,28.3,3.1,8.5,0.359,1.1,3.3,0.322,2.0,5.2,0.381,0.421,0.9,1.4,0.682,0.9,4.0,4.8,1.8,0.7,0.2,1.1,2.4,8.1,richaqu01,349,Quentin Richardson,SF,27,NYK,65,65,1841,3.9,10.9,0.359,1.3,4.2,0.322,2.5,6.7,0.381,1.2,1.7,0.682,1.1,5.1,6.2,2.3,0.9,0.3,1.3,3.0,10.3,richaqu01,95.0,112.0,richaqu01,349,Quentin Richardson,SF,27,NYK,65,1841,8.5,0.444,0.386,0.159,3.4,16.5,9.7,9.9,1.3,0.6,10.4,16.1,,-0.6,0.9,0.3,0.008,,-2.3,-0.5,-2.8,-0.4,richaqu01,349,Quentin Richardson,SF,27,NYK,65,1841,,16%,81%,4%,,-9.0,-3.2,37,19,94,6,38,20,264,5,30,richaqu01,349,Quentin Richardson,SF,27,NYK,65,1841,0.359,15.8,,0.614,0.229,0.072,0.085,0.229,0.386,,0.381,0.417,0.4,0.234,0.394,0.322,,0.508,0.913,,0.016,7,,0.252,0.296,,2,0,richaqu01
456,350,Luke Ridnour,PG,26,SEA,61,5,20.0,2.4,6.0,0.399,0.3,1.2,0.296,2.1,4.9,0.424,0.428,1.3,1.5,0.857,0.2,1.3,1.5,4.0,0.6,0.2,1.3,2.0,6.4,ridnolu01,350,Luke Ridnour,PG,26,SEA,61,5,1223,4.3,10.8,0.399,0.6,2.1,0.296,3.7,8.7,0.424,2.3,2.7,0.857,0.4,2.4,2.8,7.1,1.1,0.4,2.4,3.5,11.6,ridnolu01,101.0,112.0,ridnolu01,350,Luke Ridnour,PG,26,SEA,61,1223,11.3,0.482,0.193,0.247,1.2,7.2,4.2,29.5,1.5,0.8,16.4,17.3,,0.3,0.6,0.9,0.035,,-2.4,-0.7,-3.1,-0.4,ridnolu01,350,Luke Ridnour,PG,26,SEA,61,1223,100%,,,,,-6.8,3.3,47,15,64,4,25,7,522,7,21,ridnolu01,350,Luke Ridnour,PG,26,SEA,61,1223,0.399,14.2,,0.807,0.177,0.158,0.125,0.348,0.193,,0.424,0.462,0.345,0.478,0.422,0.296,,0.222,0.429,,0.0,0,,0.239,0.235,,0,0,ridnolu01
457,351,Nate Robinson,PG,23,NYK,72,17,26.2,4.6,10.9,0.423,1.3,4.1,0.332,3.3,6.8,0.478,0.485,2.1,2.7,0.786,0.7,2.4,3.1,2.9,0.8,0.0,1.4,2.6,12.7,robinna01,351,Nate Robinson,PG,23,NYK,72,17,1883,6.3,15.0,0.423,1.9,5.6,0.332,4.5,9.4,0.478,2.9,3.7,0.786,1.0,3.3,4.2,4.1,1.1,0.0,2.0,3.6,17.5,robinna01,109.0,113.0,robinna01,351,Nate Robinson,PG,23,NYK,72,1883,15.3,0.526,0.373,0.251,3.0,10.7,6.7,19.7,1.7,0.0,10.6,23.1,,2.5,0.7,3.2,0.082,,0.8,-0.8,0.0,1.0,robinna01,351,Nate Robinson,PG,23,NYK,72,1883,100%,,,,,-4.8,4.8,55,27,85,6,79,20,469,17,27,robinna01,351,Nate Robinson,PG,23,NYK,72,1883,0.423,15.8,,0.627,0.243,0.056,0.1,0.228,0.373,,0.478,0.537,0.386,0.385,0.478,0.332,,0.286,0.804,,0.005,4,,0.192,0.375,,7,0,robinna01
458,352,Sergio Rodríguez,PG,21,POR,72,0,8.7,1.0,2.7,0.352,0.2,0.8,0.293,0.7,1.9,0.377,0.395,0.3,0.5,0.658,0.2,0.6,0.8,1.7,0.3,0.0,0.7,0.8,2.5,rodrise01,352,Sergio Rodríguez,PG,21,POR,72,0,628,4.0,11.2,0.352,1.0,3.3,0.293,3.0,7.9,0.377,1.4,2.2,0.658,0.7,2.6,3.3,7.1,1.4,0.0,3.0,3.3,10.3,rodrise01,90.0,110.0,rodrise01,352,Sergio Rodríguez,PG,21,POR,72,628,9.0,0.423,0.296,0.194,2.4,8.4,5.4,31.2,2.1,0.0,19.9,20.0,,-0.7,0.5,-0.2,-0.017,,-3.1,-0.5,-3.7,-0.3,rodrise01,352,Sergio Rodríguez,PG,21,POR,72,628,90%,10%,,,,-9.9,-10.3,26,13,15,4,19,2,279,2,16,rodrise01,352,Sergio Rodríguez,PG,21,POR,72,628,0.352,14.2,,0.704,0.316,0.112,0.051,0.224,0.296,,0.377,0.468,0.455,0.1,0.273,0.293,,0.135,0.824,,0.0,0,,0.259,0.267,,5,0,rodrise01
459,353,Rajon Rondo,PG,21,BOS,77,77,29.9,4.6,9.3,0.492,0.1,0.2,0.263,4.5,9.0,0.499,0.496,1.4,2.3,0.611,1.0,3.2,4.2,5.1,1.7,0.2,1.9,2.4,10.6,rondora01,353,Rajon Rondo,PG,21,BOS,77,77,2306,5.5,11.1,0.492,0.1,0.3,0.263,5.4,10.8,0.499,1.7,2.7,0.611,1.2,3.8,5.0,6.1,2.0,0.2,2.3,2.9,12.7,rondora01,107.0,98.0,rondora01,353,Rajon Rondo,PG,21,BOS,77,2306,15.6,0.515,0.027,0.245,4.3,11.9,8.3,28.2,3.0,0.5,15.7,18.9,,2.3,4.9,7.2,0.15,,-0.4,2.6,2.1,2.4,rondora01,353,Rajon Rondo,PG,21,BOS,77,2306,95%,5%,,,,14.1,6.3,66,35,66,25,71,13,925,23,58,rondora01,353,Rajon Rondo,PG,21,BOS,77,2306,0.492,8.5,,0.973,0.433,0.182,0.097,0.261,0.027,,0.499,0.592,0.362,0.464,0.452,0.263,,0.413,0.6,,0.018,13,,0.263,0.4,,2,0,rondora01
460,354,Malik Rose,PF,33,NYK,49,3,10.1,1.3,3.7,0.367,0.0,0.1,0.286,1.3,3.5,0.37,0.372,0.8,1.0,0.725,0.6,1.5,2.1,0.6,0.3,0.1,0.8,1.6,3.5,rosema01,354,Malik Rose,PF,33,NYK,49,3,494,4.8,13.1,0.367,0.1,0.5,0.286,4.7,12.6,0.37,2.7,3.7,0.725,2.3,5.2,7.5,2.0,1.2,0.5,2.9,5.8,12.5,rosema01,85.0,110.0,rosema01,354,Malik Rose,PF,33,NYK,49,494,7.3,0.422,0.039,0.283,6.9,17.1,11.9,9.3,1.7,1.1,16.5,22.0,,-0.9,0.4,-0.5,-0.052,,-6.3,-1.2,-7.5,-0.7,rosema01,354,Malik Rose,PF,33,NYK,49,494,,,1%,80%,19%,-5.2,2.4,10,14,51,5,26,5,62,7,15,rosema01,354,Malik Rose,PF,33,NYK,49,494,0.367,10.4,,0.961,0.311,0.178,0.161,0.311,0.039,,0.37,0.464,0.25,0.207,0.429,0.286,,0.688,1.0,,0.017,3,,0.143,0.0,,0,0,rosema01
461,355,Quinton Ross,SG,26,LAC,76,44,19.8,1.7,4.4,0.391,0.1,0.3,0.429,1.6,4.1,0.389,0.404,0.5,0.8,0.667,0.7,1.6,2.3,1.2,0.6,0.4,0.4,1.7,4.1,rossqu01,355,Quinton Ross,SG,26,LAC,76,44,1505,3.1,8.0,0.391,0.2,0.5,0.429,2.9,7.5,0.389,1.0,1.4,0.667,1.3,2.8,4.1,2.1,1.0,0.8,0.7,3.2,7.4,rossqu01,96.0,111.0,rossqu01,355,Quinton Ross,SG,26,LAC,76,1505,7.6,0.43,0.063,0.179,4.1,9.1,6.6,9.4,1.5,1.6,7.4,12.0,,-0.3,1.0,0.7,0.022,,-3.6,0.5,-3.2,-0.4,rossqu01,355,Quinton Ross,SG,26,LAC,76,1505,,55%,45%,1%,,-9.7,-2.3,16,5,68,2,28,10,188,8,23,rossqu01,355,Quinton Ross,SG,26,LAC,76,1505,0.391,14.7,,0.937,0.212,0.042,0.096,0.588,0.063,,0.389,0.507,0.286,0.188,0.386,0.429,,0.787,0.889,,0.012,3,,0.524,0.636,,0,0,rossqu01
462,356,Brandon Roy,SG,23,POR,74,74,37.7,7.2,15.8,0.454,1.0,2.9,0.34,6.2,12.9,0.48,0.485,3.8,5.0,0.753,1.1,3.6,4.7,5.8,1.1,0.2,1.8,2.0,19.1,roybr01,356,Brandon Roy,SG,23,POR,74,74,2792,6.8,15.1,0.454,0.9,2.8,0.34,5.9,12.3,0.48,3.6,4.8,0.753,1.0,3.4,4.5,5.5,1.0,0.2,1.8,1.9,18.3,roybr01,113.0,110.0,roybr01,356,Brandon Roy,SG,23,POR,74,2792,19.4,0.531,0.184,0.319,3.4,11.2,7.3,28.2,1.5,0.4,9.3,24.9,,5.9,2.1,8.0,0.138,,3.2,0.1,3.3,3.6,roybr01,356,Brandon Roy,SG,23,POR,74,2792,,85%,14%,,,0.7,6.5,52,47,70,17,159,24,985,42,51,roybr01,356,Brandon Roy,SG,23,POR,74,2792,0.454,13.1,,0.816,0.25,0.139,0.124,0.303,0.184,,0.48,0.62,0.38,0.4,0.442,0.34,,0.275,0.877,,0.017,19,,0.274,0.356,,2,0,roybr01
463,357,Michael Ruffin,C,31,MIL,46,2,13.7,0.7,1.3,0.532,0.0,0.0,,0.7,1.3,0.532,0.532,0.5,1.4,0.397,2.0,2.1,4.0,0.5,0.7,0.4,0.4,2.0,2.0,ruffimi01,357,Michael Ruffin,C,31,MIL,46,2,632,1.9,3.5,0.532,0.0,0.0,,1.9,3.5,0.532,1.4,3.6,0.397,5.1,5.5,10.6,1.4,1.8,1.1,1.1,5.3,5.2,ruffimi01,117.0,108.0,ruffimi01,357,Michael Ruffin,C,31,MIL,46,632,12.1,0.507,0.0,1.016,16.1,18.6,17.3,5.3,2.6,2.4,17.5,7.7,,0.7,0.6,1.2,0.095,,-2.0,0.3,-1.8,0.0,ruffimi01,357,Michael Ruffin,C,31,MIL,46,632,,,,33%,67%,-2.0,6.6,6,6,62,3,25,8,53,1,4,ruffimi01,357,Michael Ruffin,C,31,MIL,46,632,0.532,1.4,,1.0,0.839,0.097,0.065,0.0,0.0,,0.532,0.596,0.333,0.0,,,,0.727,,,0.274,16,,,,,0,0,ruffimi01
464,358,Kareem Rush,SG,27,IND,71,15,21.2,3.2,8.0,0.401,1.4,3.7,0.389,1.8,4.3,0.41,0.49,0.4,0.6,0.714,0.3,2.1,2.4,1.3,0.6,0.3,0.9,1.5,8.3,rushka01,358,Kareem Rush,SG,27,IND,71,15,1504,5.5,13.6,0.401,2.4,6.3,0.389,3.0,7.3,0.41,0.7,1.0,0.714,0.5,3.6,4.0,2.1,1.0,0.5,1.5,2.6,14.1,rushka01,98.0,110.0,rushka01,358,Kareem Rush,SG,27,IND,71,1504,10.0,0.5,0.46,0.074,1.3,11.0,6.1,9.3,1.4,1.0,9.5,18.7,,-0.2,1.2,1.0,0.033,,-1.6,-0.7,-2.3,-0.1,rushka01,358,Kareem Rush,SG,27,IND,71,1504,,82%,17%,1%,,-3.3,-2.8,26,18,61,8,15,6,214,4,20,rushka01,358,Kareem Rush,SG,27,IND,71,1504,0.401,17.8,,0.54,0.142,0.081,0.081,0.236,0.46,,0.41,0.58,0.478,0.217,0.351,0.389,,0.508,0.922,,0.005,2,,0.29,0.421,,0,0,rushka01
465,359,John Salmons,SG,28,SAC,81,41,31.1,4.7,9.9,0.477,0.5,1.5,0.325,4.2,8.4,0.504,0.501,2.6,3.2,0.823,0.9,3.4,4.3,2.6,1.1,0.4,2.1,2.1,12.5,salmojo01,359,John Salmons,SG,28,SAC,81,41,2517,5.4,11.4,0.477,0.6,1.7,0.325,4.9,9.7,0.504,3.1,3.7,0.823,1.1,3.9,5.0,3.0,1.3,0.4,2.4,2.4,14.5,salmojo01,106.0,110.0,salmojo01,359,John Salmons,SG,28,SAC,81,2517,13.9,0.556,0.15,0.325,3.6,12.6,8.2,13.4,1.9,1.0,15.7,19.2,,2.0,1.7,3.7,0.071,,-0.3,-0.3,-0.6,0.9,salmojo01,359,John Salmons,SG,28,SAC,81,2517,1%,60%,38%,1%,,-5.3,-7.9,67,49,103,19,128,5,486,42,87,salmojo01,359,John Salmons,SG,28,SAC,81,2517,0.477,9.1,,0.85,0.414,0.163,0.146,0.126,0.15,,0.504,0.628,0.431,0.35,0.366,0.325,,0.307,0.897,,0.025,20,,0.342,0.39,,0,0,salmojo01
467,361,Brian Scalabrine,PF,29,BOS,48,9,10.7,0.6,2.0,0.309,0.3,1.0,0.326,0.3,1.0,0.292,0.388,0.3,0.4,0.75,0.5,1.2,1.6,0.8,0.2,0.2,0.5,1.3,1.8,scalabr01,361,Brian Scalabrine,PF,29,BOS,48,9,512,2.0,6.6,0.309,1.1,3.2,0.326,1.0,3.4,0.292,1.1,1.4,0.75,1.5,4.0,5.6,2.8,0.6,0.6,1.8,4.4,6.2,scalabr01,92.0,102.0,scalabr01,361,Brian Scalabrine,PF,29,BOS,48,512,5.1,0.428,0.489,0.213,5.4,12.5,9.2,11.2,0.9,1.3,20.2,11.7,,-0.3,0.9,0.6,0.057,,-3.8,1.0,-2.8,-0.1,scalabr01,361,Brian Scalabrine,PF,29,BOS,48,512,,,19%,74%,7%,6.4,-5.9,11,4,37,5,8,7,97,0,4,scalabr01,361,Brian Scalabrine,PF,29,BOS,48,512,0.309,17.0,,0.511,0.17,0.128,0.032,0.181,0.489,,0.292,0.438,0.167,0.333,0.235,0.326,,0.857,1.0,,0.021,1,,0.478,0.364,,1,0,scalabr01
468,362,Luis Scola,PF,27,HOU,82,39,24.7,4.2,8.2,0.515,0.0,0.0,0.0,4.2,8.1,0.517,0.515,1.9,2.9,0.668,2.1,4.3,6.4,1.3,0.7,0.2,1.3,2.9,10.3,scolalu01,362,Luis Scola,PF,27,HOU,82,39,2024,6.1,11.9,0.515,0.0,0.1,0.0,6.1,11.9,0.517,2.8,4.2,0.668,3.1,6.2,9.3,1.9,1.1,0.3,1.9,4.2,15.1,scolalu01,111.0,101.0,scolalu01,362,Luis Scola,PF,27,HOU,82,2024,16.1,0.548,0.004,0.351,9.9,19.3,14.6,8.9,1.6,0.7,12.0,19.8,,2.8,3.7,6.5,0.154,,-1.0,1.0,0.0,1.0,scolalu01,362,Luis Scola,PF,27,HOU,82,2024,,,,72%,28%,4.5,-2.1,35,37,97,13,95,42,262,13,52,scolalu01,362,Luis Scola,PF,27,HOU,82,2024,0.515,6.9,,0.996,0.49,0.179,0.109,0.218,0.004,,0.517,0.625,0.375,0.479,0.411,0.0,,0.667,,,0.006,4,,0.0,,,1,0,scolalu01
469,363,Thabo Sefolosha,SG,23,CHI,69,22,20.8,2.6,6.1,0.428,0.4,1.3,0.33,2.2,4.8,0.453,0.462,1.1,1.5,0.721,0.7,3.0,3.7,1.9,0.9,0.4,1.3,1.9,6.7,sefolth01,363,Thabo Sefolosha,SG,23,CHI,69,22,1436,4.5,10.6,0.428,0.7,2.2,0.33,3.8,8.3,0.453,1.9,2.6,0.721,1.3,5.1,6.4,3.2,1.5,0.8,2.3,3.2,11.6,sefolth01,97.0,106.0,sefolth01,363,Thabo Sefolosha,SG,23,CHI,69,1436,11.4,0.497,0.209,0.247,3.8,16.7,10.0,14.3,2.2,1.6,16.6,17.3,,-0.3,1.8,1.5,0.05,,-2.3,1.2,-1.0,0.4,sefolth01,363,Thabo Sefolosha,SG,23,CHI,69,1436,,56%,43%,1%,,-2.1,1.6,35,26,67,11,41,3,306,8,23,sefolth01,363,Thabo Sefolosha,SG,23,CHI,69,1436,0.428,13.2,,0.791,0.34,0.043,0.102,0.306,0.209,,0.453,0.559,0.444,0.279,0.395,0.33,,0.616,1.0,,0.045,19,,0.409,0.389,,4,0,sefolth01
470,364,Mouhamed Sene,C,21,SEA,13,0,4.8,0.8,1.8,0.458,0.0,0.0,,0.8,1.8,0.458,0.458,0.6,1.3,0.471,0.5,0.7,1.2,0.1,0.0,0.5,0.0,0.7,2.3,senesa01,364,Mouhamed Sene,C,21,SEA,13,0,62,6.4,13.9,0.458,0.0,0.0,,6.4,13.9,0.458,4.6,9.9,0.471,4.1,5.2,9.3,0.6,0.0,4.1,0.0,5.2,17.4,senesa01,110.0,107.0,senesa01,364,Mouhamed Sene,C,21,SEA,13,62,18.2,0.476,0.0,0.708,12.3,15.8,14.1,2.6,0.0,8.1,0.0,22.0,,0.1,0.1,0.2,0.121,,-1.6,-1.6,-3.2,0.0,senesa01,364,Mouhamed Sene,C,21,SEA,13,62,,,,33%,67%,-9.7,-0.6,0,0,7,0,6,0,2,1,3,senesa01,364,Mouhamed Sene,C,21,SEA,13,62,0.458,3.8,,1.0,0.583,0.25,0.167,0.0,0.0,,0.458,0.429,0.667,0.25,,,,0.545,,,0.042,1,,,,,0,0,senesa01
471,365,Ramon Sessions,PG,21,MIL,17,7,26.5,3.0,6.9,0.436,0.2,0.4,0.429,2.8,6.5,0.436,0.449,1.9,2.4,0.78,0.5,2.9,3.4,7.5,1.0,0.2,2.1,1.5,8.1,sessira01,365,Ramon Sessions,PG,21,MIL,17,7,450,4.1,9.4,0.436,0.2,0.6,0.429,3.8,8.8,0.436,2.6,3.3,0.78,0.6,4.0,4.6,10.2,1.4,0.2,2.9,2.1,11.0,sessira01,109.0,113.0,sessira01,365,Ramon Sessions,PG,21,MIL,17,450,16.2,0.507,0.06,0.35,2.0,13.6,7.6,43.5,2.0,0.5,21.0,17.1,,0.5,0.2,0.7,0.077,,0.2,-1.2,-1.0,0.1,sessira01,365,Ramon Sessions,PG,21,MIL,17,450,97%,3%,,,,-6.8,0.9,21,10,9,3,19,5,281,5,4,sessira01,365,Ramon Sessions,PG,21,MIL,17,450,0.436,9.4,,0.94,0.385,0.239,0.137,0.179,0.06,,0.436,0.533,0.321,0.25,0.524,0.429,,0.354,0.667,,0.026,3,,0.0,,,2,0,sessira01
472,366,Bobby Simmons,SF,27,MIL,70,21,21.7,3.0,7.1,0.421,0.9,2.4,0.351,2.1,4.6,0.458,0.482,0.8,1.0,0.757,1.0,2.3,3.2,1.1,0.7,0.1,1.1,2.0,7.6,simmobo01,366,Bobby Simmons,SF,27,MIL,70,21,1521,4.9,11.7,0.421,1.4,4.0,0.351,3.5,7.7,0.458,1.3,1.7,0.757,1.6,3.8,5.3,1.9,1.2,0.1,1.8,3.3,12.6,simmobo01,100.0,114.0,simmobo01,366,Bobby Simmons,SF,27,MIL,70,1521,10.3,0.504,0.345,0.141,5.0,12.8,8.7,8.4,1.7,0.3,12.9,17.9,,0.2,0.5,0.7,0.022,,-1.9,-1.2,-3.2,-0.4,simmobo01,366,Bobby Simmons,SF,27,MIL,70,1521,,2%,89%,9%,,-8.1,-1.0,35,8,55,16,31,4,175,2,16,simmobo01,366,Bobby Simmons,SF,27,MIL,70,1521,0.421,16.6,,0.655,0.159,0.058,0.109,0.329,0.345,,0.458,0.544,0.345,0.444,0.442,0.351,,0.638,0.867,,0.002,1,,0.468,0.425,,0,0,simmobo01
473,367,Cedric Simmons,PF,22,TOT,14,0,6.2,0.3,1.0,0.286,0.0,0.0,,0.3,1.0,0.286,0.286,0.0,0.7,0.0,0.4,0.9,1.3,0.0,0.1,0.4,0.4,0.6,0.6,simmoce01,367,Cedric Simmons,PF,22,TOT,14,0,87,1.7,5.8,0.286,0.0,0.0,,1.7,5.8,0.286,0.0,4.1,0.0,2.5,5.0,7.4,0.0,0.8,2.1,2.5,3.3,3.3,simmoce01,47.0,105.0,simmoce01,367,Cedric Simmons,PF,22,TOT,14,87,0.0,0.217,0.0,0.714,7.6,16.2,11.8,0.0,1.2,4.5,24.6,12.6,,-0.4,0.1,-0.2,-0.134,,-8.5,-0.9,-9.4,-0.2,simmoce01,367,Cedric Simmons,PF,22,TOT,14,87,,,,70%,31%,-22.4,-22.0,3,1,5,0,5,1,0,0,3,simmoce01,367,Cedric Simmons,PF,22,TOT,14,87,0.286,6.6,,1.0,0.5,0.214,0.143,0.143,0.0,,0.286,0.571,0.0,0.0,0.0,,,1.0,,,0.286,3,,,,,0,0,simmoce01
477,369,Brian Skinner,C,31,PHO,66,0,12.8,1.4,3.0,0.465,0.0,0.0,0.667,1.4,3.0,0.462,0.47,0.5,1.0,0.524,1.0,2.7,3.6,0.2,0.3,1.2,0.6,1.7,3.3,skinnbr01,369,Brian Skinner,C,31,PHO,66,0,844,3.9,8.4,0.465,0.1,0.1,0.667,3.8,8.3,0.462,1.4,2.7,0.524,2.7,7.5,10.2,0.6,0.9,3.3,1.7,4.8,9.3,skinnbr01,97.0,103.0,skinnbr01,369,Brian Skinner,C,31,PHO,66,844,11.4,0.485,0.015,0.318,9.2,21.7,15.9,2.4,1.2,6.0,14.7,14.0,,-0.2,1.4,1.2,0.069,,-4.1,1.1,-3.0,-0.2,skinnbr01,369,Brian Skinner,C,31,PHO,66,844,,,,35%,65%,-3.0,-11.1,15,9,53,10,29,11,39,9,11,skinnbr01,369,Brian Skinner,C,31,PHO,66,844,0.465,10.2,,0.985,0.343,0.126,0.131,0.384,0.015,,0.462,0.588,0.48,0.423,0.355,0.667,,0.733,1.0,,0.076,14,,0.0,,,0,0,skinnbr01
478,370,Craig Smith,PF,24,MIN,77,11,20.1,3.9,6.9,0.563,0.0,0.1,0.0,3.9,6.7,0.572,0.563,1.7,2.6,0.665,1.6,3.0,4.6,0.8,0.5,0.2,1.2,2.8,9.4,smithcr01,370,Craig Smith,PF,24,MIN,77,11,1547,6.9,12.3,0.563,0.0,0.2,0.0,6.9,12.1,0.572,3.1,4.7,0.665,2.9,5.4,8.2,1.4,0.8,0.4,2.1,5.0,16.9,smithcr01,113.0,111.0,smithcr01,370,Craig Smith,PF,24,MIN,77,1547,16.7,0.59,0.017,0.379,8.9,17.8,13.2,6.6,1.2,0.9,12.6,20.6,,2.7,0.9,3.5,0.109,,-0.3,-1.0,-1.3,0.3,smithcr01,370,Craig Smith,PF,24,MIN,77,1547,,,,71%,29%,-7.7,-0.3,20,23,106,27,107,11,134,33,61,smithcr01,370,Craig Smith,PF,24,MIN,77,1547,0.563,4.3,,0.983,0.544,0.354,0.047,0.038,0.017,,0.572,0.645,0.503,0.32,0.5,0.0,,0.657,,,0.03,15,,0.222,0.0,,4,0,smithcr01
