,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Unnamed: 60,ORtg,DRtg,Player-additional.1,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.2,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1,Season
219,168,Dorian Finney-Smith,PF,28,DAL,80,80,33.1,4.1,8.7,0.471,2.2,5.4,0.395,1.9,3.2,0.599,0.595,0.7,1.0,0.675,1.5,3.2,4.7,1.9,1.1,0.5,1.0,2.3,11.0,finnedo01,168,Dorian Finney-Smith,PF,28,DAL,80,80,2644,6.2,13.2,0.471,3.3,8.3,0.395,2.9,4.9,0.599,1.1,1.6,0.675,2.3,4.8,7.1,2.9,1.7,0.7,1.5,3.5,16.8,,119.0,110,finnedo01,168,Dorian Finney-Smith,PF,28,DAL,80,2644,12.5,0.604,0.629,0.12,5.1,10.7,7.9,8.2,1.7,1.3,9.9,13.8,,3.4,3.2,6.6,0.121,,0.1,0.7,0.8,1.9,finnedo01,168,Dorian Finney-Smith,PF,28,DAL,80,2644,,,33%,65%,2%,4.9,3.8,41,11,80,10,36,5,364,7,24,finnedo01,168,Dorian Finney-Smith,PF,28,DAL,80,2644,0.471,17.0,,0.371,0.233,0.098,0.025,0.016,0.629,,0.599,0.752,0.324,0.471,0.273,0.395,,0.766,0.983,,0.082,49,,0.414,0.461,,2,0,finnedo01,2022
220,169,Malik Fitts,PF,24,TOT,15,0,4.2,0.5,1.3,0.421,0.3,0.7,0.5,0.2,0.6,0.333,0.553,0.0,0.0,,0.1,1.0,1.1,0.3,0.0,0.0,0.1,0.3,1.4,fittsma01,169,Malik Fitts,PF,24,TOT,15,0,63,6.3,14.9,0.421,3.9,7.9,0.5,2.4,7.1,0.333,0.0,0.0,,1.6,11.8,13.4,3.9,0.0,0.0,1.6,3.1,16.5,,114.0,111,fittsma01,169,Malik Fitts,PF,24,TOT,15,63,10.7,0.553,0.526,0.0,3.5,25.2,14.7,12.7,0.0,0.0,9.5,14.6,,0.1,0.1,0.1,0.097,,-0.6,-0.5,-1.1,0.0,fittsma01,169,Malik Fitts,PF,24,TOT,15,63,,,,79%,21%,-13.0,-20.0,1,0,3,0,0,0,13,0,2,fittsma01,169,Malik Fitts,PF,24,TOT,15,63,0.421,16.7,,0.474,0.211,0.158,0.053,0.053,0.526,,0.333,0.75,0.0,0.0,0.0,0.5,,1.0,1.0,,0.053,1,,0.5,0.6,,1,1,fittsma01,2022
223,170,Malachi Flynn,PG,23,TOR,44,5,12.2,1.6,4.2,0.393,0.7,2.0,0.333,1.0,2.1,0.452,0.475,0.3,0.5,0.625,0.2,1.2,1.4,1.6,0.5,0.1,0.3,1.0,4.3,flynnma01,170,Malachi Flynn,PG,23,TOR,44,5,537,6.7,17.0,0.393,2.8,8.4,0.333,3.9,8.7,0.452,1.4,2.2,0.625,0.9,4.9,5.9,6.5,1.9,0.4,1.2,4.2,17.6,,113.0,112,flynnma01,170,Malachi Flynn,PG,23,TOR,44,537,11.7,0.488,0.492,0.131,1.9,11.3,6.4,18.5,1.9,0.7,6.3,16.5,,0.5,0.5,1.0,0.092,,-1.8,0.4,-1.5,0.1,flynnma01,170,Malachi Flynn,PG,23,TOR,44,537,100%,,,,,-2.1,-5.0,10,1,21,2,9,3,174,3,10,flynnma01,170,Malachi Flynn,PG,23,TOR,44,537,0.393,18.2,,0.508,0.12,0.153,0.077,0.158,0.492,,0.452,0.545,0.464,0.571,0.31,0.333,,0.214,0.8,,0.0,0,,0.122,0.727,,2,0,flynnma01,2022
224,171,Bryn Forbes,SG,28,TOT,75,2,17.1,3.1,7.2,0.429,1.6,3.9,0.414,1.5,3.3,0.447,0.542,1.1,1.2,0.908,0.1,1.1,1.2,1.0,0.3,0.1,0.7,1.3,8.8,forbebr01,171,Bryn Forbes,SG,28,TOT,75,2,1286,8.7,20.3,0.429,4.6,11.1,0.414,4.1,9.2,0.447,3.0,3.3,0.908,0.4,3.1,3.5,2.8,0.9,0.2,2.1,3.6,25.0,,109.0,117,forbebr01,171,Bryn Forbes,SG,28,TOT,75,1286,11.5,0.574,0.547,0.161,0.9,6.9,3.9,8.3,0.9,0.3,8.8,21.2,,0.8,0.6,1.4,0.054,,-0.7,-2.2,-2.9,-0.3,forbebr01,171,Bryn Forbes,SG,28,TOT,75,1286,15%,79%,7%,,,0.3,-1.1,24,17,46,7,36,3,183,8,29,forbebr01,171,Bryn Forbes,SG,28,TOT,75,1286,0.429,19.5,,0.453,0.043,0.137,0.109,0.163,0.547,,0.447,0.609,0.432,0.525,0.364,0.414,,0.697,0.959,,0.0,0,,0.173,0.569,,0,0,forbebr01,2022
228,173,Trent Forrest,PG,23,UTA,60,6,12.8,1.3,2.6,0.49,0.1,0.5,0.185,1.2,2.1,0.555,0.506,0.6,0.8,0.792,0.4,1.3,1.7,1.8,0.5,0.1,0.8,0.7,3.3,forretr01,173,Trent Forrest,PG,23,UTA,60,6,765,4.9,10.0,0.49,0.3,1.7,0.185,4.6,8.3,0.555,2.5,3.1,0.792,1.5,4.9,6.4,6.8,1.9,0.4,3.1,2.8,12.6,,111.0,112,forretr01,173,Trent Forrest,PG,23,UTA,60,765,10.9,0.554,0.174,0.31,3.4,10.5,7.1,18.6,1.9,0.7,21.4,12.8,,0.5,0.8,1.3,0.084,,-2.3,1.2,-1.0,0.2,forretr01,173,Trent Forrest,PG,23,UTA,60,765,85%,15%,,,,6.2,0.2,29,7,21,3,23,0,262,6,12,forretr01,173,Trent Forrest,PG,23,UTA,60,765,0.49,8.8,,0.826,0.316,0.439,0.058,0.013,0.174,,0.555,0.592,0.529,0.556,0.5,0.185,,0.225,1.0,,0.026,3,,0.63,0.235,,2,0,forretr01,2022
229,174,Evan Fournier,SG,29,NYK,80,80,29.5,5.0,12.1,0.417,3.0,7.7,0.389,2.0,4.3,0.465,0.541,1.0,1.4,0.708,0.4,2.2,2.6,2.1,1.0,0.3,1.3,2.3,14.1,fournev01,174,Evan Fournier,SG,29,NYK,80,80,2358,8.5,20.5,0.417,5.1,13.1,0.389,3.4,7.3,0.465,1.7,2.4,0.708,0.7,3.7,4.5,3.6,1.7,0.4,2.2,3.8,23.9,,109.0,113,fournev01,174,Evan Fournier,SG,29,NYK,80,2358,12.3,0.554,0.641,0.117,1.5,8.2,4.8,11.9,1.7,0.8,9.4,20.8,,1.5,2.2,3.7,0.075,,-0.4,-0.3,-0.7,0.7,fournev01,174,Evan Fournier,SG,29,NYK,80,2358,,72%,28%,,,-2.4,-6.7,55,33,75,10,49,9,414,14,31,fournev01,174,Evan Fournier,SG,29,NYK,80,2358,0.417,19.6,,0.359,0.081,0.122,0.079,0.077,0.641,,0.465,0.603,0.39,0.474,0.432,0.389,,0.478,0.88,,0.004,3,,0.281,0.437,,2,0,fournev01,2022
230,175,De'Aaron Fox,PG,24,SAC,59,59,35.3,8.7,18.5,0.473,1.3,4.2,0.297,7.5,14.3,0.524,0.506,4.4,5.9,0.75,0.4,3.5,3.9,5.6,1.2,0.4,2.8,2.9,23.2,foxde01,175,De'Aaron Fox,PG,24,SAC,59,59,2084,11.9,25.2,0.473,1.7,5.8,0.297,10.2,19.5,0.524,6.0,8.0,0.75,0.6,4.8,5.3,7.6,1.6,0.6,3.9,4.0,31.6,,107.0,117,foxde01,175,De'Aaron Fox,PG,24,SAC,59,2084,17.4,0.549,0.228,0.319,1.3,10.9,6.0,26.8,1.6,1.0,11.9,29.1,,1.5,1.0,2.5,0.058,,0.6,-1.2,-0.6,0.7,foxde01,175,De'Aaron Fox,PG,24,SAC,59,2084,100%,,,,,-4.5,2.0,89,55,75,13,174,32,785,49,49,foxde01,175,De'Aaron Fox,PG,24,SAC,59,2084,0.473,12.4,,0.772,0.199,0.267,0.189,0.117,0.228,,0.524,0.714,0.466,0.451,0.453,0.297,,0.215,0.554,,0.013,14,,0.137,0.235,,0,0,foxde01,2022
232,177,Tim Frazier,PG,31,TOT,12,3,17.3,1.2,3.8,0.311,0.5,1.4,0.353,0.7,2.3,0.286,0.378,0.4,0.8,0.556,0.4,1.2,1.6,2.8,0.3,0.1,1.3,2.3,3.3,fraziti01,177,Tim Frazier,PG,31,TOT,12,3,208,3.3,10.5,0.311,1.4,4.0,0.353,1.9,6.5,0.286,1.2,2.1,0.556,1.2,3.3,4.4,7.9,0.7,0.2,3.5,6.3,9.1,,87.0,117,fraziti01,177,Tim Frazier,PG,31,TOT,12,208,3.3,0.398,0.378,0.2,2.5,7.1,4.8,22.5,0.7,0.4,23.5,13.3,,-0.3,0.1,-0.2,-0.046,,-6.8,-1.8,-8.6,-0.3,fraziti01,177,Tim Frazier,PG,31,TOT,12,208,100%,,,,,-19.2,-11.9,9,3,8,2,4,4,79,1,2,fraziti01,177,Tim Frazier,PG,31,TOT,12,208,0.311,17.4,,0.622,0.067,0.178,0.133,0.244,0.378,,0.286,1.0,0.25,0.167,0.182,0.353,,0.375,0.833,,0.0,0,,0.235,0.25,,0,0,fraziti01,2022
235,178,Enes Freedom,C,29,BOS,35,1,11.7,1.5,2.8,0.526,0.1,0.1,0.4,1.4,2.6,0.533,0.536,0.7,0.8,0.857,1.7,2.8,4.6,0.2,0.1,0.4,0.6,1.2,3.7,kanteen01,178,Enes Freedom,C,29,BOS,35,1,411,6.2,11.7,0.526,0.2,0.6,0.4,5.9,11.1,0.533,2.9,3.4,0.857,7.4,12.0,19.3,1.0,0.6,1.7,2.4,5.1,15.5,,121.0,105,kanteen01,178,Enes Freedom,C,29,BOS,35,411,15.0,0.585,0.052,0.289,16.5,25.4,21.0,2.7,0.6,3.1,15.5,13.9,,0.6,0.7,1.4,0.16,,-1.2,-0.2,-1.4,0.1,kanteen01,178,Enes Freedom,C,29,BOS,35,411,,,,,100%,8.9,1.4,3,9,29,4,15,1,19,5,16,kanteen01,178,Enes Freedom,C,29,BOS,35,411,0.526,4.4,,0.948,0.557,0.33,0.041,0.021,0.052,,0.533,0.537,0.5,0.5,1.0,0.4,,0.388,1.0,,0.031,2,,0.2,1.0,,0,0,kanteen01,2022
236,179,Markelle Fultz,PG,23,ORL,18,3,20.0,4.6,9.7,0.474,0.2,0.9,0.235,4.4,8.8,0.5,0.486,1.4,1.7,0.806,0.2,2.5,2.7,5.5,1.1,0.3,2.2,1.2,10.8,fultzma01,179,Markelle Fultz,PG,23,ORL,18,3,360,11.2,23.5,0.474,0.5,2.3,0.235,10.6,21.2,0.5,3.4,4.2,0.806,0.5,6.0,6.6,13.3,2.7,0.7,5.4,3.0,26.2,,102.0,111,fultzma01,179,Markelle Fultz,PG,23,ORL,18,360,17.7,0.517,0.097,0.177,1.2,13.2,7.2,48.9,2.7,1.3,17.5,27.5,,0.0,0.4,0.4,0.053,,-0.1,0.4,0.2,0.2,fultzma01,179,Markelle Fultz,PG,23,ORL,18,360,69%,30%,1%,,,-3.9,4.8,23,15,14,1,15,3,246,7,13,fultzma01,179,Markelle Fultz,PG,23,ORL,18,360,0.474,11.1,,0.903,0.229,0.309,0.211,0.154,0.097,,0.5,0.775,0.389,0.459,0.37,0.235,,0.177,0.5,,0.011,2,,0.118,0.5,,3,0,fultzma01,2022
237,180,Wenyen Gabriel,PF,24,TOT,26,5,13.8,2.1,4.2,0.491,0.3,1.1,0.286,1.8,3.2,0.561,0.527,1.0,1.6,0.595,1.5,2.2,3.7,0.5,0.2,0.4,0.6,2.6,5.4,gabriwe01,180,Wenyen Gabriel,PF,24,TOT,26,5,359,7.3,14.8,0.491,1.1,3.8,0.286,6.2,11.0,0.561,3.4,5.6,0.595,5.2,7.8,13.0,1.9,0.7,1.5,2.1,9.1,18.9,,113.0,113,gabriwe01,180,Wenyen Gabriel,PF,24,TOT,26,359,12.5,0.549,0.255,0.382,11.8,17.2,14.5,5.6,0.7,2.7,11.1,17.4,,0.4,0.3,0.7,0.089,,-3.7,-2.1,-5.9,-0.4,gabriwe01,180,Wenyen Gabriel,PF,24,TOT,26,359,,,8%,21%,71%,3.3,6.5,6,5,36,5,19,1,36,6,16,gabriwe01,180,Wenyen Gabriel,PF,24,TOT,26,359,0.491,8.5,,0.745,0.473,0.245,0.018,0.009,0.255,,0.561,0.692,0.37,0.0,0.0,0.286,,0.543,1.0,,0.136,13,,0.571,0.25,,0,0,gabriwe01,2022
241,181,Daniel Gafford,C,23,WAS,72,53,20.1,4.0,5.7,0.693,0.0,0.0,0.0,4.0,5.7,0.695,0.693,1.5,2.1,0.699,2.2,3.5,5.7,0.9,0.4,1.4,0.9,2.4,9.4,gaffoda01,181,Daniel Gafford,C,23,WAS,72,53,1444,9.8,14.1,0.693,0.0,0.0,0.0,9.8,14.0,0.695,3.7,5.2,0.699,5.3,8.6,13.9,2.3,1.0,3.4,2.2,5.8,23.2,,134.0,111,gaffoda01,181,Daniel Gafford,C,23,WAS,72,1444,21.8,0.708,0.002,0.372,12.1,19.0,15.6,7.3,1.0,5.8,12.0,16.7,,4.4,1.6,6.0,0.198,,1.1,0.5,1.6,1.3,gaffoda01,181,Daniel Gafford,C,23,WAS,72,1444,,,,,100%,-6.7,-5.4,22,23,112,15,78,4,166,31,38,gaffoda01,181,Daniel Gafford,C,23,WAS,72,1444,0.693,2.9,,0.998,0.657,0.304,0.022,0.012,0.002,,0.695,0.837,0.448,0.333,0.0,0.0,,0.737,,,0.438,158,,0.0,,,0,0,gaffoda01,2022
242,182,Danilo Gallinari,PF,33,ATL,66,18,25.3,3.9,9.0,0.434,1.7,4.5,0.381,2.2,4.6,0.485,0.528,2.1,2.4,0.904,0.5,4.1,4.7,1.5,0.4,0.2,0.6,1.4,11.7,gallida01,182,Danilo Gallinari,PF,33,ATL,66,18,1672,7.6,17.5,0.434,3.3,8.6,0.381,4.3,8.9,0.485,4.1,4.6,0.904,1.0,8.0,9.1,3.0,0.8,0.4,1.1,2.7,22.7,,120.0,117,gallida01,182,Danilo Gallinari,PF,33,ATL,66,1672,14.3,0.579,0.492,0.261,2.3,17.8,10.1,8.5,0.8,0.6,5.4,18.4,,2.8,0.8,3.6,0.105,,1.0,-1.2,-0.2,0.8,gallida01,182,Danilo Gallinari,PF,33,ATL,66,1672,,,,76%,24%,2.9,1.9,10,15,36,8,63,5,241,6,12,gallida01,182,Danilo Gallinari,PF,33,ATL,66,1672,0.434,18.4,,0.508,0.119,0.089,0.151,0.149,0.492,,0.485,0.718,0.377,0.467,0.382,0.381,,0.469,0.92,,0.032,19,,0.116,0.471,,2,1,gallida01,2022
246,184,Darius Garland,PG,22,CLE,68,68,35.7,8.0,17.3,0.462,2.6,6.7,0.383,5.4,10.6,0.512,0.536,3.2,3.5,0.892,0.6,2.7,3.3,8.6,1.3,0.1,3.6,1.7,21.7,garlada01,184,Darius Garland,PG,22,CLE,68,68,2430,11.1,24.1,0.462,3.6,9.3,0.383,7.6,14.8,0.512,4.4,5.0,0.892,0.8,3.8,4.6,12.0,1.8,0.1,5.1,2.4,30.3,,112.0,112,garlada01,184,Darius Garland,PG,22,CLE,68,2430,19.0,0.576,0.387,0.205,1.8,8.2,5.1,39.9,1.8,0.3,16.2,27.8,,3.8,2.5,6.3,0.125,,3.4,-0.8,2.6,2.8,garlada01,184,Darius Garland,PG,22,CLE,68,2430,95%,5%,,,,6.7,12.1,146,64,49,14,78,19,1345,20,51,garlada01,184,Darius Garland,PG,22,CLE,68,2430,0.462,15.5,,0.613,0.195,0.183,0.137,0.097,0.387,,0.512,0.607,0.451,0.497,0.456,0.383,,0.261,0.489,,0.001,0,,0.126,0.368,,2,1,garlada01,2022
247,185,Marcus Garrett,SG,23,MIA,12,0,10.7,0.4,1.8,0.238,0.1,0.3,0.25,0.3,1.4,0.235,0.262,0.2,0.4,0.4,0.8,1.2,1.9,0.6,0.4,0.3,0.2,1.3,1.1,garrema01,185,Marcus Garrett,SG,23,MIA,12,0,128,2.0,8.2,0.238,0.4,1.6,0.25,1.6,6.6,0.235,0.8,2.0,0.4,3.5,5.5,9.0,2.7,2.0,1.2,0.8,6.3,5.1,,89.0,108,garrema01,185,Marcus Garrett,SG,23,MIA,12,128,4.7,0.28,0.19,0.238,8.1,12.2,10.2,7.0,2.0,2.5,7.9,8.8,,-0.1,0.2,0.1,0.032,,-6.4,1.0,-5.4,-0.1,garrema01,185,Marcus Garrett,SG,23,MIA,12,128,2%,62%,36%,1%,,9.6,5.1,1,1,8,0,3,1,17,1,3,garrema01,185,Marcus Garrett,SG,23,MIA,12,128,0.238,9.3,,0.81,0.476,0.143,0.095,0.095,0.19,,0.235,0.2,0.333,0.0,0.5,0.25,,0.5,1.0,,0.0,0,,0.5,0.0,,0,0,garrema01,2022
248,186,Usman Garuba,PF,19,HOU,24,2,10.0,0.8,1.8,0.432,0.2,0.8,0.25,0.6,1.0,0.583,0.489,0.2,0.3,0.714,0.9,2.6,3.5,0.7,0.4,0.5,0.3,1.2,2.0,garubus01,186,Usman Garuba,PF,19,HOU,24,2,240,3.8,8.8,0.432,1.0,4.0,0.25,2.8,4.8,0.583,1.0,1.4,0.714,4.2,12.3,16.5,3.4,2.0,2.2,1.2,5.6,9.6,,119.0,111,garubus01,186,Usman Garuba,PF,19,HOU,24,240,12.9,0.51,0.455,0.159,9.6,28.7,19.1,9.6,2.0,4.1,11.3,9.4,,0.2,0.3,0.5,0.105,,-1.8,0.9,-0.9,0.1,garubus01,186,Usman Garuba,PF,19,HOU,24,240,,,,17%,83%,6.6,16.6,3,1,13,2,4,2,41,1,6,garubus01,186,Usman Garuba,PF,19,HOU,24,240,0.432,12.6,,0.545,0.5,0.023,0.023,0.0,0.455,,0.583,0.636,0.0,0.0,,0.25,,0.571,1.0,,0.136,5,,0.25,0.0,,0,0,garubus01,2022
249,187,Luka Garza,C,23,DET,32,5,12.2,2.1,4.6,0.449,0.5,1.5,0.327,1.6,3.1,0.51,0.503,1.2,1.9,0.623,1.8,1.3,3.1,0.6,0.3,0.2,0.6,1.7,5.8,garzalu01,187,Luka Garza,C,23,DET,32,5,389,8.3,18.4,0.449,2.0,6.1,0.327,6.3,12.3,0.51,4.8,7.7,0.623,7.3,5.3,12.5,2.5,1.1,0.8,2.3,6.9,23.3,,114.0,116,garzalu01,187,Luka Garza,C,23,DET,32,389,15.6,0.535,0.333,0.415,15.3,12.3,13.9,8.3,1.1,1.4,9.4,21.1,,0.5,0.2,0.8,0.093,,-0.5,-2.0,-2.5,-0.1,garzalu01,187,Luka Garza,C,23,DET,32,389,,,,1%,99%,-7.5,0.6,7,2,31,7,24,9,48,8,17,garzalu01,187,Luka Garza,C,23,DET,32,389,0.449,12.7,,0.667,0.293,0.218,0.068,0.088,0.333,,0.51,0.674,0.5,0.2,0.231,0.327,,0.52,1.0,,0.027,4,,0.061,0.0,,0,0,garzalu01,2022
250,188,Rudy Gay,PF,35,UTA,55,1,18.9,2.9,6.9,0.414,1.3,3.7,0.345,1.6,3.2,0.494,0.507,1.1,1.4,0.785,1.0,3.4,4.4,1.0,0.5,0.3,0.9,1.7,8.1,gayru01,188,Rudy Gay,PF,35,UTA,55,1,1038,7.5,18.0,0.414,3.3,9.7,0.345,4.1,8.4,0.494,3.0,3.8,0.785,2.6,8.9,11.5,2.7,1.2,0.9,2.2,4.5,21.2,,110.0,110,gayru01,188,Rudy Gay,PF,35,UTA,55,1038,13.0,0.539,0.536,0.208,6.0,19.1,12.8,7.8,1.2,1.6,10.2,19.3,,0.8,1.3,2.1,0.097,,-0.7,-0.3,-1.0,0.3,gayru01,188,Rudy Gay,PF,35,UTA,55,1038,,,,77%,23%,8.7,3.6,20,16,49,6,37,4,140,7,19,gayru01,188,Rudy Gay,PF,35,UTA,55,1038,0.414,17.4,,0.464,0.142,0.15,0.111,0.061,0.536,,0.494,0.778,0.333,0.405,0.391,0.345,,0.506,0.929,,0.047,14,,0.286,0.379,,0,0,gayru01,2022
251,189,Paul George,PF,31,LAC,31,31,34.7,8.6,20.5,0.421,2.9,8.3,0.354,5.7,12.2,0.467,0.493,4.1,4.8,0.858,0.4,6.5,6.9,5.7,2.2,0.4,4.1,2.4,24.3,georgpa01,189,Paul George,PF,31,LAC,31,31,1077,12.2,28.9,0.421,4.1,11.7,0.354,8.1,17.2,0.467,5.8,6.7,0.858,0.5,9.1,9.7,8.0,3.0,0.6,5.7,3.4,34.3,,100.0,106,georgpa01,189,Paul George,PF,31,LAC,31,1077,18.6,0.538,0.404,0.233,1.2,19.2,10.5,28.1,3.0,1.0,15.2,33.7,,-0.6,1.9,1.3,0.057,,1.8,1.9,3.7,1.6,georgpa01,189,Paul George,PF,31,LAC,31,1077,,,40%,55%,6%,4.3,5.7,80,34,27,9,61,11,430,13,29,georgpa01,189,Paul George,PF,31,LAC,31,1077,0.421,16.6,,0.596,0.146,0.123,0.16,0.167,0.404,,0.467,0.667,0.346,0.451,0.396,0.354,,0.22,0.484,,0.019,10,,0.152,0.538,,0,0,georgpa01,2022
252,190,Taj Gibson,C,36,NYK,52,4,18.2,1.7,3.2,0.518,0.3,0.7,0.395,1.4,2.5,0.555,0.563,0.8,1.0,0.808,1.7,2.7,4.4,0.6,0.4,0.8,0.5,2.6,4.4,gibsota01,190,Taj Gibson,C,36,NYK,52,4,946,4.5,8.8,0.518,0.8,2.0,0.395,3.8,6.8,0.555,2.2,2.8,0.808,4.7,7.5,12.1,1.7,1.2,2.1,1.4,7.2,12.1,,127.0,110,gibsota01,190,Taj Gibson,C,36,NYK,52,946,12.0,0.606,0.229,0.313,9.8,16.3,13.0,4.9,1.2,4.2,12.5,10.0,,1.4,1.2,2.7,0.135,,-3.0,1.0,-2.0,0.0,gibsota01,190,Taj Gibson,C,36,NYK,52,946,,,,10%,90%,4.1,4.9,8,3,56,11,22,4,84,4,9,gibsota01,190,Taj Gibson,C,36,NYK,52,946,0.518,9.9,,0.771,0.398,0.181,0.102,0.09,0.229,,0.555,0.667,0.433,0.529,0.333,0.395,,0.676,1.0,,0.127,18,,0.658,0.52,,0,0,gibsota01,2022
253,191,Josh Giddey,SF,19,OKC,54,54,31.5,5.2,12.4,0.419,1.0,3.9,0.263,4.2,8.5,0.492,0.461,1.0,1.5,0.709,1.8,6.0,7.8,6.4,0.9,0.4,3.2,1.6,12.5,giddejo01,191,Josh Giddey,SF,19,OKC,54,54,1700,8.1,19.2,0.419,1.6,6.1,0.263,6.4,13.1,0.492,1.6,2.3,0.709,2.8,9.3,12.1,9.9,1.5,0.6,4.9,2.5,19.3,,97.0,112,giddejo01,191,Josh Giddey,SF,19,OKC,54,1700,13.3,0.478,0.318,0.118,5.8,19.8,12.7,32.3,1.5,1.1,19.5,22.2,,-1.3,1.7,0.4,0.01,,-1.2,0.3,-0.9,0.5,giddejo01,191,Josh Giddey,SF,19,OKC,54,1700,,5%,66%,29%,,-8.5,-0.3,108,40,43,8,36,4,823,7,49,giddejo01,191,Josh Giddey,SF,19,OKC,54,1700,0.419,12.7,,0.682,0.196,0.336,0.097,0.054,0.318,,0.492,0.649,0.444,0.431,0.333,0.263,,0.302,0.821,,0.009,4,,0.202,0.326,,0,0,giddejo01,2022
254,192,Shai Gilgeous-Alexander,PG,23,OKC,56,56,34.7,8.5,18.8,0.453,1.6,5.3,0.3,6.9,13.5,0.514,0.496,5.9,7.2,0.81,0.7,4.3,5.0,5.9,1.3,0.8,2.8,2.5,24.5,gilgesh01,192,Shai Gilgeous-Alexander,PG,23,OKC,56,56,1942,12.0,26.4,0.453,2.2,7.4,0.3,9.7,18.9,0.514,8.2,10.2,0.81,0.9,6.0,7.0,8.3,1.8,1.2,3.9,3.6,34.4,,111.0,113,gilgesh01,192,Shai Gilgeous-Alexander,PG,23,OKC,56,1942,20.9,0.557,0.282,0.385,1.9,13.0,7.4,31.1,1.8,2.2,11.1,30.8,,2.8,1.8,4.6,0.113,,2.9,0.5,3.4,2.7,gilgesh01,192,Shai Gilgeous-Alexander,PG,23,OKC,56,1942,65%,33%,2%,,,-6.8,2.9,78,50,61,19,168,6,806,35,64,gilgesh01,192,Shai Gilgeous-Alexander,PG,23,OKC,56,1942,0.453,12.1,,0.718,0.22,0.32,0.131,0.047,0.282,,0.514,0.662,0.445,0.442,0.49,0.3,,0.137,0.303,,0.023,23,,0.077,0.391,,0,0,gilgesh01,2022
255,193,Anthony Gill,PF,29,WAS,44,0,10.5,1.4,2.5,0.569,0.3,0.6,0.538,1.1,1.9,0.578,0.633,1.0,1.2,0.808,0.8,1.2,1.9,0.6,0.1,0.3,0.4,1.3,4.1,gillan01,193,Anthony Gill,PF,29,WAS,44,0,463,6.6,11.6,0.569,1.5,2.8,0.538,5.1,8.9,0.578,4.5,5.6,0.808,3.5,5.6,9.1,2.9,0.5,1.2,1.9,6.2,19.2,,132.0,117,gillan01,193,Anthony Gill,PF,29,WAS,44,463,14.7,0.682,0.239,0.477,8.0,12.2,10.2,8.3,0.5,2.0,12.0,14.4,,1.1,0.2,1.4,0.14,,-0.6,-1.3,-1.9,0.0,gillan01,193,Anthony Gill,PF,29,WAS,44,463,,,16%,77%,7%,8.3,13.1,9,3,36,4,26,6,64,4,12,gillan01,193,Anthony Gill,PF,29,WAS,44,463,0.569,9.2,,0.761,0.294,0.45,0.018,0.0,0.239,,0.578,0.625,0.551,0.5,,0.538,,0.771,1.0,,0.046,3,,0.462,0.583,,0,0,gillan01,2022
257,195,Rudy Gobert,C,29,UTA,66,66,32.1,5.5,7.7,0.713,0.0,0.1,0.0,5.5,7.6,0.718,0.713,4.6,6.7,0.69,3.7,11.0,14.7,1.1,0.7,2.1,1.8,2.7,15.6,goberru01,195,Rudy Gobert,C,29,UTA,66,66,2120,8.4,11.8,0.713,0.0,0.1,0.0,8.4,11.7,0.718,7.1,10.2,0.69,5.6,16.9,22.6,1.7,1.0,3.2,2.8,4.1,23.9,,137.0,103,goberru01,195,Rudy Gobert,C,29,UTA,66,2120,24.7,0.732,0.008,0.864,12.9,36.3,25.0,5.1,1.0,5.7,14.5,16.9,,7.3,4.3,11.7,0.264,,2.9,1.7,4.6,3.6,goberru01,195,Rudy Gobert,C,29,UTA,66,2120,,,,,100%,9.4,7.1,25,36,83,40,172,6,185,27,48,goberru01,195,Rudy Gobert,C,29,UTA,66,2120,0.713,2.7,,0.992,0.738,0.244,0.008,0.002,0.008,,0.718,0.803,0.468,0.75,0.0,0.0,,0.724,,,0.494,233,,0.0,,,2,0,goberru01,2022
