,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Unnamed: 60,ORtg,DRtg,Player-additional.1,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.2,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1,Season
338,265,Tyus Jones,PG,23,MEM,65,6,19.0,3.0,6.6,0.459,0.7,1.9,0.379,2.3,4.7,0.492,0.514,0.7,0.9,0.741,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7,7.4,jonesty01,265,Tyus Jones,PG,23,MEM,65,6,1232,7.5,16.3,0.459,1.8,4.7,0.379,5.7,11.6,0.492,1.6,2.2,0.741,0.3,3.6,3.9,10.8,2.2,0.2,2.1,1.7,18.3,,116.0,112,jonesty01,265,Tyus Jones,PG,23,MEM,65,1232,15.7,0.532,0.289,0.135,0.8,7.9,4.4,32.0,2.2,0.4,10.8,17.2,,1.9,1.1,3.0,0.117,,0.4,0.2,0.6,0.8,jonesty01,265,Tyus Jones,PG,23,MEM,65,1232,100%,,,,,-1.8,-1.7,39,7,19,3,16,8,689,1,25,jonesty01,265,Tyus Jones,PG,23,MEM,65,1232,0.459,13.6,,0.711,0.175,0.242,0.198,0.096,0.289,,0.492,0.653,0.423,0.435,0.488,0.379,,0.387,0.745,,0.0,0,,0.177,0.5,,0,0,jonesty01,2020
339,266,DeAndre Jordan,C,31,BRK,56,6,22.0,3.4,5.1,0.666,0.0,0.0,,3.4,5.1,0.666,0.666,1.5,2.2,0.68,2.5,7.5,10.0,1.9,0.3,0.9,1.3,2.0,8.3,jordade01,266,DeAndre Jordan,C,31,BRK,56,6,1234,7.3,11.0,0.666,0.0,0.0,,7.3,11.0,0.666,3.2,4.7,0.68,5.4,16.1,21.5,4.0,0.7,2.0,2.8,4.4,17.8,,129.0,104,jordade01,266,DeAndre Jordan,C,31,BRK,56,1234,19.9,0.682,0.0,0.425,12.1,34.5,23.5,12.6,0.7,3.5,17.8,14.1,,3.0,2.2,5.2,0.2,,1.2,1.8,3.0,1.5,jordade01,266,DeAndre Jordan,C,31,BRK,56,1234,,,,,100%,-1.3,-1.0,40,11,58,14,49,6,245,18,19,jordade01,266,DeAndre Jordan,C,31,BRK,56,1234,0.666,1.8,,1.0,0.836,0.15,0.007,0.007,0.0,,0.666,0.729,0.349,0.0,0.5,,,0.743,,,0.463,113,,,,,0,0,jordade01,2020
340,267,Cory Joseph,PG,28,SAC,72,26,24.4,2.4,5.7,0.415,0.8,2.2,0.352,1.6,3.5,0.455,0.483,0.8,1.0,0.857,0.6,2.0,2.6,3.5,0.7,0.3,1.1,1.8,6.4,josepco01,267,Cory Joseph,PG,28,SAC,72,26,1759,4.7,11.4,0.415,1.5,4.4,0.352,3.2,7.0,0.455,1.7,1.9,0.857,1.2,4.0,5.2,6.9,1.5,0.6,2.2,3.7,12.6,,110.0,114,josepco01,267,Cory Joseph,PG,28,SAC,72,1759,10.1,0.517,0.386,0.17,2.7,9.4,6.0,19.1,1.5,1.1,15.3,12.9,,1.2,1.1,2.3,0.062,,-2.1,0.1,-2.0,0.0,josepco01,267,Cory Joseph,PG,28,SAC,72,1759,73%,27%,,,,0.2,4.7,53,20,73,3,27,41,614,6,13,josepco01,267,Cory Joseph,PG,28,SAC,72,1759,0.415,15.4,,0.614,0.158,0.201,0.131,0.124,0.386,,0.455,0.677,0.41,0.315,0.392,0.352,,0.217,0.893,,0.0,0,,0.245,0.436,,1,0,josepco01,2020
341,268,Mfiondu Kabengele,C,22,LAC,12,0,5.3,1.2,2.7,0.438,0.8,1.7,0.45,0.4,1.0,0.417,0.578,0.4,0.4,1.0,0.1,0.8,0.9,0.2,0.2,0.2,0.2,0.8,3.5,kabenmf01,268,Mfiondu Kabengele,C,22,LAC,12,0,64,10.3,23.6,0.438,6.6,14.8,0.45,3.7,8.9,0.417,3.7,3.7,1.0,0.7,7.4,8.1,1.5,1.5,1.5,1.5,6.6,31.0,,119.0,107,kabenmf01,268,Mfiondu Kabengele,C,22,LAC,12,64,18.2,0.614,0.625,0.156,1.7,15.8,8.9,4.9,1.5,2.8,5.5,23.7,,0.1,0.1,0.2,0.173,,2.3,-0.1,2.2,0.1,kabenmf01,268,Mfiondu Kabengele,C,22,LAC,12,64,,,,15%,86%,0.9,-5.7,1,1,8,0,2,0,5,1,4,kabenmf01,268,Mfiondu Kabengele,C,22,LAC,12,64,0.438,18.0,,0.375,0.188,0.125,0.063,0.0,0.625,,0.417,0.833,0.0,0.0,,0.45,,0.8,0.778,,0.125,4,,0.2,0.75,,0,0,kabenmf01,2020
342,269,Frank Kaminsky,C,26,PHO,39,13,19.9,3.5,7.9,0.45,1.1,3.2,0.331,2.5,4.7,0.53,0.516,1.6,2.3,0.678,0.9,3.6,4.5,1.9,0.4,0.3,0.9,1.9,9.7,kaminfr01,269,Frank Kaminsky,C,26,PHO,39,13,777,8.4,18.7,0.45,2.5,7.6,0.331,5.9,11.2,0.53,3.7,5.5,0.678,2.1,8.6,10.7,4.6,0.9,0.6,2.3,4.6,23.0,,110.0,112,kaminfr01,269,Frank Kaminsky,C,26,PHO,39,777,14.2,0.545,0.404,0.293,4.9,20.4,12.6,14.3,0.9,1.1,9.6,21.0,,0.7,0.7,1.4,0.087,,-0.1,-0.4,-0.5,0.3,kaminfr01,269,Frank Kaminsky,C,26,PHO,39,777,,,,,100%,-0.7,-1.4,12,9,42,5,41,7,182,9,19,kaminfr01,269,Frank Kaminsky,C,26,PHO,39,777,0.45,13.4,,0.596,0.293,0.195,0.065,0.042,0.404,,0.53,0.6,0.55,0.35,0.231,0.331,,0.68,1.0,,0.052,13,,0.056,0.429,,0,0,kaminfr01,2020
343,270,Luke Kennard,SG,23,DET,28,25,32.9,5.4,12.2,0.442,2.6,6.5,0.399,2.8,5.7,0.491,0.548,2.4,2.7,0.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8,kennalu01,270,Luke Kennard,SG,23,DET,28,25,922,8.1,18.2,0.442,3.9,9.8,0.399,4.2,8.5,0.491,3.6,4.0,0.893,0.5,4.7,5.2,6.1,0.6,0.3,2.3,3.5,23.6,,117.0,117,kennalu01,270,Luke Kennard,SG,23,DET,28,922,14.4,0.589,0.535,0.219,1.1,11.1,6.0,19.2,0.6,0.5,10.3,19.8,,1.6,0.3,1.9,0.1,,1.1,-1.4,-0.3,0.4,kennalu01,270,Luke Kennard,SG,23,DET,28,922,,53%,47%,,,-2.8,1.8,21,12,26,6,22,4,272,3,13,kennalu01,270,Luke Kennard,SG,23,DET,28,922,0.442,18.2,,0.465,0.126,0.117,0.111,0.111,0.535,,0.491,0.721,0.425,0.342,0.447,0.399,,0.474,0.808,,0.003,1,,0.186,0.353,,0,0,kennalu01,2020
345,272,Michael Kidd-Gilchrist,PF,26,TOT,25,0,11.2,0.9,2.6,0.333,0.2,0.8,0.25,0.7,1.8,0.37,0.371,0.4,0.6,0.786,0.6,2.1,2.7,0.6,0.1,0.2,0.6,1.5,2.4,kiddgmi01,272,Michael Kidd-Gilchrist,PF,26,TOT,25,0,281,3.9,11.6,0.333,0.9,3.5,0.25,3.0,8.1,0.37,1.9,2.5,0.786,2.5,9.3,11.8,2.5,0.4,1.1,2.8,6.5,10.5,,85.0,113,kiddgmi01,272,Michael Kidd-Gilchrist,PF,26,TOT,25,281,4.2,0.416,0.303,0.212,5.3,20.4,12.8,7.1,0.3,1.9,18.1,13.7,,-0.4,0.2,-0.2,-0.03,,-6.3,-1.1,-7.4,-0.4,kiddgmi01,272,Michael Kidd-Gilchrist,PF,26,TOT,25,281,,,28%,71%,1%,5.0,7.3,5,4,17,1,6,1,37,2,5,kiddgmi01,272,Michael Kidd-Gilchrist,PF,26,TOT,25,281,0.333,12.7,,0.697,0.212,0.333,0.045,0.106,0.303,,0.37,0.5,0.364,0.333,0.143,0.25,,0.706,1.0,,0.0,0,,0.3,0.333,,0,0,kiddgmi01,2020
349,274,Maxi Kleber,PF,28,DAL,74,21,25.5,3.2,6.9,0.461,1.6,4.3,0.373,1.6,2.6,0.605,0.577,1.1,1.3,0.849,1.5,3.7,5.2,1.2,0.3,1.1,0.8,2.4,9.1,klebima01,274,Maxi Kleber,PF,28,DAL,74,21,1890,6.1,13.1,0.461,3.0,8.2,0.373,3.0,5.0,0.605,2.0,2.4,0.849,2.9,7.1,9.9,2.3,0.6,2.1,1.5,4.5,17.2,,122.0,112,klebima01,274,Maxi Kleber,PF,28,DAL,74,1890,13.6,0.605,0.621,0.181,6.3,15.1,10.8,6.3,0.6,3.8,9.5,13.9,,3.2,1.7,4.8,0.123,,0.4,0.0,0.4,1.1,klebima01,274,Maxi Kleber,PF,28,DAL,74,1890,,,,65%,35%,3.4,-3.1,17,15,103,15,42,12,215,14,14,klebima01,274,Maxi Kleber,PF,28,DAL,74,1890,0.461,16.7,,0.379,0.276,0.066,0.027,0.01,0.621,,0.605,0.669,0.471,0.357,0.4,0.373,,0.831,1.0,,0.107,51,,0.379,0.38,,0,0,klebima01,2020
350,275,Brandon Knight,SG-PG,28,TOT,25,3,18.5,2.4,6.7,0.353,1.8,5.2,0.344,0.6,1.4,0.389,0.488,0.8,1.4,0.588,0.2,1.5,1.6,2.8,0.4,0.1,1.5,1.6,7.3,knighbr03,275,Brandon Knight,SG-PG,28,TOT,25,3,462,6.2,17.7,0.353,4.8,13.9,0.344,1.5,3.8,0.389,2.1,3.6,0.588,0.4,3.9,4.3,7.3,1.1,0.3,4.0,4.2,19.4,,98.0,117,knighbr03,275,Brandon Knight,SG-PG,28,TOT,25,462,8.5,0.503,0.784,0.204,1.0,9.1,5.0,21.6,1.1,0.6,17.3,20.6,,-0.2,0.1,-0.1,-0.01,,-1.8,-2.6,-4.4,-0.3,knighbr03,275,Brandon Knight,SG-PG,28,TOT,25,462,56%,35%,10%,,,-8.9,-2.9,20,11,13,4,5,4,175,1,8,knighbr03,275,Brandon Knight,SG-PG,28,TOT,25,462,0.353,22.1,,0.216,0.066,0.066,0.078,0.006,0.784,,0.389,0.364,0.273,0.538,0.0,0.344,,0.143,0.533,,0.0,0,,0.107,0.357,,0,0,knighbr03,2020
353,276,Kevin Knox,SF,20,NYK,65,4,17.9,2.2,6.2,0.359,1.0,3.1,0.327,1.2,3.1,0.391,0.44,1.0,1.6,0.653,0.4,2.4,2.8,0.9,0.4,0.4,0.7,1.6,6.4,knoxke01,276,Kevin Knox,SF,20,NYK,65,4,1166,6.0,16.7,0.359,2.7,8.3,0.327,3.3,8.4,0.391,2.8,4.2,0.653,1.2,6.5,7.7,2.5,1.0,1.2,1.9,4.4,17.5,,97.0,114,knoxke01,276,Kevin Knox,SF,20,NYK,65,1166,8.3,0.47,0.496,0.252,2.5,14.7,8.4,7.4,1.0,2.3,9.2,17.8,,-0.5,0.7,0.2,0.007,,-3.1,-1.1,-4.2,-0.7,knoxke01,276,Kevin Knox,SF,20,NYK,65,1166,,3%,77%,19%,,-8.0,-2.6,15,14,56,10,47,2,145,5,21,knoxke01,276,Kevin Knox,SF,20,NYK,65,1166,0.359,16.6,,0.504,0.195,0.125,0.082,0.102,0.496,,0.391,0.564,0.26,0.333,0.268,0.327,,0.506,0.923,,0.045,13,,0.241,0.271,,1,0,knoxke01,2020
354,277,John Konchar,SG,23,MEM,19,0,9.5,1.3,1.9,0.649,0.3,0.5,0.5,1.0,1.4,0.704,0.716,0.1,0.1,0.5,0.9,1.5,2.5,1.2,0.4,0.2,0.4,0.4,2.8,konchjo01,277,John Konchar,SG,23,MEM,19,0,181,6.2,9.5,0.649,1.3,2.6,0.5,4.9,7.0,0.704,0.3,0.5,0.5,4.6,7.5,12.1,5.7,1.8,0.8,1.8,1.8,13.9,,140.0,110,konchjo01,277,John Konchar,SG,23,MEM,19,181,18.0,0.713,0.27,0.054,10.7,16.6,13.7,16.2,1.8,1.5,15.6,10.3,,0.5,0.2,0.7,0.182,,2.5,2.0,4.5,0.3,konchjo01,277,John Konchar,SG,23,MEM,19,181,14%,75%,12%,,,7.3,8.5,5,1,7,0,2,0,54,2,2,konchjo01,277,John Konchar,SG,23,MEM,19,181,0.649,8.5,,0.73,0.541,0.135,0.054,0.0,0.27,,0.704,0.75,0.6,0.5,,0.5,,0.684,0.6,,0.108,2,,0.4,0.0,,0,0,konchjo01,2020
355,278,Furkan Korkmaz,SG,22,PHI,72,12,21.7,3.4,7.8,0.43,2.0,4.9,0.402,1.4,2.9,0.478,0.557,1.1,1.4,0.755,0.3,2.1,2.3,1.1,0.6,0.2,0.8,1.4,9.8,korkmfu01,278,Furkan Korkmaz,SG,22,PHI,72,12,1559,7.5,17.5,0.43,4.4,11.1,0.402,3.1,6.4,0.478,2.4,3.2,0.755,0.6,4.7,5.2,2.5,1.3,0.5,1.8,3.0,21.9,,111.0,112,korkmfu01,278,Furkan Korkmaz,SG,22,PHI,72,1559,12.0,0.579,0.632,0.181,1.3,10.6,6.0,7.3,1.3,0.9,8.8,18.4,,1.4,1.4,2.8,0.085,,-0.4,-1.0,-1.3,0.3,korkmfu01,278,Furkan Korkmaz,SG,22,PHI,72,1559,,32%,65%,3%,,2.0,-0.6,26,11,46,5,39,13,187,7,8,korkmfu01,278,Furkan Korkmaz,SG,22,PHI,72,1559,0.43,19.2,,0.368,0.11,0.123,0.078,0.057,0.632,,0.478,0.677,0.377,0.432,0.375,0.402,,0.727,0.972,,0.018,10,,0.213,0.487,,1,0,korkmfu01,2020
356,279,Luke Kornet,C,24,CHI,36,14,15.5,2.3,5.2,0.439,0.9,3.0,0.287,1.4,2.2,0.646,0.521,0.6,0.8,0.714,0.6,1.7,2.3,0.9,0.3,0.7,0.4,1.5,6.0,kornelu01,279,Luke Kornet,C,24,CHI,36,14,559,7.1,16.1,0.439,2.7,9.3,0.287,4.4,6.8,0.646,1.7,2.4,0.714,1.9,5.3,7.2,2.8,0.9,2.2,1.2,4.7,18.5,,112.0,111,kornelu01,279,Luke Kornet,C,24,CHI,36,559,12.7,0.539,0.578,0.15,4.1,12.9,8.3,8.5,0.9,4.4,6.6,16.3,,0.5,0.6,1.1,0.091,,-0.9,-0.2,-1.2,0.1,kornelu01,279,Luke Kornet,C,24,CHI,36,559,,,,,100%,-5.0,-2.0,6,2,35,4,13,3,75,2,6,kornelu01,279,Luke Kornet,C,24,CHI,36,559,0.439,16.1,,0.422,0.289,0.102,0.021,0.011,0.578,,0.646,0.741,0.474,0.5,0.0,0.287,,0.863,1.0,,0.134,23,,0.213,0.174,,0,0,kornelu01,2020
357,280,Kyle Korver,SF,38,MIL,58,1,16.6,2.2,5.1,0.43,1.7,4.1,0.418,0.5,1.0,0.482,0.599,0.6,0.7,0.854,0.3,1.8,2.1,1.2,0.4,0.2,0.8,1.3,6.7,korveky01,280,Kyle Korver,SF,38,MIL,58,1,960,6.0,13.9,0.43,4.7,11.3,0.418,1.3,2.7,0.482,1.7,2.0,0.854,0.7,5.1,5.8,3.2,1.2,0.6,2.3,3.7,18.4,,113.0,106,korveky01,280,Kyle Korver,SF,38,MIL,58,960,11.3,0.62,0.809,0.14,1.6,10.4,6.3,9.2,1.2,1.1,13.4,15.4,,0.9,1.5,2.5,0.124,,-0.6,0.7,0.1,0.5,korveky01,280,Kyle Korver,SF,38,MIL,58,960,,19%,66%,16%,,5.6,-6.1,26,7,41,7,9,8,155,2,5,korveky01,280,Kyle Korver,SF,38,MIL,58,960,0.43,23.4,,0.191,0.038,0.017,0.031,0.106,0.809,,0.482,0.455,0.2,0.556,0.516,0.418,,0.778,0.97,,0.0,0,,0.236,0.429,,0,0,korveky01,2020
358,281,Rodions Kurucs,PF,21,BRK,47,9,14.6,1.7,3.8,0.446,0.7,1.9,0.367,1.0,1.9,0.529,0.54,0.5,0.8,0.632,0.5,2.4,2.9,1.1,0.5,0.1,1.0,1.9,4.6,kurucro01,281,Rodions Kurucs,PF,21,BRK,47,9,684,5.5,12.2,0.446,2.3,6.2,0.367,3.2,6.0,0.529,1.7,2.6,0.632,1.7,7.7,9.5,3.5,1.7,0.3,3.2,6.2,14.9,,101.0,109,kurucro01,281,Rodions Kurucs,PF,21,BRK,47,684,8.9,0.555,0.508,0.215,3.9,16.6,10.4,10.4,1.7,0.6,19.2,14.7,,-0.1,0.8,0.8,0.055,,-3.6,0.9,-2.8,-0.1,kurucro01,281,Rodions Kurucs,PF,21,BRK,47,684,,,,82%,18%,-2.0,-1.7,19,13,37,6,12,7,131,2,14,kurucro01,281,Rodions Kurucs,PF,21,BRK,47,684,0.446,14.3,,0.492,0.35,0.124,0.011,0.006,0.508,,0.529,0.645,0.273,0.0,0.0,0.367,,0.804,0.97,,0.09,14,,0.178,0.438,,0,0,kurucro01,2020
359,282,Kyle Kuzma,PF,24,LAL,61,9,25.0,4.8,11.0,0.436,1.4,4.5,0.316,3.4,6.5,0.518,0.5,1.9,2.5,0.735,0.9,3.6,4.5,1.3,0.5,0.4,1.5,2.1,12.8,kuzmaky01,282,Kyle Kuzma,PF,24,LAL,61,9,1526,9.1,20.8,0.436,2.7,8.5,0.316,6.4,12.3,0.518,3.6,4.8,0.735,1.6,6.9,8.5,2.5,0.9,0.8,2.8,3.9,24.4,,103.0,109,kuzmaky01,282,Kyle Kuzma,PF,24,LAL,61,1526,12.2,0.531,0.407,0.232,3.8,15.7,9.8,7.6,0.9,1.5,11.0,22.9,,0.1,1.9,2.0,0.063,,-1.6,-1.0,-2.6,-0.2,kuzmaky01,282,Kyle Kuzma,PF,24,LAL,61,1526,,,9%,88%,4%,5.7,-0.2,36,21,73,17,77,10,194,18,22,kuzmaky01,282,Kyle Kuzma,PF,24,LAL,61,1526,0.436,15.2,,0.593,0.193,0.226,0.078,0.096,0.407,,0.518,0.783,0.411,0.385,0.344,0.316,,0.605,0.93,,0.036,22,,0.232,0.54,,2,0,kuzmaky01,2020
360,283,Skal Labissière,C,23,POR,33,1,17.2,2.5,4.5,0.551,0.1,0.4,0.231,2.4,4.1,0.582,0.561,0.8,1.0,0.758,2.0,3.2,5.1,1.3,0.2,0.9,0.9,2.7,5.8,labissk01,283,Skal Labissière,C,23,POR,33,1,567,6.8,12.4,0.551,0.3,1.1,0.231,6.6,11.3,0.582,2.1,2.8,0.758,5.5,8.7,14.2,3.5,0.6,2.6,2.5,7.5,16.0,,121.0,113,labissk01,283,Skal Labissière,C,23,POR,33,567,15.4,0.588,0.088,0.224,12.1,19.0,15.6,10.1,0.6,4.7,15.7,14.3,,1.0,0.4,1.4,0.119,,-1.5,0.2,-1.3,0.1,labissk01,283,Skal Labissière,C,23,POR,33,567,,,,8%,92%,1.7,3.1,8,7,45,10,13,3,102,1,7,labissk01,283,Skal Labissière,C,23,POR,33,567,0.551,8.3,,0.912,0.374,0.279,0.177,0.082,0.088,,0.582,0.673,0.463,0.615,0.5,0.231,,0.731,1.0,,0.197,27,,0.154,0.0,,0,0,labissk01,2020
361,284,Jeremy Lamb,SG,27,IND,46,42,28.1,4.7,10.4,0.451,1.2,3.4,0.335,3.5,7.0,0.508,0.506,2.0,2.4,0.836,0.5,3.8,4.3,2.1,1.2,0.5,1.1,2.3,12.5,lambje01,284,Jeremy Lamb,SG,27,IND,46,42,1291,8.1,18.0,0.451,2.0,5.9,0.335,6.1,12.1,0.508,3.5,4.1,0.836,0.9,6.6,7.5,3.6,2.1,0.8,1.9,3.9,21.7,,108.0,107,lambje01,284,Jeremy Lamb,SG,27,IND,46,1291,14.0,0.547,0.33,0.23,2.1,14.8,8.5,10.5,2.1,1.5,8.7,19.6,,0.9,1.8,2.7,0.099,,-1.1,0.8,-0.4,0.5,lambje01,284,Jeremy Lamb,SG,27,IND,46,1291,,95%,5%,,,-0.3,-4.0,27,11,44,8,51,20,223,9,16,lambje01,284,Jeremy Lamb,SG,27,IND,46,1291,0.451,15.1,,0.67,0.194,0.146,0.146,0.184,0.33,,0.508,0.624,0.457,0.543,0.398,0.335,,0.368,0.755,,0.01,5,,0.165,0.346,,1,0,lambje01,2020
362,285,Romeo Langford,SG,20,BOS,32,2,11.6,0.9,2.5,0.35,0.2,0.8,0.185,0.7,1.7,0.434,0.381,0.6,0.8,0.72,0.5,0.8,1.3,0.4,0.3,0.3,0.3,1.0,2.5,langfro01,285,Romeo Langford,SG,20,BOS,32,2,370,3.7,10.4,0.35,0.7,3.5,0.185,3.0,6.9,0.434,2.3,3.3,0.72,2.0,3.4,5.3,1.7,1.0,1.0,1.4,4.3,10.3,,95.0,111,langfro01,285,Romeo Langford,SG,20,BOS,32,370,5.4,0.434,0.338,0.313,4.4,7.4,5.9,4.5,1.0,2.0,10.8,11.8,,-0.2,0.4,0.2,0.025,,-4.7,-0.3,-4.9,-0.3,langfro01,285,Romeo Langford,SG,20,BOS,32,370,6%,47%,44%,3%,,10.6,4.6,4,5,19,1,9,10,32,0,11,langfro01,285,Romeo Langford,SG,20,BOS,32,370,0.35,11.5,,0.663,0.338,0.275,0.038,0.013,0.338,,0.434,0.556,0.273,0.667,0.0,0.185,,0.478,1.0,,0.05,3,,0.444,0.25,,1,0,langfro01,2020
363,286,Zach LaVine,SF,24,CHI,60,60,34.8,9.0,20.0,0.45,3.1,8.1,0.38,5.9,11.9,0.497,0.526,4.5,5.6,0.802,0.7,4.1,4.8,4.2,1.5,0.5,3.4,2.2,25.5,lavinza01,286,Zach LaVine,SF,24,CHI,60,60,2085,12.5,27.7,0.45,4.3,11.2,0.38,8.2,16.5,0.497,6.2,7.7,0.802,0.9,5.7,6.7,5.9,2.0,0.6,4.8,3.0,35.3,,106.0,110,lavinza01,286,Zach LaVine,SF,24,CHI,60,2085,19.4,0.568,0.404,0.279,2.1,13.8,7.7,21.7,2.0,1.3,13.3,31.7,,1.8,2.2,4.0,0.091,,3.3,-0.8,2.5,2.4,lavinza01,286,Zach LaVine,SF,24,CHI,60,2085,,24%,73%,3%,,-5.0,-5.0,96,59,63,20,143,7,609,33,86,lavinza01,286,Zach LaVine,SF,24,CHI,60,2085,0.45,13.9,,0.596,0.374,0.083,0.048,0.093,0.404,,0.497,0.623,0.182,0.228,0.405,0.38,,0.406,0.549,,0.077,88,,0.167,0.481,,2,0,lavinza01,2020
365,288,Jake Layman,SF,25,MIN,23,2,22.0,3.5,7.8,0.453,1.0,3.1,0.333,2.5,4.7,0.533,0.52,1.0,1.4,0.75,0.7,1.7,2.5,0.7,0.7,0.4,1.0,2.0,9.1,laymaja01,288,Jake Layman,SF,25,MIN,23,2,505,7.4,16.5,0.453,2.2,6.6,0.333,5.2,9.8,0.533,2.2,2.9,0.75,1.6,3.7,5.2,1.4,1.6,0.9,2.2,4.3,19.3,,102.0,114,laymaja01,288,Jake Layman,SF,25,MIN,23,505,10.3,0.544,0.402,0.179,3.4,8.7,6.0,4.4,1.6,1.6,11.1,17.7,,0.0,0.3,0.3,0.03,,-2.8,-0.9,-3.7,-0.2,laymaja01,288,Jake Layman,SF,25,MIN,23,505,,1%,32%,67%,,1.5,7.3,10,3,21,4,17,4,34,6,4,laymaja01,288,Jake Layman,SF,25,MIN,23,505,0.453,13.3,,0.598,0.352,0.14,0.039,0.067,0.402,,0.533,0.635,0.28,0.571,0.5,0.333,,0.789,0.917,,0.073,12,,0.208,0.333,,0,0,laymaja01,2020
366,289,T.J. Leaf,PF,22,IND,28,1,7.9,1.3,3.1,0.419,0.2,0.6,0.278,1.1,2.4,0.456,0.448,0.3,0.6,0.438,0.8,1.7,2.5,0.3,0.4,0.1,0.3,0.8,3.0,leaftj01,289,T.J. Leaf,PF,22,IND,28,1,222,7.9,18.8,0.419,1.1,3.9,0.278,6.8,14.9,0.456,1.5,3.5,0.438,5.0,10.5,15.5,2.0,2.2,0.9,1.7,4.8,18.4,,98.0,105,leaftj01,289,T.J. Leaf,PF,22,IND,28,222,12.9,0.451,0.209,0.186,11.5,23.5,17.5,5.7,2.2,1.6,7.9,20.0,,-0.1,0.4,0.3,0.061,,-2.5,0.1,-2.4,0.0,leaftj01,289,T.J. Leaf,PF,22,IND,28,222,,,,57%,43%,1.5,-0.9,2,5,12,0,6,2,23,2,7,leaftj01,289,T.J. Leaf,PF,22,IND,28,222,0.419,8.6,,0.791,0.5,0.209,0.07,0.012,0.209,,0.456,0.581,0.278,0.167,0.0,0.278,,0.581,1.0,,0.093,8,,0.222,0.5,,0,0,leaftj01,2020
368,291,Courtney Lee,SG,34,DAL,24,9,14.4,1.7,3.4,0.488,0.9,2.0,0.447,0.8,1.5,0.543,0.616,0.3,0.3,0.857,0.3,1.0,1.3,0.5,0.8,0.3,0.5,1.4,4.5,leeco01,291,Courtney Lee,SG,34,DAL,24,9,345,5.6,11.5,0.488,2.9,6.6,0.447,2.7,4.9,0.543,0.8,1.0,0.857,1.0,3.5,4.5,1.7,2.5,0.8,1.5,4.6,15.0,,116.0,111,leeco01,291,Courtney Lee,SG,34,DAL,24,345,10.8,0.629,0.573,0.085,2.2,7.5,4.9,4.7,2.5,1.5,11.4,11.9,,0.3,0.3,0.7,0.092,,-2.1,1.5,-0.6,0.1,leeco01,291,Courtney Lee,SG,34,DAL,24,345,,17%,77%,6%,,7.5,2.9,6,2,14,0,3,0,32,1,0,leeco01,291,Courtney Lee,SG,34,DAL,24,345,0.488,17.3,,0.427,0.171,0.134,0.024,0.098,0.573,,0.543,0.714,0.545,0.0,0.375,0.447,,0.421,0.857,,0.024,2,,0.383,0.444,,0,0,leeco01,2020
369,292,Damion Lee,SG,27,GSW,49,36,29.0,4.3,10.4,0.417,1.7,4.9,0.356,2.6,5.6,0.471,0.5,2.2,2.6,0.873,0.7,4.2,4.9,2.7,1.0,0.1,1.4,2.4,12.7,leeda03,292,Damion Lee,SG,27,GSW,49,36,1423,7.2,17.2,0.417,2.9,8.0,0.356,4.3,9.1,0.471,3.7,4.2,0.873,1.1,7.0,8.0,4.5,1.7,0.2,2.3,3.9,20.9,,108.0,114,leeda03,292,Damion Lee,SG,27,GSW,49,1423,12.7,0.548,0.468,0.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19.0,,0.9,0.8,1.7,0.058,,-1.5,-0.8,-2.3,-0.1,leeda03,292,Damion Lee,SG,27,GSW,49,1423,19%,65%,16%,,,-4.2,8.6,38,10,46,7,44,21,316,10,21,leeda03,292,Damion Lee,SG,27,GSW,49,1423,0.417,16.9,,0.532,0.145,0.151,0.139,0.098,0.468,,0.471,0.662,0.403,0.465,0.3,0.356,,0.766,0.953,,0.01,4,,0.218,0.385,,1,0,leeda03,2020
