,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Player-additional.1,ORtg,DRtg,Player-additional.2,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.3,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1
22,23,Ömer Aşık,C,31,TOT,18,0,10.1,0.5,1.2,0.409,0.0,0.0,,0.5,1.2,0.409,0.409,0.2,0.7,0.308,0.5,2.1,2.6,0.2,0.1,0.2,0.5,1.1,1.2,asikom01,23,Ömer Aşık,C,31,TOT,18,0,182,1.8,4.4,0.409,0.0,0.0,,1.8,4.4,0.409,0.8,2.6,0.308,1.8,7.5,9.3,0.6,0.4,0.8,1.8,4.0,4.4,asikom01,76.0,110,asikom01,23,Ömer Aşık,C,31,TOT,18,182,3.1,0.397,0.0,0.591,5.5,22.2,14.0,2.1,0.5,1.9,24.5,8.7,,-0.2,0.2,-0.1,-0.021,,-6.5,-1.5,-8.0,-0.3,asikom01,23,Ömer Aşık,C,31,TOT,18,182,,,,,100%,-6.5,-5.3,4,2,13,2,6,1,6,1,4,asikom01,23,Ömer Aşık,C,31,TOT,18,182,0.409,2.9,,1.0,0.818,0.091,0.045,0.045,0.0,,0.409,0.389,0.5,1.0,0.0,,,1.0,,,0.045,1,,,,,0,0,asikom01
25,24,D.J. Augustin,PG,30,ORL,75,36,23.5,3.3,7.2,0.452,1.5,3.6,0.419,1.7,3.6,0.485,0.557,2.2,2.5,0.868,0.4,1.7,2.1,3.8,0.7,0.0,1.6,1.3,10.2,augusdj01,24,D.J. Augustin,PG,30,ORL,75,36,1760,5.0,11.0,0.452,2.3,5.6,0.419,2.7,5.5,0.485,3.4,3.9,0.868,0.6,2.7,3.3,5.9,1.1,0.0,2.5,1.9,15.7,augusdj01,116.0,114,augusdj01,24,D.J. Augustin,PG,30,ORL,75,1760,15.4,0.615,0.504,0.35,1.9,8.2,5.0,24.4,1.5,0.0,16.5,18.6,,3.3,0.8,4.1,0.11,,1.0,-1.2,-0.2,0.8,augusdj01,24,D.J. Augustin,PG,30,ORL,75,1760,100%,,,,,-3.9,2.0,68,27,32,12,70,12,665,11,42,augusdj01,24,D.J. Augustin,PG,30,ORL,75,1760,0.452,15.6,,0.496,0.241,0.146,0.054,0.054,0.504,,0.485,0.569,0.367,0.414,0.517,0.419,,0.231,0.675,,0.0,0,,0.154,0.357,,2,0,augusdj01
26,25,Luke Babbitt,SF,28,TOT,50,14,14.3,1.8,4.3,0.423,1.2,3.1,0.385,0.6,1.2,0.525,0.563,0.3,0.4,0.773,0.1,1.8,1.9,0.6,0.2,0.1,0.4,1.1,5.2,babbilu01,25,Luke Babbitt,SF,28,TOT,50,14,715,4.6,10.8,0.423,3.0,7.9,0.385,1.6,3.0,0.525,0.9,1.1,0.773,0.4,4.5,4.8,1.6,0.4,0.4,1.0,2.7,13.0,babbilu01,109.0,113,babbilu01,25,Luke Babbitt,SF,28,TOT,50,715,9.8,0.576,0.726,0.102,1.1,13.9,7.5,6.5,0.5,0.8,7.8,15.0,,0.5,0.4,0.9,0.06,,-0.9,-1.5,-2.4,-0.1,babbilu01,25,Luke Babbitt,SF,28,TOT,50,715,,4%,22%,74%,1%,-3.9,0.9,9,2,31,5,8,3,80,2,8,babbilu01,25,Luke Babbitt,SF,28,TOT,50,715,0.423,20.9,,0.274,0.042,0.056,0.102,0.074,0.726,,0.525,0.444,0.667,0.455,0.563,0.385,,0.548,0.983,,0.009,2,,0.276,0.395,,0,0,babbilu01
29,26,Dwayne Bacon,SG,22,CHO,53,6,13.5,1.4,3.6,0.375,0.2,0.8,0.256,1.2,2.8,0.409,0.404,0.4,0.5,0.8,0.1,2.3,2.3,0.7,0.3,0.0,0.4,0.9,3.3,bacondw01,26,Dwayne Bacon,SG,22,CHO,53,6,713,3.6,9.7,0.375,0.6,2.2,0.256,3.1,7.5,0.409,1.0,1.3,0.8,0.2,6.1,6.3,1.9,0.8,0.1,1.2,2.3,8.8,bacondw01,88.0,111,bacondw01,26,Dwayne Bacon,SG,22,CHO,53,713,5.8,0.431,0.224,0.13,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,,-0.7,0.6,-0.1,-0.007,,-4.8,0.1,-4.7,-0.5,bacondw01,26,Dwayne Bacon,SG,22,CHO,53,713,,7%,76%,17%,,1.7,1.8,16,4,22,0,10,1,99,5,5,bacondw01,26,Dwayne Bacon,SG,22,CHO,53,713,0.375,14.3,,0.776,0.182,0.104,0.193,0.302,0.224,,0.409,0.629,0.4,0.324,0.328,0.256,,0.525,1.0,,0.026,3,,0.372,0.375,,0,0,bacondw01
30,27,Ron Baker,SG,24,NYK,29,1,13.3,0.7,2.0,0.339,0.4,1.1,0.333,0.3,0.9,0.346,0.432,0.7,0.9,0.769,0.2,0.9,1.0,1.6,0.9,0.2,0.6,1.1,2.4,bakerro01,27,Ron Baker,SG,24,NYK,29,1,385,1.9,5.5,0.339,1.0,3.1,0.333,0.8,2.4,0.346,1.9,2.4,0.769,0.5,2.3,2.8,4.4,2.4,0.6,1.7,3.1,6.6,bakerro01,104.0,109,bakerro01,27,Ron Baker,SG,24,NYK,29,385,9.3,0.504,0.559,0.441,1.4,7.2,4.3,15.5,3.3,1.3,20.4,10.0,,0.1,0.4,0.5,0.059,,-2.8,2.4,-0.4,0.2,bakerro01,27,Ron Baker,SG,24,NYK,29,385,10%,84%,6%,,,2.5,7.1,13,2,13,0,5,2,104,0,1,bakerro01,27,Ron Baker,SG,24,NYK,29,385,0.339,15.9,,0.441,0.288,0.068,0.0,0.085,0.559,,0.346,0.471,0.0,,0.2,0.333,,0.556,0.727,,0.0,0,,0.333,0.364,,0,0,bakerro01
32,29,Lonzo Ball,PG,20,LAL,52,50,34.2,3.9,10.8,0.36,1.7,5.7,0.305,2.2,5.2,0.42,0.44,0.6,1.4,0.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,10.2,balllo01,29,Lonzo Ball,PG,20,LAL,52,50,1780,4.1,11.4,0.36,1.8,6.0,0.305,2.3,5.4,0.42,0.6,1.4,0.451,1.4,5.9,7.3,7.6,1.8,0.9,2.8,2.4,10.7,balllo01,97.0,106,balllo01,29,Lonzo Ball,PG,20,LAL,52,1780,12.5,0.444,0.523,0.126,4.2,17.3,10.8,29.2,2.4,2.0,18.6,17.4,,-0.5,2.5,2.0,0.053,,-0.7,1.6,1.0,1.3,balllo01,29,Lonzo Ball,PG,20,LAL,52,1780,84%,14%,2%,,,-0.8,1.3,96,21,50,7,28,10,869,5,39,balllo01,29,Lonzo Ball,PG,20,LAL,52,1780,0.36,16.1,,0.477,0.273,0.092,0.053,0.059,0.523,,0.42,0.494,0.269,0.4,0.333,0.305,,0.327,0.744,,0.03,15,,0.115,0.235,,3,0,balllo01
33,30,J.J. Barea,PG,33,DAL,69,10,23.2,4.4,10.0,0.439,1.7,4.5,0.367,2.7,5.5,0.499,0.522,1.2,1.5,0.784,0.2,2.7,2.9,6.3,0.5,0.0,2.1,1.2,11.6,bareajo01,30,J.J. Barea,PG,33,DAL,69,10,1603,6.8,15.5,0.439,2.6,7.0,0.367,4.2,8.5,0.499,1.8,2.3,0.784,0.3,4.2,4.5,9.7,0.8,0.1,3.2,1.9,18.0,bareajo01,109.0,112,bareajo01,30,J.J. Barea,PG,33,DAL,69,1603,17.8,0.545,0.454,0.148,1.0,13.4,7.0,45.1,1.1,0.2,16.3,24.9,,2.3,1.0,3.3,0.098,,2.7,-1.5,1.2,1.3,bareajo01,30,J.J. Barea,PG,33,DAL,69,1603,100%,,,,,-0.9,4.4,107,25,24,4,42,27,995,8,24,bareajo01,30,J.J. Barea,PG,33,DAL,69,1603,0.439,15.6,,0.546,0.168,0.184,0.117,0.077,0.454,,0.499,0.664,0.449,0.42,0.377,0.367,,0.154,0.626,,0.0,0,,0.067,0.238,,3,0,bareajo01
34,31,Harrison Barnes,PF,25,DAL,77,77,34.2,7.0,15.7,0.445,1.5,4.3,0.357,5.4,11.4,0.478,0.494,3.4,4.1,0.827,1.0,5.1,6.1,2.0,0.6,0.2,1.5,1.2,18.9,barneha02,31,Harrison Barnes,PF,25,DAL,77,77,2634,7.3,16.5,0.445,1.6,4.6,0.357,5.7,12.0,0.478,3.5,4.3,0.827,1.1,5.3,6.4,2.1,0.7,0.2,1.6,1.3,19.8,barneha02,105.0,111,barneha02,31,Harrison Barnes,PF,25,DAL,77,2634,15.8,0.539,0.276,0.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,,2.0,1.9,3.8,0.07,,0.8,-1.3,-0.5,1.0,barneha02,31,Harrison Barnes,PF,25,DAL,77,2634,,,39%,61%,,-6.6,-9.3,52,43,42,10,125,1,391,24,50,barneha02,31,Harrison Barnes,PF,25,DAL,77,2634,0.445,13.2,,0.724,0.21,0.205,0.136,0.172,0.276,,0.478,0.63,0.44,0.354,0.438,0.357,,0.366,0.832,,0.031,34,,0.255,0.412,,3,0,barneha02
35,32,Will Barton,SG,27,DEN,81,40,33.1,5.7,12.7,0.452,1.9,5.2,0.37,3.8,7.5,0.51,0.528,2.2,2.8,0.805,0.9,4.2,5.0,4.1,1.0,0.6,1.8,2.1,15.7,bartowi01,32,Will Barton,SG,27,DEN,81,40,2683,6.2,13.8,0.452,2.1,5.7,0.37,4.1,8.1,0.51,2.4,3.0,0.805,0.9,4.5,5.5,4.4,1.1,0.7,2.0,2.3,17.0,bartowi01,113.0,112,bartowi01,32,Will Barton,SG,27,DEN,81,2683,16.2,0.562,0.411,0.22,3.0,14.2,8.6,18.5,1.5,1.6,11.7,20.7,,4.4,1.8,6.2,0.111,,1.6,-0.4,1.1,2.1,bartowi01,32,Will Barton,SG,27,DEN,81,2683,1%,45%,54%,1%,,1.3,0.2,63,43,72,11,96,9,782,26,70,bartowi01,32,Will Barton,SG,27,DEN,81,2683,0.452,13.3,,0.589,0.284,0.201,0.057,0.047,0.411,,0.51,0.661,0.377,0.407,0.292,0.37,,0.392,0.731,,0.04,38,,0.09,0.421,,3,0,bartowi01
36,33,Nicolas Batum,SG,29,CHO,64,64,31.0,4.2,10.2,0.415,1.4,4.3,0.336,2.8,5.9,0.473,0.486,1.7,2.0,0.831,0.9,3.9,4.8,5.5,1.0,0.4,2.0,1.1,11.6,batumni01,33,Nicolas Batum,SG,29,CHO,64,64,1981,4.9,11.8,0.415,1.7,5.0,0.336,3.2,6.8,0.473,2.0,2.4,0.831,1.0,4.5,5.6,6.3,1.2,0.4,2.4,1.3,13.4,batumni01,107.0,110,batumni01,33,Nicolas Batum,SG,29,CHO,64,1981,14.4,0.523,0.422,0.2,3.1,13.8,8.4,26.2,1.6,1.0,15.6,18.3,,1.7,1.8,3.5,0.084,,0.5,-0.1,0.4,1.2,batumni01,33,Nicolas Batum,SG,29,CHO,64,1981,,66%,29%,4%,,0.0,-0.4,101,11,22,6,46,4,805,15,12,batumni01,33,Nicolas Batum,SG,29,CHO,64,1981,0.415,17.5,,0.578,0.109,0.063,0.197,0.209,0.422,,0.473,0.704,0.439,0.445,0.39,0.336,,0.388,0.848,,0.015,10,,0.109,0.267,,1,0,batumni01
37,34,Jerryd Bayless,SG,29,PHI,39,11,23.7,2.8,6.7,0.416,1.4,3.7,0.37,1.4,3.0,0.474,0.519,0.9,1.1,0.795,0.4,1.7,2.1,1.4,0.6,0.2,1.2,2.3,7.9,bayleje01,34,Jerryd Bayless,SG,29,PHI,39,11,925,4.2,10.2,0.416,2.1,5.7,0.37,2.1,4.5,0.474,1.4,1.7,0.795,0.6,2.5,3.1,2.1,0.9,0.2,1.8,3.5,11.9,bayleje01,102.0,109,bayleje01,34,Jerryd Bayless,SG,29,PHI,39,925,7.5,0.546,0.557,0.168,1.8,7.3,4.7,8.0,1.2,0.5,14.1,15.1,,0.2,0.9,1.1,0.055,,-2.7,-0.2,-2.8,-0.2,bayleje01,34,Jerryd Bayless,SG,29,PHI,39,925,1%,52%,45%,1%,,-4.1,-11.5,20,12,43,3,14,3,127,2,18,bayleje01,34,Jerryd Bayless,SG,29,PHI,39,925,0.416,17.0,,0.443,0.168,0.118,0.05,0.107,0.557,,0.474,0.682,0.419,0.308,0.286,0.37,,0.727,0.963,,0.004,1,,0.329,0.396,,0,0,bayleje01
38,35,Aron Baynes,C,31,BOS,81,67,18.3,2.6,5.5,0.471,0.0,0.3,0.143,2.6,5.2,0.487,0.474,0.7,1.0,0.756,1.6,3.8,5.4,1.1,0.3,0.6,1.0,2.5,6.0,baynear01,35,Aron Baynes,C,31,BOS,81,67,1485,5.1,10.8,0.471,0.1,0.5,0.143,5.0,10.3,0.487,1.4,1.9,0.756,3.2,7.4,10.5,2.3,0.5,1.2,1.9,4.8,11.7,baynear01,103.0,103,baynear01,35,Aron Baynes,C,31,BOS,81,1485,12.0,0.502,0.047,0.175,9.7,22.1,16.0,9.6,0.7,2.9,14.3,16.8,,0.5,2.5,3.0,0.097,,-3.6,0.7,-2.9,-0.3,baynear01,35,Aron Baynes,C,31,BOS,81,1485,,,,1%,99%,7.0,5.3,27,9,100,23,34,4,225,8,33,baynear01,35,Aron Baynes,C,31,BOS,81,1485,0.471,7.9,,0.953,0.399,0.195,0.188,0.17,0.047,,0.487,0.562,0.379,0.464,0.461,0.143,,0.744,1.0,,0.126,40,,0.571,0.083,,0,0,baynear01
39,36,Kent Bazemore,SG,28,ATL,65,65,27.5,4.4,10.4,0.42,1.7,4.2,0.394,2.7,6.2,0.438,0.5,2.5,3.1,0.796,0.4,3.4,3.8,3.5,1.5,0.7,2.4,2.3,12.9,bazemke01,36,Kent Bazemore,SG,28,ATL,65,65,1789,5.7,13.6,0.42,2.2,5.5,0.394,3.5,8.1,0.438,3.2,4.0,0.796,0.5,4.5,5.0,4.6,2.0,0.9,3.2,3.0,16.8,bazemke01,101.0,108,bazemke01,36,Kent Bazemore,SG,28,ATL,65,1789,14.5,0.547,0.405,0.297,1.6,13.9,7.7,20.1,2.7,2.2,17.0,22.5,,0.2,2.0,2.2,0.059,,-0.4,1.0,0.6,1.2,bazemke01,36,Kent Bazemore,SG,28,ATL,65,1789,2%,86%,12%,,,-4.3,3.0,99,43,66,10,93,15,519,23,35,bazemke01,36,Kent Bazemore,SG,28,ATL,65,1789,0.42,14.7,,0.595,0.226,0.139,0.08,0.149,0.405,,0.438,0.608,0.266,0.333,0.396,0.394,,0.472,0.833,,0.031,19,,0.285,0.436,,1,0,bazemke01
40,37,Bradley Beal,SG,24,WAS,82,82,36.3,8.3,18.1,0.46,2.4,6.5,0.375,5.9,11.6,0.507,0.527,3.6,4.5,0.791,0.7,3.7,4.4,4.5,1.2,0.4,2.6,2.0,22.6,bealbr01,37,Bradley Beal,SG,24,WAS,82,82,2977,8.3,17.9,0.46,2.4,6.4,0.375,5.9,11.5,0.507,3.5,4.5,0.791,0.7,3.7,4.4,4.5,1.2,0.4,2.6,1.9,22.5,bealbr01,109.0,110,bealbr01,37,Bradley Beal,SG,24,WAS,82,2977,18.4,0.564,0.357,0.249,2.3,11.5,6.9,21.0,1.6,1.1,11.5,27.6,,4.4,2.5,6.9,0.111,,2.9,-0.7,2.2,3.1,bealbr01,37,Bradley Beal,SG,24,WAS,82,2977,41%,59%,,,,2.8,8.1,115,74,89,6,139,14,877,43,62,bealbr01,37,Bradley Beal,SG,24,WAS,82,2977,0.46,15.2,,0.643,0.206,0.104,0.146,0.187,0.357,,0.507,0.682,0.394,0.463,0.414,0.375,,0.355,0.784,,0.034,42,,0.098,0.404,,3,0,bealbr01
41,38,Malik Beasley,SG,21,DEN,62,0,9.4,1.2,2.9,0.41,0.5,1.3,0.341,0.7,1.5,0.469,0.489,0.4,0.5,0.667,0.2,0.9,1.1,0.5,0.2,0.1,0.4,0.6,3.2,beaslma01,38,Malik Beasley,SG,21,DEN,62,0,583,4.5,11.0,0.41,1.7,5.1,0.341,2.8,5.9,0.469,1.4,2.0,0.667,0.9,3.5,4.4,1.9,0.9,0.4,1.5,2.2,12.1,beaslma01,101.0,113,beaslma01,38,Malik Beasley,SG,21,DEN,62,583,9.0,0.509,0.461,0.185,2.7,11.0,6.9,7.4,1.3,1.0,11.1,16.2,,0.1,0.3,0.3,0.028,,-2.4,-1.4,-3.8,-0.3,beaslma01,38,Malik Beasley,SG,21,DEN,62,583,22%,74%,4%,,,-1.0,-2.7,12,9,19,1,14,6,79,3,12,beaslma01,38,Malik Beasley,SG,21,DEN,62,583,0.41,14.6,,0.539,0.242,0.163,0.051,0.084,0.461,,0.469,0.605,0.345,0.333,0.4,0.341,,0.711,0.929,,0.056,10,,0.354,0.31,,0,0,beaslma01
42,39,Michael Beasley,PF,29,NYK,74,30,22.3,5.5,10.9,0.507,0.5,1.2,0.395,5.1,9.7,0.52,0.528,1.7,2.1,0.78,1.3,4.3,5.6,1.7,0.5,0.6,1.9,2.0,13.2,beaslmi01,39,Michael Beasley,PF,29,NYK,74,30,1653,8.9,17.6,0.507,0.7,1.9,0.395,8.2,15.7,0.52,2.7,3.5,0.78,2.1,6.9,9.0,2.7,0.8,0.9,3.1,3.2,21.3,beaslmi01,103.0,110,beaslmi01,39,Michael Beasley,PF,29,NYK,74,1653,17.8,0.556,0.107,0.197,6.5,21.2,13.9,12.5,1.1,2.3,14.0,26.9,,0.9,1.5,2.4,0.069,,0.6,-0.8,-0.2,0.7,beaslmi01,39,Michael Beasley,PF,29,NYK,74,1653,,,5%,93%,3%,-4.8,-1.5,61,49,85,15,86,4,285,31,40,beaslmi01,39,Michael Beasley,PF,29,NYK,74,1653,0.507,9.0,,0.893,0.328,0.268,0.171,0.124,0.107,,0.52,0.675,0.463,0.428,0.37,0.395,,0.467,0.912,,0.052,37,,0.267,0.304,,1,0,beaslmi01
43,40,Marco Belinelli,SG,31,TOT,80,2,24.3,4.2,9.6,0.441,1.9,4.9,0.377,2.4,4.6,0.509,0.539,1.9,2.0,0.908,0.3,1.6,1.9,1.9,0.8,0.2,1.2,1.1,12.1,belinma01,40,Marco Belinelli,SG,31,TOT,80,2,1947,6.2,14.1,0.441,2.8,7.3,0.377,3.5,6.8,0.509,2.7,3.0,0.908,0.4,2.4,2.8,2.7,1.2,0.2,1.7,1.7,18.0,belinma01,110.0,111,belinma01,40,Marco Belinelli,SG,31,TOT,80,1947,14.1,0.581,0.517,0.213,1.1,7.3,4.3,11.9,1.6,0.5,10.1,20.7,,2.4,1.3,3.7,0.092,,0.4,-0.8,-0.5,0.8,belinma01,40,Marco Belinelli,SG,31,TOT,80,1947,,49%,49%,1%,,-2.0,-0.7,54,24,38,5,52,6,350,11,21,belinma01,40,Marco Belinelli,SG,31,TOT,80,1947,0.441,18.9,,0.483,0.126,0.05,0.064,0.242,0.517,,0.509,0.667,0.342,0.51,0.465,0.377,,0.803,0.879,,0.008,4,,0.144,0.404,,2,0,belinma01
46,41,Jordan Bell,C,23,GSW,57,13,14.2,2.0,3.2,0.627,0.0,0.1,0.0,2.0,3.2,0.641,0.627,0.5,0.8,0.682,1.1,2.6,3.6,1.8,0.6,1.0,0.9,1.6,4.6,belljo01,41,Jordan Bell,C,23,GSW,57,13,809,5.2,8.2,0.627,0.0,0.2,0.0,5.2,8.1,0.641,1.3,2.0,0.682,2.7,6.5,9.2,4.5,1.6,2.5,2.3,4.1,11.7,belljo01,121.0,103,belljo01,41,Jordan Bell,C,23,GSW,57,809,18.0,0.641,0.022,0.238,8.9,19.0,14.3,16.9,2.1,5.5,20.0,13.9,,1.6,1.4,2.9,0.174,,0.0,2.8,2.8,1.0,belljo01,41,Jordan Bell,C,23,GSW,57,809,,,4%,47%,49%,11.7,6.8,31,11,63,4,24,1,230,5,16,belljo01,41,Jordan Bell,C,23,GSW,57,809,0.627,4.0,,0.978,0.703,0.13,0.103,0.043,0.022,,0.641,0.7,0.417,0.632,0.375,0.0,,0.733,,,0.292,44,,0.0,,,0,0,belljo01
47,42,DeAndre' Bembry,SF,23,ATL,26,3,17.5,2.0,4.9,0.414,0.4,1.2,0.367,1.6,3.8,0.429,0.457,0.7,1.3,0.576,0.3,2.5,2.8,1.9,0.8,0.5,1.8,1.5,5.2,bembrde01,42,DeAndre' Bembry,SF,23,ATL,26,3,455,4.2,10.1,0.414,0.9,2.4,0.367,3.3,7.8,0.429,1.5,2.6,0.576,0.6,5.1,5.7,3.9,1.7,0.9,3.7,3.0,10.8,bembrde01,83.0,109,bembrde01,42,DeAndre' Bembry,SF,23,ATL,26,455,7.6,0.477,0.234,0.258,2.0,15.7,8.8,15.9,2.3,2.3,24.8,18.2,,-0.9,0.5,-0.4,-0.04,,-5.1,0.3,-4.7,-0.3,bembrde01,42,DeAndre' Bembry,SF,23,ATL,26,455,,19%,69%,12%,,-5.0,1.1,22,16,19,1,12,6,115,3,11,bembrde01,42,DeAndre' Bembry,SF,23,ATL,26,455,0.414,8.7,,0.766,0.5,0.148,0.109,0.008,0.234,,0.429,0.516,0.211,0.286,1.0,0.367,,0.405,1.0,,0.07,9,,0.333,0.4,,0,0,bembrde01
48,43,Dragan Bender,PF,20,PHO,82,37,25.2,2.3,5.9,0.386,1.4,3.9,0.366,0.8,2.0,0.426,0.508,0.5,0.6,0.765,0.5,3.9,4.4,1.6,0.3,0.6,1.4,2.0,6.5,bendedr01,43,Dragan Bender,PF,20,PHO,82,37,2069,3.3,8.4,0.386,2.1,5.6,0.366,1.2,2.8,0.426,0.7,0.9,0.765,0.7,5.6,6.3,2.3,0.4,0.9,1.9,2.9,9.2,bendedr01,95.0,114,bendedr01,43,Dragan Bender,PF,20,PHO,82,2069,7.1,0.524,0.665,0.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,,-0.7,0.8,0.1,0.001,,-2.9,-0.8,-3.7,-0.9,bendedr01,43,Dragan Bender,PF,20,PHO,82,2069,,,,66%,34%,-11.3,-3.5,64,21,109,8,21,9,298,5,24,bendedr01,43,Dragan Bender,PF,20,PHO,82,2069,0.386,17.8,,0.335,0.18,0.099,0.025,0.031,0.665,,0.426,0.575,0.313,0.167,0.133,0.366,,0.507,0.992,,0.021,9,,0.255,0.378,,0,0,bendedr01
49,44,Dāvis Bertāns,PF,25,SAS,77,10,14.1,2.1,4.8,0.44,1.2,3.3,0.373,0.9,1.5,0.588,0.568,0.5,0.6,0.816,0.2,1.8,2.0,1.0,0.3,0.4,0.5,1.2,5.9,bertada01,44,Dāvis Bertāns,PF,25,SAS,77,10,1086,5.3,12.1,0.44,3.1,8.4,0.373,2.2,3.8,0.588,1.3,1.6,0.816,0.6,4.5,5.1,2.5,0.9,0.9,1.2,3.1,15.1,bertada01,115.0,106,bertada01,44,Dāvis Bertāns,PF,25,SAS,77,1086,14.1,0.588,0.689,0.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,,1.6,1.4,3.1,0.135,,1.0,0.6,1.6,1.0,bertada01,44,Dāvis Bertāns,PF,25,SAS,77,1086,,,,93%,7%,3.6,1.0,23,8,47,1,19,4,176,4,6,bertada01,44,Dāvis Bertāns,PF,25,SAS,77,1086,0.44,19.7,,0.311,0.137,0.068,0.057,0.049,0.689,,0.588,0.8,0.44,0.524,0.278,0.373,,0.836,1.0,,0.033,12,,0.143,0.5,,1,0,bertada01
50,45,Patrick Beverley,SG,29,LAC,11,11,30.4,4.4,10.8,0.403,2.2,5.5,0.4,2.2,5.4,0.407,0.504,1.3,1.5,0.824,1.5,2.6,4.1,2.9,1.7,0.5,2.3,3.1,12.2,beverpa01,45,Patrick Beverley,SG,29,LAC,11,11,334,5.2,12.8,0.403,2.6,6.5,0.4,2.6,6.4,0.407,1.5,1.8,0.824,1.7,3.1,4.9,3.4,2.0,0.5,2.7,3.7,14.4,beverpa01,102.0,110,beverpa01,45,Patrick Beverley,SG,29,LAC,11,334,12.4,0.53,0.504,0.143,5.3,9.4,7.4,13.8,2.8,1.3,16.5,19.6,,0.1,0.3,0.4,0.056,,-0.3,0.8,0.5,0.2,beverpa01,45,Patrick Beverley,SG,29,LAC,11,334,62%,38%,,,,4.5,4.6,20,2,8,1,6,8,73,1,4,beverpa01,45,Patrick Beverley,SG,29,LAC,11,334,0.403,15.3,,0.496,0.227,0.151,0.067,0.05,0.504,,0.407,0.593,0.333,0.25,0.0,0.4,,0.25,0.792,,0.0,0,,0.183,0.273,,0,0,beverpa01
51,46,Khem Birch,C,25,ORL,42,0,13.8,1.6,3.0,0.54,0.0,0.0,,1.6,3.0,0.54,0.54,1.0,1.5,0.689,1.7,2.6,4.3,0.8,0.4,0.5,0.5,1.3,4.2,birchkh01,46,Khem Birch,C,25,ORL,42,0,578,4.2,7.8,0.54,0.0,0.0,,4.2,7.8,0.54,2.6,3.8,0.689,4.4,6.9,11.2,2.1,0.9,1.3,1.3,3.5,11.1,birchkh01,123.0,108,birchkh01,46,Khem Birch,C,25,ORL,42,578,16.4,0.582,0.0,0.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,,1.2,0.6,1.8,0.15,,-0.7,-0.2,-0.9,0.2,birchkh01,46,Khem Birch,C,25,ORL,42,578,,,,29%,72%,0.4,6.3,4,5,34,8,29,1,82,3,8,birchkh01,46,Khem Birch,C,25,ORL,42,578,0.54,4.2,,1.0,0.587,0.238,0.159,0.016,0.0,,0.54,0.662,0.433,0.3,0.0,,,0.706,,,0.246,24,,,,,0,0,birchkh01
52,47,Jabari Bird,SG,23,BOS,13,1,8.8,1.2,2.0,0.577,0.2,0.5,0.429,0.9,1.5,0.632,0.635,0.5,1.0,0.462,0.5,1.0,1.5,0.6,0.2,0.1,0.6,0.5,3.0,birdja01,47,Jabari Bird,SG,23,BOS,13,1,115,4.7,8.1,0.577,0.9,2.2,0.429,3.8,5.9,0.632,1.9,4.1,0.462,1.9,4.1,5.9,2.5,0.9,0.3,2.5,2.2,12.2,birdja01,107.0,106,birdja01,47,Jabari Bird,SG,23,BOS,13,115,12.1,0.615,0.269,0.5,5.8,12.2,9.0,10.5,1.3,0.7,20.1,15.4,,0.1,0.2,0.2,0.098,,-2.7,-0.4,-3.1,0.0,birdja01,47,Jabari Bird,SG,23,BOS,13,115,,67%,33%,,,9.2,5.7,4,3,2,0,5,0,19,1,2,birdja01,47,Jabari Bird,SG,23,BOS,13,115,0.577,8.4,,0.731,0.615,0.038,0.038,0.038,0.269,,0.632,0.75,0.0,0.0,0.0,0.429,,0.75,1.0,,0.154,4,,0.286,1.0,,0,0,birdja01
